ADAPT_Analyte_ID,Org_Analyte_Name,Activity_Type,Sample_Collection_Type,Sample_Collection_Equipment,Activity_Depth,Activity_Depth_Unit,Total_Depth,Total_Depth_Unit,Analysis_Method,Sample_Fraction,Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Site,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Org_MDL,Org_PQL,Org_Detection_Unit,Value_Qualifier,Result_Comments,Result_Value_Type_Name,Dilution
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,01:10:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,10,02/10/2025,01:05:59 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:37:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,1,02/11/2025,11:35:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,12:09:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,2,02/11/2025,12:06:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:47:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,3,02/11/2025,11:44:59 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,10:57:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,4,02/11/2025,10:55:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,12:23:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,5,02/11/2025,12:20:59 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,10:47:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,6,02/11/2025,10:45:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,12:34:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,7,02/11/2025,12:32:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:28:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,8,02/11/2025,11:26:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:17:59 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,9,02/11/2025,11:16:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:08:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,10,02/11/2025,11:06:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
