Project_ID|Sampling_Agency_Name|Matrix|Monitoring_Location_ID|Activity_ID|ADAPT_Analyte_ID|Org_Analyte_Name|Activity_Type|Sample_Collection_Type|Sample_Collection_Equipment|Activity_Depth|Activity_Depth_Unit|Total_Depth|Total_Depth_Unit|Analysis_Method|Sample_Fraction|Preparation_Date_Time|Preparation_Time_Zone|Analysis_Date_Time|Analysis_Time_Zone|Activity_Date_Time|Activity_Time_Zone|Org_Result_Value|Org_Result_Unit|Org_MDL|Org_PQL|Org_Detection_Unit|WIN_Value_Qualifier|Result_Comments|Result_Value_Type_Name|Dilution|Lab_ID|Lab_Accreditation_Authority|Lab_Sample_ID
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Brant-1|Hil-Brant-1-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 17:59:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Hil-Brant-1-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 17:41:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Brant-2|Hil-Brant-2-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 17:41:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Hil-Brant-2-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 17:25:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Brant-3|Hil-Brant-3-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 17:25:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Hil-Brant-3-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Breckenridge-1|Hil-Breckenridge-1-2025-09-11F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-11 13:42:00|EST|7|ft| | | || |Actual| |21FLKWAT|None|Hil-Breckenridge-1-2025-09-11F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Breckenridge-2|Hil-Breckenridge-2-2025-09-11F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-11 13:33:00|EST|7|ft| | | || |Actual| |21FLKWAT|None|Hil-Breckenridge-2-2025-09-11F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Breckenridge-3|Hil-Breckenridge-3-2025-09-11F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-11 13:25:00|EST|6|ft| | | || |Actual| |21FLKWAT|None|Hil-Breckenridge-3-2025-09-11F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Calm-1|Hil-Calm-1-2025-09-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-23 13:17:00|EST|9|ft| | | || |Actual| |21FLKWAT|None|Hil-Calm-1-2025-09-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Calm-2|Hil-Calm-2-2025-09-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-23 13:35:00|EST|5.8|ft| | | || |Actual| |21FLKWAT|None|Hil-Calm-2-2025-09-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Calm-3|Hil-Calm-3-2025-09-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-23 13:47:00|EST|6.8|ft| | | || |Actual| |21FLKWAT|None|Hil-Calm-3-2025-09-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-CedarEast-1|Hil-CedarEast-1-2025-09-10F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-10 16:10:00|EST|7.3|ft| | | || |Actual| |21FLKWAT|None|Hil-CedarEast-1-2025-09-10F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-CedarEast-2|Hil-CedarEast-2-2025-09-10F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-10 16:17:00|EST|7|ft| | | || |Actual| |21FLKWAT|None|Hil-CedarEast-2-2025-09-10F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-CedarEast-3|Hil-CedarEast-3-2025-09-10F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-10 16:25:00|EST|7.5|ft| | | || |Actual| |21FLKWAT|None|Hil-CedarEast-3-2025-09-10F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Church-1|Hil-Church-1-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 07:27:00|EST|7.3|ft| | | || |Actual| |21FLKWAT|None|Hil-Church-1-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 07:27:00|EST|7.3|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Church-2|Hil-Church-2-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 07:40:59|EST|9.8|ft| | | || |Actual| |21FLKWAT|None|Hil-Church-2-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 07:40:59|EST|9.8|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Church-3|Hil-Church-3-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 07:52:00|EST|10|ft| | | || |Actual| |21FLKWAT|None|Hil-Church-3-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-29 07:52:00|EST|10|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-29F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-East-1|Hil-East-1-2025-09-22F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-22 15:40:00|EST|1|ft| | | || |Actual| |21FLKWAT|None|Hil-East-1-2025-09-22F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-East-2|Hil-East-2-2025-09-22F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-22 15:35:00|EST|1|ft| | | || |Actual| |21FLKWAT|None|Hil-East-2-2025-09-22F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-East-3|Hil-East-3-2025-09-22F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-22 15:30:00|EST|1|ft| | | || |Actual| |21FLKWAT|None|Hil-East-3-2025-09-22F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Eckles-1|Hil-Eckles-1-2025-09-01F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5|ft|FDEP FT1700| | | | | |2025-09-01 10:59:59|EST|5|ft| | | |S| |Actual| |21FLKWAT|None|Hil-Eckles-1-2025-09-01F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Eckles-2|Hil-Eckles-2-2025-09-01F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-01 11:09:59|EST|7.8|ft| | | || |Actual| |21FLKWAT|None|Hil-Eckles-2-2025-09-01F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Eckles-3|Hil-Eckles-3-2025-09-01F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-01 11:15:00|EST|8.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Eckles-3-2025-09-01F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-HogIslan-1|Hil-HogIslan-1-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 10:40:00|EST|3.8|ft| | | || |Actual| |21FLKWAT|None|Hil-HogIslan-1-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-HogIslan-2|Hil-HogIslan-2-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 10:47:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Hil-HogIslan-2-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-HogIslan-3|Hil-HogIslan-3-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 10:52:00|EST|3.8|ft| | | || |Actual| |21FLKWAT|None|Hil-HogIslan-3-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-HogIslan-4|Hil-HogIslan-4-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 10:59:00|EST|3.8|ft| | | || |Actual| |21FLKWAT|None|Hil-HogIslan-4-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-James-1|Hil-James-1-2025-09-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-23 11:25:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-James-1-2025-09-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-James-2|Hil-James-2-2025-09-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-23 11:35:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-James-2-2025-09-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-James-3|Hil-James-3-2025-09-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-23 11:40:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-James-3-2025-09-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Keystone-1|Hil-Keystone-1-2025-09-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-07 10:59:59|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Keystone-1-2025-09-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-07 10:59:59|EST|3.5|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Keystone-2|Hil-Keystone-2-2025-09-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-07 11:11:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-Keystone-2-2025-09-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-07 11:11:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Keystone-3|Hil-Keystone-3-2025-09-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-07 11:22:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-Keystone-3-2025-09-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|NA|NA-2025-09-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-07 11:22:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|NA-2025-09-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-KeystoneN-1|Hil-KeystoneN-1-2025-09-10F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-10 10:14:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-KeystoneN-1-2025-09-10F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-KeystoneN-2|Hil-KeystoneN-2-2025-09-10F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-10 10:20:00|EST|5.5|ft| | | || |Actual| |21FLKWAT|None|Hil-KeystoneN-2-2025-09-10F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-KeystoneN-3|Hil-KeystoneN-3-2025-09-10F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-10 10:24:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-KeystoneN-3-2025-09-10F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Lutz-1|Hil-Lutz-1-2025-09-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-28 09:34:00|EST|8.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Lutz-1-2025-09-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Lutz-2|Hil-Lutz-2-2025-09-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-28 09:38:00|EST|8.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Lutz-2-2025-09-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Lutz-3|Hil-Lutz-3-2025-09-28F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-28 09:47:00|EST|8.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Lutz-3-2025-09-28F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Mid-1|Hil-Mid-1-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |7.5|ft|FDEP FT1700| | | | | |2025-09-17 10:57:59|EST|7.5|ft| | | |S| |Actual| |21FLKWAT|None|Hil-Mid-1-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Mid-2|Hil-Mid-2-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-17 10:52:00|EST|8|ft| | | || |Actual| |21FLKWAT|None|Hil-Mid-2-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Mid-3|Hil-Mid-3-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |6.5|ft|FDEP FT1700| | | | | |2025-09-17 10:43:00|EST|6.5|ft| | | |S| |Actual| |21FLKWAT|None|Hil-Mid-3-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Mid-4|Hil-Mid-4-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |4.3|ft|FDEP FT1700| | | | | |2025-09-17 11:06:00|EST|4.3|ft| | | |S| |Actual| |21FLKWAT|None|Hil-Mid-4-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Pine-1|Hil-Pine-1-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 11:06:00|EST|7|ft| | | || |Actual| |21FLKWAT|None|Hil-Pine-1-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Pine-2|Hil-Pine-2-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 11:11:00|EST|7.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Pine-2-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Pine-3|Hil-Pine-3-2025-09-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-16 11:13:59|EST|6|ft| | | || |Actual| |21FLKWAT|None|Hil-Pine-3-2025-09-16F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Pretty-1|Hil-Pretty-1-2025-09-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-30 18:29:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Hil-Pretty-1-2025-09-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Pretty-2|Hil-Pretty-2-2025-09-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-30 18:34:00|EST|4.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Pretty-2-2025-09-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Pretty-3|Hil-Pretty-3-2025-09-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-30 18:45:00|EST|4.3|ft| | | || |Actual| |21FLKWAT|None|Hil-Pretty-3-2025-09-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Taylor-1|Hil-Taylor-1-2025-09-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-30 15:15:00|EST|8.3|ft| | | || |Actual| |21FLKWAT|None|Hil-Taylor-1-2025-09-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Taylor-2|Hil-Taylor-2-2025-09-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-30 15:30:00|EST|8.3|ft| | | || |Actual| |21FLKWAT|None|Hil-Taylor-2-2025-09-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Taylor-3|Hil-Taylor-3-2025-09-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-30 15:19:59|EST|9.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Taylor-3-2025-09-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-WestMd-1|Hil-WestMd-1-2025-09-05F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |6.5|ft|FDEP FT1700| | | | | |2025-09-05 10:10:00|EST|6.5|ft| | | |S| |Actual| |21FLKWAT|None|Hil-WestMd-1-2025-09-05F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-WestMd-2|Hil-WestMd-2-2025-09-05F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-05 10:34:00|EST|8|ft| | | || |Actual| |21FLKWAT|None|Hil-WestMd-2-2025-09-05F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-WestMd-3|Hil-WestMd-3-2025-09-05F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-05 10:41:00|EST|9|ft| | | || |Actual| |21FLKWAT|None|Hil-WestMd-3-2025-09-05F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-ZambitoE-1|Hil-ZambitoE-1-2025-09-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-20 14:54:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-ZambitoE-1-2025-09-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-ZambitoE-2|Hil-ZambitoE-2-2025-09-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5|ft|FDEP FT1700| | | | | |2025-09-20 15:00:00|EST|5|ft| | | |S| |Actual| |21FLKWAT|None|Hil-ZambitoE-2-2025-09-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-ZambitoE-3|Hil-ZambitoE-3-2025-09-20F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |4|ft|FDEP FT1700| | | | | |2025-09-20 15:04:00|EST|4|ft| | | |S| |Actual| |21FLKWAT|None|Hil-ZambitoE-3-2025-09-20F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Osc-Brick-1|Osc-Brick-1-2025-09-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-02 15:53:00|EST|1.3|ft| | | || |Actual| |21FLKWAT|None|Osc-Brick-1-2025-09-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Osc-Brick-2|Osc-Brick-2-2025-09-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-02 16:04:59|EST|1.3|ft| | | || |Actual| |21FLKWAT|None|Osc-Brick-2-2025-09-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Osc-Brick-3|Osc-Brick-3-2025-09-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-02 15:57:00|EST|1.3|ft| | | || |Actual| |21FLKWAT|None|Osc-Brick-3-2025-09-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Osc-Buck-1|Osc-Buck-1-2025-08-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-07 07:59:00|EST|3.8|ft| | | || |Actual| |21FLKWAT|None|Osc-Buck-1-2025-08-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Osc-Buck-2|Osc-Buck-2-2025-08-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-07 08:08:00|EST|4.3|ft| | | || |Actual| |21FLKWAT|None|Osc-Buck-2-2025-08-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Osc-Buck-3|Osc-Buck-3-2025-08-07F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-07 08:18:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Osc-Buck-3-2025-08-07F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Cooper-1|Hil-Cooper-1-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-17 13:45:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-Cooper-1-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Cooper-2|Hil-Cooper-2-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-17 13:49:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-Cooper-2-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Cooper-3|Hil-Cooper-3-2025-09-17F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-17 13:55:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Hil-Cooper-3-2025-09-17F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Crystal-1|Hil-Crystal-1-2025-09-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-21 10:56:00|EST|5.8|ft| | | || |Actual| |21FLKWAT|None|Hil-Crystal-1-2025-09-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Crystal-2|Hil-Crystal-2-2025-09-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-21 11:02:00|EST|5.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Crystal-2-2025-09-21F
