Org Analyte Name|Activity Type|Sample Collection Type|Sample Collection Equipment|Activity Depth|Activity Depth Unit|Total Depth|Total Depth Unit|Analysis Method|Sample Fraction|Preparation Date|Preparation Time|Preparation Time Zone|Analysis Date|Analysis Time|Analysis Time Zone|County.x|Lake.x|Station.x|Activity Start Date|Activity Start Time|Activity Time Zone|Org Result Value|Org Result Unit|Org MDL|Org PQL|Org Detection Unit|Value Qualifier|Result Comments|Result Value Type Name|Dilution|Lake_County_Sta|Study|County.y|Lake.y|Station.y|Monitoring Location ID|Project_ID|Sampling_Agency_Name
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||16.5|ft|FDEP FT1700||||||||Hillsborough|Wilson|3|2023-12-31|3:15:00 PM|EST|8.3|ft||||||Actual||Wilson Hillsborough 3|LW|Hillsborough|Wilson|3|Hil-Wilson-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||5|ft|FDEP FT1700||||||||Hillsborough|Zambito|1|2023-10-22|11:12:00 AM|EST|5|ft||||S||Actual||Zambito Hillsborough 1|LW|Hillsborough|Zambito|1|Hil-Zambito-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Hillsborough|Zambito|2|2023-10-22|11:14:00 AM|EST|6|ft||||||Actual||Zambito Hillsborough 2|LW|Hillsborough|Zambito|2|Hil-Zambito-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||14|ft|FDEP FT1700||||||||Hillsborough|Zambito|3|2023-10-22|11:17:00 AM|EST|6|ft||||||Actual||Zambito Hillsborough 3|LW|Hillsborough|Zambito|3|Hil-Zambito-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||5|ft|FDEP FT1700||||||||Hillsborough|Zambito|1|2023-12-24|2:10:00 PM|EST|5|ft||||S||Actual||Zambito Hillsborough 1|LW|Hillsborough|Zambito|1|Hil-Zambito-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||6|ft|FDEP FT1700||||||||Hillsborough|Zambito|2|2023-12-24|2:13:00 PM|EST|6|ft||||S||Actual||Zambito Hillsborough 2|LW|Hillsborough|Zambito|2|Hil-Zambito-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||14|ft|FDEP FT1700||||||||Hillsborough|Zambito|3|2023-12-24|2:16:00 PM|EST|8.5|ft||||||Actual||Zambito Hillsborough 3|LW|Hillsborough|Zambito|3|Hil-Zambito-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||5|ft|FDEP FT1700||||||||Hillsborough|Zambito|1|2024-01-21|1:35:00 PM|EST|5|ft||||S||Actual||Zambito Hillsborough 1|LW|Hillsborough|Zambito|1|Hil-Zambito-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||5.5|ft|FDEP FT1700||||||||Hillsborough|Zambito|2|2024-01-21|1:38:00 PM|EST|5.5|ft||||S||Actual||Zambito Hillsborough 2|LW|Hillsborough|Zambito|2|Hil-Zambito-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||13.5|ft|FDEP FT1700||||||||Hillsborough|Zambito|3|2024-01-21|1:40:00 PM|EST|8|ft||||||Actual||Zambito Hillsborough 3|LW|Hillsborough|Zambito|3|Hil-Zambito-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||7|ft|FDEP FT1700||||||||Hillsborough|Zambito East|1|2023-10-22|11:27:00 AM|EST|7|ft||||S||Actual||Zambito East Hillsborough 1|LW|Hillsborough|Zambito East|1|Hil-ZambitoE-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||6|ft|FDEP FT1700||||||||Hillsborough|Zambito East|2|2023-10-22|11:33:00 AM|EST|6|ft||||S||Actual||Zambito East Hillsborough 2|LW|Hillsborough|Zambito East|2|Hil-ZambitoE-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Hillsborough|Zambito East|3|2023-10-22|11:35:00 AM|EST|5|ft||||S||Actual||Zambito East Hillsborough 3|LW|Hillsborough|Zambito East|3|Hil-ZambitoE-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Hillsborough|Zambito East|1|2023-12-24|1:50:00 PM|EST|7|ft||||||Actual||Zambito East Hillsborough 1|LW|Hillsborough|Zambito East|1|Hil-ZambitoE-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||6|ft|FDEP FT1700||||||||Hillsborough|Zambito East|2|2023-12-24|1:55:00 PM|EST|6|ft||||S||Actual||Zambito East Hillsborough 2|LW|Hillsborough|Zambito East|2|Hil-ZambitoE-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.5|ft|FDEP FT1700||||||||Hillsborough|Zambito East|3|2023-12-24|1:58:00 PM|EST|3.5|ft||||S||Actual||Zambito East Hillsborough 3|LW|Hillsborough|Zambito East|3|Hil-ZambitoE-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Hillsborough|Zambito East|1|2024-01-21|1:16:00 PM|EST|8|ft||||S||Actual||Zambito East Hillsborough 1|LW|Hillsborough|Zambito East|1|Hil-ZambitoE-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||6|ft|FDEP FT1700||||||||Hillsborough|Zambito East|2|2024-01-21|1:21:00 PM|EST|6|ft||||S||Actual||Zambito East Hillsborough 2|LW|Hillsborough|Zambito East|2|Hil-ZambitoE-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3.5|ft|FDEP FT1700||||||||Hillsborough|Zambito East|3|2024-01-21|1:25:00 PM|EST|3.5|ft||||S||Actual||Zambito East Hillsborough 3|LW|Hillsborough|Zambito East|3|Hil-ZambitoE-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|1|2023-09-26|10:01:00 AM|EDT|1.5|ft||||||Actual||Blue Cypress Indian River 1|LW|Indian River|Blue Cypress|1|Ind-Blue Cypr-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|2|2023-09-26|9:26:00 AM|EDT|1.5|ft||||||Actual||Blue Cypress Indian River 2|LW|Indian River|Blue Cypress|2|Ind-Blue Cypr-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|3|2023-09-26|8:54:00 AM|EDT|1.5|ft||||||Actual||Blue Cypress Indian River 3|LW|Indian River|Blue Cypress|3|Ind-Blue Cypr-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|1|2023-10-24|10:02:00 AM|EDT|1|ft||||||Actual||Blue Cypress Indian River 1|LW|Indian River|Blue Cypress|1|Ind-Blue Cypr-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|2|2023-10-24|8:52:00 AM|EDT|1|ft||||||Actual||Blue Cypress Indian River 2|LW|Indian River|Blue Cypress|2|Ind-Blue Cypr-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|3|2023-10-24|8:35:00 AM|EDT|1|ft||||||Actual||Blue Cypress Indian River 3|LW|Indian River|Blue Cypress|3|Ind-Blue Cypr-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|1|2023-11-30|10:15:00 AM|EST|1.5|ft||||||Actual||Blue Cypress Indian River 1|LW|Indian River|Blue Cypress|1|Ind-Blue Cypr-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|2|2023-11-30|9:40:00 AM|EST|1.3|ft||||||Actual||Blue Cypress Indian River 2|LW|Indian River|Blue Cypress|2|Ind-Blue Cypr-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Indian River|Blue Cypress|3|2023-11-30|9:05:00 AM|EST|1.5|ft||||||Actual||Blue Cypress Indian River 3|LW|Indian River|Blue Cypress|3|Ind-Blue Cypr-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|1|2023-07-15|11:15:00 AM|EDT|3.3|ft||||||Actual||Bay Lake 1|LW|Lake|Bay|1|Lak-Bay-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|2|2023-07-15|11:22:00 AM|EDT|3.3|ft||||||Actual||Bay Lake 2|LW|Lake|Bay|2|Lak-Bay-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|3|2023-07-15|11:29:00 AM|EDT|3.3|ft||||||Actual||Bay Lake 3|LW|Lake|Bay|3|Lak-Bay-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|1|2023-08-13|11:00:00 AM|EDT|3.5|ft||||||Actual||Bay Lake 1|LW|Lake|Bay|1|Lak-Bay-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|2|2023-08-13|11:07:00 AM|EDT|3.8|ft||||||Actual||Bay Lake 2|LW|Lake|Bay|2|Lak-Bay-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|3|2023-08-13|11:14:00 AM|EDT|3.8|ft||||||Actual||Bay Lake 3|LW|Lake|Bay|3|Lak-Bay-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|1|2023-09-17|11:02:00 AM|EDT|2.5|ft||||||Actual||Bay Lake 1|LW|Lake|Bay|1|Lak-Bay-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|2|2023-09-17|11:08:00 AM|EDT|3|ft||||||Actual||Bay Lake 2|LW|Lake|Bay|2|Lak-Bay-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|3|2023-09-17|11:15:00 AM|EDT|3|ft||||||Actual||Bay Lake 3|LW|Lake|Bay|3|Lak-Bay-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|1|2023-10-15|11:08:00 AM|EDT|3|ft||||||Actual||Bay Lake 1|LW|Lake|Bay|1|Lak-Bay-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|2|2023-10-15|11:15:00 AM|EDT|3|ft||||||Actual||Bay Lake 2|LW|Lake|Bay|2|Lak-Bay-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bay|3|2023-10-15|11:23:00 AM|EDT|3|ft||||||Actual||Bay Lake 3|LW|Lake|Bay|3|Lak-Bay-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|1|2023-09-01|8:15:00 AM|EDT|3.5|ft||||||Actual||Bear Lake 1|LW|Lake|Bear|1|Lak-Bear-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|2|2023-09-01|8:20:00 AM|EDT|3.5|ft||||||Actual||Bear Lake 2|LW|Lake|Bear|2|Lak-Bear-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|3|2023-09-01|8:25:00 AM|EDT|3.5|ft||||||Actual||Bear Lake 3|LW|Lake|Bear|3|Lak-Bear-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|1|2023-10-03|8:40:00 AM|EDT|2.8|ft||||||Actual||Bear Lake 1|LW|Lake|Bear|1|Lak-Bear-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|2|2023-10-03|8:45:00 AM|EDT|2.8|ft||||||Actual||Bear Lake 2|LW|Lake|Bear|2|Lak-Bear-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|3|2023-10-03|8:50:00 AM|EDT|2.8|ft||||||Actual||Bear Lake 3|LW|Lake|Bear|3|Lak-Bear-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|1|2023-10-31|8:50:00 AM|EDT|2.5|ft||||||Actual||Bear Lake 1|LW|Lake|Bear|1|Lak-Bear-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|2|2023-10-31|8:55:00 AM|EDT|2.5|ft||||||Actual||Bear Lake 2|LW|Lake|Bear|2|Lak-Bear-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bear|3|2023-10-31|9:00:00 AM|EDT|2.5|ft||||||Actual||Bear Lake 3|LW|Lake|Bear|3|Lak-Bear-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||7|ft|FDEP FT1700||||||||Lake|Bear|1|2023-12-01|8:15:00 AM|EST|2.3|ft||||||Actual||Bear Lake 1|LW|Lake|Bear|1|Lak-Bear-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8.5|ft|FDEP FT1700||||||||Lake|Bear|2|2023-12-01|8:20:00 AM|EST|2.3|ft||||||Actual||Bear Lake 2|LW|Lake|Bear|2|Lak-Bear-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||9.5|ft|FDEP FT1700||||||||Lake|Bear|3|2023-12-01|8:30:00 AM|EST|2.3|ft||||||Actual||Bear Lake 3|LW|Lake|Bear|3|Lak-Bear-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Lake|Bear|1|2024-01-03|8:15:00 AM|EST|2.5|ft||||||Actual||Bear Lake 1|LW|Lake|Bear|1|Lak-Bear-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||9|ft|FDEP FT1700||||||||Lake|Bear|2|2024-01-03|8:25:00 AM|EST|2.5|ft||||||Actual||Bear Lake 2|LW|Lake|Bear|2|Lak-Bear-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Lake|Bear|3|2024-01-03|8:35:00 AM|EST|2.5|ft||||||Actual||Bear Lake 3|LW|Lake|Bear|3|Lak-Bear-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8.5|ft|FDEP FT1700||||||||Lake|Bear|1|2024-02-02|8:30:00 AM|EST|2.8|ft||||||Actual||Bear Lake 1|LW|Lake|Bear|1|Lak-Bear-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||9|ft|FDEP FT1700||||||||Lake|Bear|2|2024-02-02|8:45:00 AM|EST|2.8|ft||||||Actual||Bear Lake 2|LW|Lake|Bear|2|Lak-Bear-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||9.5|ft|FDEP FT1700||||||||Lake|Bear|3|2024-02-02|8:50:00 AM|EST|2.8|ft||||||Actual||Bear Lake 3|LW|Lake|Bear|3|Lak-Bear-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Bugg Springs|1|2023-10-14|11:55:00 AM|EDT|14|ft||||||Actual||Bugg Springs Lake 1|LW|Lake|Bugg Springs|1|Lak-BuSprings-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||2|ft|FDEP FT1700||||||||Lake|Bugg Springs|2|2023-10-14|11:45:00 AM|EDT|2|ft||||S||Actual||Bugg Springs Lake 2|LW|Lake|Bugg Springs|2|Lak-BuSprings-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||17|ft|FDEP FT1700||||||||Lake|Bugg Springs|1|2023-11-18|12:00:00 PM|EST|17|ft||||S||Actual||Bugg Springs Lake 1|LW|Lake|Bugg Springs|1|Lak-BuSprings-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3|ft|FDEP FT1700||||||||Lake|Bugg Springs|2|2023-11-18|11:55:00 AM|EST|3|ft||||S||Actual||Bugg Springs Lake 2|LW|Lake|Bugg Springs|2|Lak-BuSprings-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||17|ft|FDEP FT1700||||||||Lake|Bugg Springs|1|2023-12-16|11:30:00 AM|EST|17|ft||||S||Actual||Bugg Springs Lake 1|LW|Lake|Bugg Springs|1|Lak-BuSprings-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3|ft|FDEP FT1700||||||||Lake|Bugg Springs|2|2023-12-16|11:25:00 AM|EST|3|ft||||S||Actual||Bugg Springs Lake 2|LW|Lake|Bugg Springs|2|Lak-BuSprings-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||170|ft|FDEP FT1700||||||||Lake|Bugg Springs|1|2024-01-14|4:05:00 PM|EST|19|ft||||||Actual||Bugg Springs Lake 1|LW|Lake|Bugg Springs|1|Lak-BuSprings-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||3|ft|FDEP FT1700||||||||Lake|Bugg Springs|2|2024-01-14|4:00:00 PM|EST|3|ft||||S||Actual||Bugg Springs Lake 2|LW|Lake|Bugg Springs|2|Lak-BuSprings-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Crown|1|2023-12-02|12:10:00 PM|EST|7.5|ft||||||Actual||Crown Lake 1|LW|Lake|Crown|1|Lak-Crown-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Crown|2|2023-12-02|12:16:00 PM|EST|7.3|ft||||||Actual||Crown Lake 2|LW|Lake|Crown|2|Lak-Crown-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Crown|3|2023-12-02|12:28:00 PM|EST|7.5|ft||||||Actual||Crown Lake 3|LW|Lake|Crown|3|Lak-Crown-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||10|ft|FDEP FT1700||||||||Lake|Crown|1|2024-01-02|1:40:00 PM|EST|10|ft||||||Actual||Crown Lake 1|LW|Lake|Crown|1|Lak-Crown-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||10.3|ft|FDEP FT1700||||||||Lake|Crown|2|2024-01-02|1:47:00 PM|EST|10.3|ft||||||Actual||Crown Lake 2|LW|Lake|Crown|2|Lak-Crown-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8|ft|FDEP FT1700||||||||Lake|Crown|3|2024-01-02|1:54:00 PM|EST|8|ft||||||Actual||Crown Lake 3|LW|Lake|Crown|3|Lak-Crown-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||13.3|ft|FDEP FT1700||||||||Lake|Crown|1|2024-02-11|11:32:00 AM|EST|10.3|ft||||||Actual||Crown Lake 1|LW|Lake|Crown|1|Lak-Crown-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||17.8|ft|FDEP FT1700||||||||Lake|Crown|2|2024-02-11|11:40:00 AM|EST|9.8|ft||||||Actual||Crown Lake 2|LW|Lake|Crown|2|Lak-Crown-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||6.8|ft|FDEP FT1700||||||||Lake|Crown|3|2024-02-11|11:50:00 AM|EST|6.8|ft||||||Actual||Crown Lake 3|LW|Lake|Crown|3|Lak-Crown-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Dead River-1|1|2023-11-21|10:00:00 AM|EST|2.3|ft||||||Actual||Dead River-1 Lake 1|LW|Lake|Dead River-1|1|Lak-d River-1-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||11.5|ft|FDEP FT1700||||||||Lake|Dead River-1|1|2024-02-09|11:00:00 AM|EST|2|ft||||||Actual||Dead River-1 Lake 1|LW|Lake|Dead River-1|1|Lak-d River-1-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Dead River-2|1|2023-11-21|10:30:00 AM|EST|2.3|ft||||||Actual||Dead River-2 Lake 1|LW|Lake|Dead River-2|1|Lak-d River-2-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||8.5|ft|FDEP FT1700||||||||Lake|Dead River-2|1|2024-02-09|10:15:00 AM|EST|2.3|ft||||||Actual||Dead River-2 Lake 1|LW|Lake|Dead River-2|1|Lak-d River-2-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Dead River-3|1|2023-11-21|11:00:00 AM|EST|2.5|ft||||||Actual||Dead River-3 Lake 1|LW|Lake|Dead River-3|1|Lak-d River-3-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||7|ft|FDEP FT1700||||||||Lake|Dead River-3|1|2024-02-09|9:45:00 AM|EST|2|ft||||||Actual||Dead River-3 Lake 1|LW|Lake|Dead River-3|1|Lak-d River-3-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Dora West|1|2023-11-30|10:55:00 AM|EST|1.8|ft||||||Actual||Dora West Lake 1|LW|Lake|Dora West|1|Lak-DoraWest-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Dora West|2|2023-11-30|11:01:00 AM|EST|2|ft||||||Actual||Dora West Lake 2|LW|Lake|Dora West|2|Lak-DoraWest-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||||FDEP FT1700||||||||Lake|Dora West|3|2023-11-30|11:06:00 AM|EST|1.8|ft||||||Actual||Dora West Lake 3|LW|Lake|Dora West|3|Lak-DoraWest-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||12.5|ft|FDEP FT1700||||||||Lake|Dora West|1|2023-12-22|11:40:00 AM|EST|1.8|ft||||||Actual||Dora West Lake 1|LW|Lake|Dora West|1|Lak-DoraWest-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||12|ft|FDEP FT1700||||||||Lake|Dora West|2|2023-12-22|11:45:00 AM|EST|1.8|ft||||||Actual||Dora West Lake 2|LW|Lake|Dora West|2|Lak-DoraWest-2|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||12|ft|FDEP FT1700||||||||Lake|Dora West|3|2023-12-22|11:50:00 AM|EST|2|ft||||||Actual||Dora West Lake 3|LW|Lake|Dora West|3|Lak-DoraWest-3|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||12|ft|FDEP FT1700||||||||Lake|Dora West|1|2024-01-26|9:19:00 AM|EST|1.5|ft||||||Actual||Dora West Lake 1|LW|Lake|Dora West|1|Lak-DoraWest-1|21FLKWAT|Florida Lakewatch
Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device|||11.8|ft|FDEP FT1700||||||||Lake|Dora West|2|2024-01-26|9:23:00 AM|EST|1.8|ft||||||Actual||Dora West Lake 2|LW|Lake|Dora West|2|Lak-DoraWest-2|21FLKWAT|Florida Lakewatch
