"County","Lake","StartDate","Activity_Start_Time","Station","Activity_Time_Zone","Monitoring_Location_ID"
"Walton","Grayton",2024-11-08,09:39:59,"3","CST","Wal-Grayton-3"
"Alachua","Little Santa Fe",2025-08-26,12:59:59,"1","EST",
"Alachua","Little Santa Fe",2025-08-26,12:59:59,"1","EST",
"Alachua","Little Santa Fe",2025-08-26,12:59:59,"1","EST","Ala-LittleSa-1"
"Alachua","Little Santa Fe",2025-08-26,12:59:59,"1","EST",
"Alachua","Little Santa Fe",2025-08-26,13:11:00,"3","EST",
"Alachua","Little Santa Fe",2025-08-26,13:11:00,"3","EST",
"Alachua","Little Santa Fe",2025-08-26,13:11:00,"3","EST","Ala-LittleSa-3"
"Alachua","Little Santa Fe",2025-08-26,13:11:00,"3","EST",
"Alachua","Melrose Bay",2025-08-26,12:04:00,"1","EST",
"Alachua","Melrose Bay",2025-08-26,12:04:00,"1","EST",
"Alachua","Melrose Bay",2025-08-26,12:04:00,"1","EST","Ala-MelroseB-1"
"Alachua","Melrose Bay",2025-08-26,11:56:59,"3","EST",
"Alachua","Melrose Bay",2025-08-26,11:56:59,"3","EST",
"Alachua","Melrose Bay",2025-08-26,11:56:59,"3","EST","Ala-MelroseB-3"
"Alachua","Moss",2025-07-31,10:57:59,"2","EST","Ala-Moss-2"
"Alachua","Moss",2025-07-31,10:50:00,"3","EST","Ala-Moss-3"
"Alachua","Santa Fe",2025-08-26,12:50:00,"1","EST",
"Alachua","Santa Fe",2025-08-26,12:50:00,"1","EST",
"Alachua","Santa Fe",2025-08-26,12:50:00,"1","EST",
"Alachua","Santa Fe",2025-08-26,12:50:00,"1","EST",
"Alachua","Santa Fe",2025-08-26,12:50:00,"1","EST","Ala-SantaFe-1"
"Alachua","Santa Fe",2025-08-26,12:38:00,"3","EST",
"Alachua","Santa Fe",2025-08-26,12:38:00,"3","EST",
"Alachua","Santa Fe",2025-08-26,12:38:00,"3","EST",
"Alachua","Santa Fe",2025-08-26,12:38:00,"3","EST",
"Alachua","Santa Fe",2025-08-26,12:38:00,"3","EST","Ala-SantaFe-3"
"Alachua","Wauberg",2025-08-16,11:51:00,"1","EST","Ala-Wauberg-1"
"Alachua","Wauberg",2025-08-16,11:51:00,"1","EST",
"Alachua","Wauberg",2025-08-16,11:51:00,"1","EST",
"Alachua","Wauberg",2025-08-16,11:56:59,"2","EST","Ala-Wauberg-2"
"Alachua","Wauberg",2025-08-16,11:56:59,"2","EST",
"Alachua","Wauberg",2025-08-16,11:56:59,"2","EST",
"Alachua","Wauberg",2025-08-16,12:03:00,"3","EST","Ala-Wauberg-3"
"Alachua","Wauberg",2025-08-16,12:03:00,"3","EST",
"Alachua","Wauberg",2025-08-16,12:03:00,"3","EST",
"Alachua","Alice",2025-07-30,11:44:59,"1","EST","Ala-Alice-1"
"Alachua","Alice",2025-07-30,12:00:00,"2","EST","Ala-Alice-2"
"Alachua","Alice",2025-07-30,12:10:00,"3","EST","Ala-Alice-3"
"Alachua","Blues Creek-1",2025-08-11,13:47:59,"1","EST","Ala-BluesC-1-1"
"Alachua","Blues Creek-2",2025-08-11,13:37:00,"1","EST","Ala-BluesC-2-1"
"Alachua","Blues Creek-3",2025-08-11,13:28:00,"1","EST","Ala-BluesC-3-1"
"Alachua","Elizabeth",2025-05-29,08:14:00,"1","EST","Ala-Elizabeth-1"
"Alachua","Elizabeth",2025-05-29,08:24:59,"2","EST","Ala-Elizabeth-2"
"Alachua","Elizabeth",2025-05-29,08:30:00,"3","EST","Ala-Elizabeth-3"
"Alachua","Elizabeth",2025-06-29,07:50:00,"1","EST","Ala-Elizabeth-1"
"Alachua","Elizabeth",2025-06-29,07:59:59,"2","EST","Ala-Elizabeth-2"
"Alachua","Elizabeth",2025-06-29,08:06:00,"3","EST","Ala-Elizabeth-3"
"Alachua","Little Orange",2025-07-31,11:44:59,"2","EST",
"Alachua","Little Orange",2025-07-31,11:44:59,"2","EST","Ala-LittleOr-2"
"Alachua","Little Orange",2025-07-31,11:53:00,"3","EST",
"Alachua","Little Orange",2025-07-31,11:53:00,"3","EST","Ala-LittleOr-3"
"Alachua","Holden Pond",2025-07-31,11:11:59,"1","EST","Ala-HoldenPo-1"
"Alachua","Holden Pond",2025-07-31,11:14:00,"2","EST","Ala-HoldenPo-2"
"Alachua","Holden Pond",2025-07-31,11:17:59,"3","EST","Ala-HoldenPo-3"
"Alachua","Turkey Creek-1",2025-06-10,11:50:00,"1","EST","Ala-TurkeyC-1-1"
"Alachua","Turkey Creek-2",2025-06-10,11:35:00,"1","EST","Ala-TurkeyC-2-1"
"Clay","Asbury North",2024-12-30,11:09:59,"1","EST","Cla-AsburyNo-1"
"Clay","Asbury North",2024-12-30,11:09:59,"1","EST",
"Clay","Asbury North",2024-12-30,11:20:00,"2","EST","Cla-AsburyNo-2"
"Clay","Asbury North",2024-12-30,11:20:00,"2","EST",
"Clay","Asbury North",2024-12-30,11:30:00,"3","EST","Cla-AsburyNo-3"
"Clay","Asbury North",2024-12-30,11:30:00,"3","EST",
"Clay","Asbury North",2025-01-26,13:30:00,"2","EST","Cla-AsburyNo-2"
"Clay","Asbury North",2025-01-26,13:30:00,"2","EST",
"Clay","Asbury North",2025-01-26,13:40:00,"3","EST","Cla-AsburyNo-3"
"Clay","Asbury North",2025-01-26,13:40:00,"3","EST",
"Clay","Asbury North",2025-02-18,14:34:59,"1","EST","Cla-AsburyNo-1"
"Clay","Asbury North",2025-02-18,14:34:59,"1","EST",
"Clay","Asbury North",2025-02-18,14:40:00,"2","EST","Cla-AsburyNo-2"
"Clay","Asbury North",2025-02-18,14:40:00,"2","EST",
"Clay","Asbury North",2025-02-18,14:45:00,"3","EST","Cla-AsburyNo-3"
"Clay","Asbury North",2025-02-18,14:45:00,"3","EST",
"Clay","Asbury North",2025-03-27,15:40:00,"1","EST","Cla-AsburyNo-1"
"Clay","Asbury North",2025-03-27,15:40:00,"1","EST",
"Clay","Asbury North",2025-03-27,15:50:00,"2","EST","Cla-AsburyNo-2"
"Clay","Asbury North",2025-03-27,15:50:00,"2","EST",
"Clay","Asbury North",2025-03-27,15:59:59,"3","EST","Cla-AsburyNo-3"
"Clay","Asbury North",2025-03-27,15:59:59,"3","EST",
"Clay","Asbury North",2025-04-22,12:07:00,"2","EST","Cla-AsburyNo-2"
"Clay","Asbury North",2025-04-22,12:07:00,"2","EST",
"Clay","Asbury North",2025-04-22,12:14:59,"3","EST","Cla-AsburyNo-3"
"Clay","Asbury North",2025-04-22,12:14:59,"3","EST",
"Clay","Deer",2025-05-15,11:40:00,"1","EST","Cla-Deer-1"
"Clay","Deer",2025-05-15,11:47:00,"2","EST","Cla-Deer-2"
"Clay","Deer",2025-06-12,09:14:00,"1","EST","Cla-Deer-1"
"Clay","Deer",2025-06-12,09:18:00,"2","EST","Cla-Deer-2"
"Clay","Gold Head Branch-1",2025-05-15,12:35:00,"1","EST","Cla-GoldBranch1"
"Clay","Gold Head Branch-2",2025-05-15,12:14:59,"1","EST","Cla-GoldBranch2"
"Clay","Gold Head Branch-1",2025-06-12,09:57:00,"1","EST","Cla-GoldBranch1"
"Clay","Gold Head Branch-2",2025-06-12,10:08:00,"1","EST","Cla-GoldBranch2"
"Clay","Johnson",2025-05-15,09:25:00,"1","EST","Cla-Johnson-1"
"Clay","Johnson",2025-05-15,09:32:59,"2","EST","Cla-Johnson-2"
"Clay","Johnson",2025-05-15,09:41:59,"3","EST","Cla-Johnson-3"
"Clay","Johnson",2025-06-12,11:22:00,"1","EST","Cla-Johnson-1"
"Clay","Johnson",2025-06-12,11:26:00,"2","EST","Cla-Johnson-2"
"Clay","Johnson",2025-06-12,11:31:00,"3","EST","Cla-Johnson-3"
"Clay","Lily",2025-05-28,17:34:59,"1","EST","Cla-Lily-1"
"Clay","Lily",2025-05-28,17:34:59,"1","EST",
"Clay","Lily",2025-05-28,17:25:00,"2","EST","Cla-Lily-2"
"Clay","Lily",2025-05-28,17:25:00,"2","EST",
"Clay","Lily",2025-05-28,17:20:00,"3","EST","Cla-Lily-3"
"Clay","Lily",2025-05-28,17:20:00,"3","EST",
"Clay","Little Johnson",2025-05-15,13:18:00,"1","EST","Cla-LittleJo-1"
"Clay","Little Johnson",2025-05-15,13:12:00,"2","EST","Cla-LittleJo-2"
"Clay","Little Johnson",2025-05-15,13:05:59,"3","EST","Cla-LittleJo-3"
"Clay","Little Johnson",2025-06-12,10:47:00,"1","EST","Cla-LittleJo-1"
"Clay","Little Johnson",2025-06-12,10:41:00,"2","EST","Cla-LittleJo-2"
"Clay","Little Johnson",2025-06-12,10:34:00,"3","EST","Cla-LittleJo-3"
"Clay","Sheelar",2025-05-15,10:50:00,"1","EST","Cla-Sheelar-1"
"Clay","Sheelar",2025-05-15,10:56:00,"2","EST","Cla-Sheelar-2"
"Clay","Sheelar",2025-05-15,10:59:59,"3","EST","Cla-Sheelar-3"
"Clay","Sheelar",2025-06-12,08:30:00,"1","EST","Cla-Sheelar-1"
"Clay","Sheelar",2025-06-12,08:35:00,"2","EST","Cla-Sheelar-2"
"Clay","Sheelar",2025-06-12,08:40:00,"3","EST","Cla-Sheelar-3"
"Putnam","Broward",2025-07-20,14:45:00,"2","EST",
"Putnam","Broward",2025-07-20,14:45:00,"2","EST","Put-Broward-2"
"Putnam","Broward",2025-07-20,14:34:59,"3","EST",
"Putnam","Broward",2025-07-20,14:34:59,"3","EST","Put-Broward-3"
"Putnam","Riley",2025-05-15,16:02:00,"1","EST",
"Putnam","Riley",2025-05-15,16:02:00,"1","EST","Put-Riley-1"
"Putnam","Riley",2025-05-15,16:08:00,"2","EST",
"Putnam","Riley",2025-05-15,16:08:00,"2","EST","Put-Riley-2"
"Putnam","Riley",2025-05-15,,"3","EST",
"Putnam","Riley",2025-05-15,,"3","EST","Put-Riley-3"
"Putnam","Riley",2025-06-12,16:08:00,"1","EST",
"Putnam","Riley",2025-06-12,16:08:00,"1","EST","Put-Riley-1"
"Putnam","Riley",2025-06-12,16:13:00,"2","EST",
"Putnam","Riley",2025-06-12,16:13:00,"2","EST","Put-Riley-2"
"Putnam","Riley",2025-06-12,16:02:00,"3","EST",
"Putnam","Riley",2025-06-12,16:02:00,"3","EST","Put-Riley-3"
"Putnam","Riley",2025-06-23,08:47:59,"1","EST",
"Putnam","Riley",2025-06-23,08:47:59,"1","EST","Put-Riley-1"
"Putnam","Riley",2025-06-23,08:34:00,"2","EST",
"Putnam","Riley",2025-06-23,08:34:00,"2","EST","Put-Riley-2"
"Putnam","Riley",2025-06-23,08:44:00,"3","EST",
"Putnam","Riley",2025-06-23,08:44:00,"3","EST","Put-Riley-3"
"Putnam","Riley",2025-07-18,10:12:59,"2","EST",
"Putnam","Riley",2025-07-18,10:12:59,"2","EST","Put-Riley-2"
"Putnam","Riley",2025-07-18,10:20:00,"3","EST",
"Putnam","Riley",2025-07-18,10:20:00,"3","EST","Put-Riley-3"
"Putnam","Star",2025-05-20,10:48:00,"1","EST",
"Putnam","Star",2025-05-20,10:48:00,"1","EST","Put-Star-1"
"Putnam","Star",2025-05-20,10:32:59,"2","EST","Put-Star-2"
"Putnam","Star",2025-05-20,11:09:00,"3","EST",
"Putnam","Star",2025-05-20,11:09:00,"3","EST","Put-Star-3"
"Putnam","Star",2025-06-17,06:50:00,"1","EST",
"Putnam","Star",2025-06-17,06:50:00,"1","EST","Put-Star-1"
"Putnam","Star",2025-06-17,06:36:00,"2","EST","Put-Star-2"
"Putnam","Star",2025-06-17,07:05:00,"3","EST",
"Putnam","Star",2025-06-17,07:05:00,"3","EST","Put-Star-3"
"Putnam","Star",2025-07-18,08:04:00,"2","EST","Put-Star-2"
"Putnam","Star",2025-07-18,08:15:00,"3","EST",
"Putnam","Star",2025-07-18,08:15:00,"3","EST","Put-Star-3"
"Putnam","Susan",2025-06-11,15:00:00,"1","EST","Put-Susan-1"
"Putnam","Susan",2025-06-11,15:00:00,"2","EST","Put-Susan-2"
"Putnam","Susan",2025-06-11,15:00:00,"3","EST","Put-Susan-3"
"Putnam","Susan",2025-07-07,10:00:00,"2","EST","Put-Susan-2"
"Putnam","Susan",2025-07-07,10:00:00,"3","EST","Put-Susan-3"
"Putnam","Susan",2025-08-12,14:29:59,"1","EST","Put-Susan-1"
"Putnam","Susan",2025-08-12,14:29:59,"2","EST","Put-Susan-2"
"Putnam","Susan",2025-08-12,14:29:59,"3","EST","Put-Susan-3"
"Pinellas","Autumn",2025-06-26,10:45:00,"1","EST","Pin-Autumn-1"
"Pinellas","Autumn",2025-06-26,10:59:59,"2","EST","Pin-Autumn-2"
"Pinellas","Autumn",2025-07-25,09:45:00,"2","EST","Pin-Autumn-2"
"Pinellas","Bellevue",2025-06-23,12:20:59,"1","EST","Pin-Bellevue-1"
"Pinellas","Bellevue",2025-06-23,12:27:00,"2","EST","Pin-Bellevue-2"
"Pinellas","Bellevue",2025-06-23,12:35:00,"3","EST","Pin-Bellevue-3"
"Pinellas","Crescent",2025-06-28,11:37:00,"1","EST","Pin-Crescent-1"
"Pinellas","Crescent",2025-06-28,11:47:00,"2","EST","Pin-Crescent-2"
"Pinellas","Crescent",2025-06-28,11:56:00,"3","EST","Pin-Crescent-3"
"Pinellas","Jungle",2025-06-07,12:59:00,"5","EST","Pin-Jungle-5"
"Pinellas","Jungle",2025-06-07,12:42:00,"6","EST","Pin-Jungle-6"
"Pinellas","Jungle",2025-06-07,12:35:00,"7","EST","Pin-Jungle-7"
"Pinellas","Jungle South Inlet",2025-06-07,12:28:00,"1","EST","Pin-Jungle-SI-1"
"Pinellas","Jungle North Inlet",2025-06-07,13:04:59,"1","EST","Pin-Jungle-NI-1"
"Pinellas","Jungle",2025-08-02,13:15:00,"5","EST","Pin-Jungle-5"
"Pinellas","Jungle",2025-08-02,13:19:00,"6","EST","Pin-Jungle-6"
"Pinellas","Jungle",2025-08-02,13:45:00,"7","EST","Pin-Jungle-7"
"Pinellas","Jungle South Inlet",2025-08-02,13:51:59,"1","EST","Pin-Jungle-SI-1"
"Pinellas","Jungle North Inlet",2025-08-02,13:06:59,"1","EST","Pin-Jungle-NI-1"
"Pinellas","Jungle Outlet",2025-08-02,13:26:00,"1","EST","Pin-Jungle-OL-1"
"Pinellas","Salt Creek-1",2025-06-07,,"1","EST","Pin-SaltCreek-1-1"
"Pinellas","Saundra",2025-08-06,08:53:00,"1","EST","Pin-Saundra-1"
"Pinellas","Saundra",2025-08-06,08:58:00,"2","EST","Pin-Saundra-2"
"Pinellas","Saundra",2025-08-06,09:05:00,"3","EST","Pin-Saundra-3"
"Pinellas","Seminole",2025-07-07,13:16:00,"2","EST",
"Pinellas","Seminole",2025-07-07,13:16:00,"2","EST","Pin-Seminole-2"
"Pinellas","Seminole",2025-07-07,13:49:59,"3","EST",
"Pinellas","Seminole",2025-07-07,13:49:59,"3","EST","Pin-Seminole-3"
"Pinellas","Storey",2025-06-17,11:23:00,"1","EST","Pin-Storey-1"
"Pinellas","Storey",2025-06-17,11:30:00,"2","EST","Pin-Storey-2"
"Pinellas","Winston",2025-06-22,14:00:00,"1","EST","Pin-Winston-1"
"Pinellas","Winston",2025-06-22,14:05:00,"2","EST","Pin-Winston-2"
"Pinellas","Winston",2025-06-22,14:10:00,"3","EST","Pin-Winston-3"
"Charlotte","L-6",2025-07-15,10:36:00,"2","EST","Cha-L-6-2"
"Charlotte","L-6",2025-07-15,10:37:00,"3","EST","Cha-L-6-3"
"Charlotte","LC-1",2025-08-21,09:10:00,"1","EST","Cha-LC-1-1"
"Charlotte","LC-2",2025-08-21,09:25:00,"1","EST","Cha-LC-2-1"
"Charlotte","LC-3",2025-08-21,09:33:00,"1","EST","Cha-LC-3-1"
"Charlotte","Pine Valley End",2025-07-09,11:36:00,"2","EST","Cha-PineV-Ed-2"
"Charlotte","Pine Valley End",2025-07-09,11:41:00,"3","EST","Cha-PineV-Ed-3"
"Charlotte","Pine Valley End",2025-08-25,10:00:00,"1","EST","Cha-PineV-Ed-1"
"Charlotte","Pine Valley End",2025-08-25,10:05:00,"2","EST","Cha-PineV-Ed-2"
"Charlotte","Pine Valley End",2025-08-25,10:09:00,"3","EST","Cha-PineV-Ed-3"
"Charlotte","WF-1",2025-07-17,10:17:00,"2","EST","Cha-WF-1-2"
"Charlotte","WF-2",2025-07-17,10:35:00,"2","EST","Cha-WF-2-2"
"Charlotte","WF-2",2025-07-17,10:38:00,"3","EST","Cha-WF-2-3"
"Charlotte","WF-3",2025-07-17,09:39:59,"2","EST","Cha-WF-3-2"
"Charlotte","WF-3",2025-07-17,09:43:00,"3","EST","Cha-WF-3-3"
"Charlotte","WF-4",2025-07-17,09:20:00,"2","EST","Cha-WF-4-2"
"Charlotte","WF-5",2025-07-17,09:05:00,"2","EST","Cha-WF-5-2"
"Charlotte","WF-6",2025-07-17,10:01:00,"2","EST","Cha-WF-6-2"
"Charlotte","White Marsh Inflow",2025-07-31,08:00:00,"2","EST","Cha-WhiteMI-2"
"Charlotte","White Marsh Inflow",2025-07-31,08:00:00,"3","EST","Cha-WhiteMI-3"
"Monroe","Cudjoe-3",2025-06-08,13:58:00,"1","EST","Mon-Cu-Cudjoe-3"
"Monroe","Cudjoe-4",2025-06-08,14:06:00,"1","EST","Mon-Cu-Cudjoe-4"
"Monroe","Cudjoe-5",2025-06-08,14:14:00,"1","EST","Mon-Cu-Cudjoe-5"
"Monroe","Cudjoe-7",2025-06-08,13:50:59,"1","EST","Mon-Cu-Cudjoe-7"
"Monroe","Cudjoe-8",2025-06-08,14:50:00,"1","EST","Mon-Cu-Cudjoe-8"
"Monroe","Cudjoe-9",2025-06-08,14:35:59,"1","EST","Mon-Cu-Cudjoe-9"
"Monroe","Cudjoe-10",2025-06-08,13:08:00,"1","EST","Mon-Cu-Cudjo-10"
"Monroe","Cudjoe-11",2025-06-08,13:40:00,"1","EST","Mon-Cu-Cudjo-11"
"Monroe","Cudjoe-12",2025-06-08,13:20:00,"1","EST","Mon-Cu-Cudjo-12"
"Monroe","Cudjoe-13",2025-06-08,14:44:00,"1","EST","Mon-Cu-Cudjo-13"
"Hillsborough","Alice",2025-07-21,14:19:00,"3","EST","Hil-Alice-3"
"Hillsborough","Alice",2025-07-21,14:19:00,"3","EST",
"Hillsborough","Carroll",2025-08-14,09:53:00,"1","EST","Hil-Carroll-1"
"Hillsborough","Carroll",2025-08-14,10:05:00,"2","EST","Hil-Carroll-2"
"Hillsborough","Carroll",2025-08-14,10:14:59,"3","EST","Hil-Carroll-3"
"Hillsborough","Cedar East",2025-08-15,15:10:00,"1","EST","Hil-CedarEast-1"
"Hillsborough","Cedar East",2025-08-15,15:17:59,"2","EST","Hil-CedarEast-2"
"Hillsborough","Cedar East",2025-08-15,15:20:59,"3","EST","Hil-CedarEast-3"
"Hillsborough","Church",2025-07-29,07:25:00,"2","EST","Hil-Church-2"
"Hillsborough","Church",2025-07-29,07:25:00,"2","EST",
"Hillsborough","Church",2025-07-29,07:36:00,"3","EST","Hil-Church-3"
"Hillsborough","Church",2025-07-29,07:36:00,"3","EST",
"Hillsborough","Crystal",2025-08-22,09:05:00,"1","EST","Hil-Crystal-1"
"Hillsborough","Crystal",2025-08-22,09:07:00,"2","EST","Hil-Crystal-2"
"Hillsborough","Crystal",2025-08-22,09:14:00,"3","EST","Hil-Crystal-3"
"Hillsborough","Dosson",2025-09-01,13:02:00,"1","EST","Hil-Dosson-1"
"Hillsborough","Dosson",2025-09-01,13:13:00,"2","EST","Hil-Dosson-2"
"Hillsborough","Dosson",2025-09-01,13:18:00,"3","EST","Hil-Dosson-3"
"Hillsborough","Grace",2025-08-09,09:35:00,"1","EST",
"Hillsborough","Grace",2025-08-09,09:35:00,"1","EST","Hil-Grace-1"
"Hillsborough","Grace",2025-08-09,09:45:00,"2","EST",
"Hillsborough","Grace",2025-08-09,09:45:00,"2","EST","Hil-Grace-2"
"Hillsborough","Grace",2025-08-09,09:39:59,"3","EST",
"Hillsborough","Grace",2025-08-09,09:39:59,"3","EST","Hil-Grace-3"
"Hillsborough","Grace",2025-09-03,09:15:00,"1","EST",
"Hillsborough","Grace",2025-09-03,09:15:00,"1","EST","Hil-Grace-1"
"Hillsborough","Grace",2025-09-03,09:25:00,"2","EST",
"Hillsborough","Grace",2025-09-03,09:25:00,"2","EST","Hil-Grace-2"
"Hillsborough","Grace",2025-09-03,09:20:00,"3","EST",
"Hillsborough","Grace",2025-09-03,09:20:00,"3","EST","Hil-Grace-3"
"Hillsborough","Hog Island",2025-08-13,15:30:00,"1","EST","Hil-HogIslan-1"
"Hillsborough","Hog Island",2025-08-13,15:19:59,"2","EST","Hil-HogIslan-2"
"Hillsborough","Hog Island",2025-08-13,15:10:00,"3","EST","Hil-HogIslan-3"
"Hillsborough","Hog Island",2025-08-13,15:00:00,"4","EST","Hil-HogIslan-4"
"Hillsborough","Island Ford",2025-09-01,10:26:00,"1","EST","Hil-IslandFo-1"
"Hillsborough","Island Ford",2025-09-01,10:26:00,"1","EST",
"Hillsborough","Island Ford",2025-09-01,10:37:00,"2","EST","Hil-IslandFo-2"
"Hillsborough","Island Ford",2025-09-01,10:37:00,"2","EST",
"Hillsborough","Island Ford",2025-09-01,10:42:00,"3","EST","Hil-IslandFo-3"
"Hillsborough","Island Ford",2025-09-01,10:42:00,"3","EST",
"Hillsborough","Lutz",2025-08-30,09:35:00,"1","EST","Hil-Lutz-1"
"Hillsborough","Lutz",2025-08-30,09:39:00,"2","EST","Hil-Lutz-2"
"Hillsborough","Lutz",2025-08-30,09:43:00,"3","EST","Hil-Lutz-3"
"Hillsborough","Magdalene",2025-08-23,09:53:00,"1","EST","Hil-Magdalene-1"
"Hillsborough","Magdalene",2025-08-23,10:14:00,"2","EST","Hil-Magdalene-2"
"Hillsborough","Magdalene",2025-08-23,10:28:00,"3","EST","Hil-Magdalene-3"
"Hillsborough","Maurine",2025-08-07,12:40:00,"1","EST","Hil-Maurine-1"
"Hillsborough","Maurine",2025-08-07,12:40:00,"1","EST",
"Hillsborough","Maurine",2025-08-07,12:43:00,"2","EST","Hil-Maurine-2"
"Hillsborough","Maurine",2025-08-07,12:43:00,"2","EST",
"Hillsborough","Maurine",2025-08-07,12:47:00,"3","EST","Hil-Maurine-3"
"Hillsborough","Mid",2025-08-13,11:07:00,"1","EST","Hil-Mid-1"
"Hillsborough","Mid",2025-08-13,10:50:00,"2","EST","Hil-Mid-2"
"Hillsborough","Mid",2025-08-13,10:40:00,"3","EST","Hil-Mid-3"
"Hillsborough","Mid",2025-08-13,11:07:00,"4","EST","Hil-Mid-4"
"Hillsborough","Newlands",2025-08-28,09:45:00,"1","EST","Hil-Newlands-1"
"Hillsborough","Newlands",2025-08-28,10:00:00,"2","EST","Hil-Newlands-2"
"Hillsborough","Newlands",2025-08-28,10:14:59,"3","EST","Hil-Newlands-3"
"Hillsborough","Norbert",2025-08-31,11:30:00,"1","EST","Hil-Norbert-1"
"Hillsborough","Norbert",2025-08-31,11:40:00,"2","EST","Hil-Norbert-2"
"Hillsborough","Norbert",2025-08-31,11:44:59,"3","EST","Hil-Norbert-3"
"Hillsborough","North Pond",2025-08-03,08:40:00,"1","EST","Hil-NorthPd-1"
"Hillsborough","North Pond",2025-08-03,09:00:00,"2","EST","Hil-NorthPd-2"
"Hillsborough","North Pond",2025-08-03,09:15:00,"3","EST","Hil-NorthPd-3"
"Hillsborough","North Pond",2025-09-03,09:39:59,"1","EST","Hil-NorthPd-1"
"Hillsborough","North Pond",2025-09-03,09:50:00,"2","EST","Hil-NorthPd-2"
"Hillsborough","North Pond",2025-09-03,09:55:00,"3","EST","Hil-NorthPd-3"
"Hillsborough","Osceola",2025-08-27,10:00:00,"1","EST","Hil-Osceola-1"
"Hillsborough","Osceola",2025-08-27,10:00:00,"1","EST",
"Hillsborough","Osceola",2025-08-27,10:10:00,"2","EST","Hil-Osceola-2"
"Hillsborough","Osceola",2025-08-27,10:10:00,"2","EST",
"Hillsborough","Osceola",2025-08-27,10:20:00,"3","EST","Hil-Osceola-3"
"Hillsborough","Osceola",2025-08-27,10:20:00,"3","EST",
"Hillsborough","Round",2025-08-11,09:15:00,"1","EST","Hil-Round-1"
"Hillsborough","Round",2025-08-11,09:20:00,"2","EST","Hil-Round-2"
"Hillsborough","Round",2025-08-11,09:25:00,"3","EST","Hil-Round-3"
"Hillsborough","Silver",2025-08-21,08:15:00,"1","EST","Hil-Silver-1"
"Hillsborough","Silver",2025-08-21,08:10:00,"2","EST","Hil-Silver-2"
"Hillsborough","Silver",2025-08-21,08:19:00,"3","EST","Hil-Silver-3"
"Orange","Big Sand",2025-09-11,11:30:00,"2","EST","Ora-BigSand-2"
"Orange","Big Sand",2025-09-11,11:40:00,"4","EST","Ora-BigSand-4"
"Orange","Big Sand",2025-09-11,11:54:59,"5","EST","Ora-BigSand-5"
"Orange","Butler",2025-07-27,11:11:00,"2","EST","Ora-Butler-2"
"Orange","Butler",2025-07-27,11:11:00,"2","EST",
"Orange","Butler",2025-07-27,11:11:00,"2","EST",
"Orange","Butler",2025-07-27,11:16:00,"3","EST","Ora-Butler-3"
"Orange","Butler",2025-07-27,11:16:00,"3","EST",
"Orange","Butler",2025-07-27,11:16:00,"3","EST",
"Orange","Conway South",2025-08-24,09:51:00,"1","EST","Ora-ConwaySo-1"
"Orange","Conway South",2025-08-24,09:51:00,"1","EST",
"Orange","Conway South",2025-08-24,10:09:00,"2","EST","Ora-ConwaySo-2"
"Orange","Conway South",2025-08-24,10:09:00,"2","EST",
"Orange","Conway South",2025-08-24,10:21:00,"3","EST","Ora-ConwaySo-3"
"Orange","Conway South",2025-08-24,10:21:00,"3","EST",
"Orange","Cypress",2025-08-03,10:44:00,"1","EST","Ora-Cypress-1"
"Orange","Cypress",2025-08-03,10:44:00,"1","EST",
"Orange","Cypress",2025-08-03,10:59:00,"2","EST","Ora-Cypress-2"
"Orange","Cypress",2025-08-03,10:59:00,"2","EST",
"Orange","Cypress",2025-08-03,11:11:59,"3","EST","Ora-Cypress-3"
"Orange","Cypress",2025-08-03,11:11:59,"3","EST",
"Orange","Cypress",2025-08-27,10:53:00,"1","EST","Ora-Cypress-1"
"Orange","Cypress",2025-08-27,10:53:00,"1","EST",
"Orange","Cypress",2025-08-27,11:16:00,"2","EST","Ora-Cypress-2"
"Orange","Cypress",2025-08-27,11:16:00,"2","EST",
"Orange","Cypress",2025-08-27,11:27:00,"3","EST","Ora-Cypress-3"
"Orange","Cypress",2025-08-27,11:27:00,"3","EST",
"Orange","Down",2025-06-16,12:30:00,"1","EST","Ora-Down-1"
"Orange","Down",2025-06-16,12:30:00,"1","EST",
"Orange","Down",2025-06-16,12:30:00,"1","EST",
"Orange","Down",2025-06-16,12:15:00,"2","EST","Ora-Down-2"
"Orange","Down",2025-06-16,12:15:00,"2","EST",
"Orange","Down",2025-06-16,12:15:00,"2","EST",
"Orange","Down",2025-06-16,12:05:00,"3","EST","Ora-Down-3"
"Orange","Down",2025-06-16,12:05:00,"3","EST",
"Orange","Down",2025-06-16,12:05:00,"3","EST",
"Orange","Down",2025-08-24,11:20:00,"1","EST","Ora-Down-1"
"Orange","Down",2025-08-24,11:20:00,"1","EST",
"Orange","Down",2025-08-24,11:20:00,"1","EST",
"Orange","Down",2025-08-24,11:09:59,"2","EST","Ora-Down-2"
"Orange","Down",2025-08-24,11:09:59,"2","EST",
"Orange","Down",2025-08-24,11:09:59,"2","EST",
"Orange","Down",2025-08-24,10:59:59,"3","EST","Ora-Down-3"
"Orange","Down",2025-08-24,10:59:59,"3","EST",
"Orange","Down",2025-08-24,10:59:59,"3","EST",
"Orange","Down",2025-09-07,10:50:00,"1","EST","Ora-Down-1"
"Orange","Down",2025-09-07,10:50:00,"1","EST",
"Orange","Down",2025-09-07,10:50:00,"1","EST",
