"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Result_Value(PCU)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Study","Comments","StartDate","PrepDate","AnDate","Org_Result_Value","Sampling_Agency_Name","Project_ID"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST","Gulf","Money Bayou-1","1","10/10/24",,4,0.146,446,,,"Q","Q",,"Sample","COL0416202504172025",,,2024-10-10,2025-04-16,2025-04-17,"446","Florida Lakewatch","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST","Gulf","Pond Road-1","1","10/10/24",,5,0.157,600,,,"Q","Q",,"Sample","COL0416202504172025",,,2024-10-10,2025-04-16,2025-04-17,"600","Florida Lakewatch","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST","Gulf","Simmons Bayou-1","1","7/4/24",,1,0.061,47,,,"Q","Q",,"Sample","COL0416202504172025",,,2024-07-04,2025-04-16,2025-04-17,"47","Florida Lakewatch","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST","Gulf","Simmons Bayou-1","1","10/10/24",,1,0.046,35,,,"Q","Q",,"Sample","COL0416202504172025",,,2024-10-10,2025-04-16,2025-04-17,"35","Florida Lakewatch","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST","Bay","Parker Bayou-1","1","10/25/24",,1,0.032,25,,,"Q","Q",,"Sample","COL0416202504172025",,,2024-10-25,2025-04-16,2025-04-17,"25","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST",,,"ALTQC3",,,1,0.023,18,,,"Q","Q",,"QAQC","COL0416202504172025",,,,2025-04-16,2025-04-17,"18","Florida Lakewatch","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST",,,"ALTQC4",,,,,1,,"J","QU","Q","TI","QAQC","COL0416202504172025",,,,2025-04-16,2025-04-17,"1","Florida Lakewatch","21FLKWAT"
"4/16/25",00:00:00,"EST","4/17/25",09:00:00,"EST",,,"ALTQC5",,,,,1,,"J","QU","Q","TI","QAQC","COL0416202504172025",,,,2025-04-16,2025-04-17,"1","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Beatty Bayou-1","1","10/30/24",,1,0.026,19,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"19","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Burnt Mill Lower","1","10/8/24",,1,0.054,39,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-08,2025-04-22,2025-04-23,"39","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Burnt Mill Upper","1","10/8/24",,1,0.129,95,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-08,2025-04-22,2025-04-23,"95","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Callaway Bayou-2","1","10/25/24",,1,0.036,26,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"26","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Crooked Lower","1","10/8/24",,1,0.069,51,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-08,2025-04-22,2025-04-23,"51","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Crooked Upper","1","10/8/24",,1,0.08,59,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-08,2025-04-22,2025-04-23,"59","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Crooked Upper-2","1","10/8/24",,1,0.08,59,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-08,2025-04-22,2025-04-23,"59","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Deer Point","2","1/29/25",,1,0.03,22,,,"",,,"Sample","COL0422202504232025",,,2025-01-29,2025-04-22,2025-04-23,"22","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","East Bay-1","1","10/25/24",,1,0.044,32,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"32","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","East Bay-2","1","10/25/24",,1,0.041,30,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"30","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","East Bay-3","1","10/25/24",,1,0.016,11,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"11","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","East Bay-4","1","10/25/24",,1,0.032,23,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"23","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","East Bay-5","1","10/25/24",,1,0.019,13,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"13","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Fannin Bayou-1","1","10/30/24",,1,0.021,15,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"15","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Goose Bayou-1","1","10/30/24",,1,0.017,12,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"12","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Laird Bayou-1","1","10/25/24",,1,0.042,31,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"31","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Laird Bayou-2","1","10/25/24",,1,0.042,31,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"31","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Laird Bayou-3","1","10/25/24",,1,0.028,20,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"20","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Marin","1","1/29/25",,1,0.006,4,,,"",,,"Sample","COL0422202504232025",,,2025-01-29,2025-04-22,2025-04-23,"4","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST",,,"ALTQC1",,,1,0.023,16,,,"Q","Q",,"QAQC","COL0422202504232025",,,,2025-04-22,2025-04-23,"16","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Martin-1","1","1/31/25",,1,0.043,31,,,"",,,"Sample","COL0422202504232025",,,2025-01-31,2025-04-22,2025-04-23,"31","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Mill Bayou-1","1","10/30/24",,1,0.019,13,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"13","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","North Bay-1","1","10/30/24",,1,0.025,18,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"18","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","North Bay-2","1","10/30/24",,1,0.021,15,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"15","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","North Bay-3","1","10/30/24",,1,0.022,16,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"16","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","North Bay-4","1","10/30/24",,1,0.019,13,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"13","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Pitts Bayou-1","1","10/25/24",,1,0.029,21,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-25,2025-04-22,2025-04-23,"21","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Posten Bayou-1","1","10/30/24",,1,0.025,18,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"18","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Pretty Bayou-1","1","10/30/24",,1,0.023,16,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"16","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Robinson Bayou-1","1","10/30/24",,1,0.021,15,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"15","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Bay","Upper Goose Bayou-1","1","10/30/24",,1,0.019,13,,,"Q","Q",,"Sample","COL0422202504232025",,,2024-10-30,2025-04-22,2025-04-23,"13","ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Gadsden","Talquin","1","1/12/25",,1,0.067,49,,,"",,,"Sample","COL0422202504232025",,,2025-01-12,2025-04-22,2025-04-23,"49","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST","Hernando","Cheeks Creek-1","1","1/11/25",,1,0.013,9,,,"",,,"Sample","COL0422202504232025",,,2025-01-11,2025-04-22,2025-04-23,"9","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST",,,"ALTQC2",,,1,0.024,17,,,"Q","Q",,"QAQC","COL0422202504232025",,,,2025-04-22,2025-04-23,"17","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST",,,"ALTQC3",,,,,1,,"J","QU","Q","TI","QAQC","COL0422202504232025",,,,2025-04-22,2025-04-23,"1","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST",,,"ALTQC4",,,,,1,,"J","QU","Q","TI","QAQC","COL0422202504232025",,,,2025-04-22,2025-04-23,"1","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/23/25",15:08:00,"EST",,,"ALTQC5",,,,,1,,"J","QU","Q","TI","QAQC","COL0422202504232025",,,,2025-04-22,2025-04-23,"1","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Highlands","Little Jackson","1","1/31/25",,1,,1,,,"U",,"TI","Sample","COL0422202504242025",,,2025-01-31,2025-04-22,2025-04-24,"1","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Lake","Bear","1","1/2/25",,5,0.101,376,,,"",,,"Sample","COL0422202504242025",,,2025-01-02,2025-04-22,2025-04-24,"376","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Lake","Grasshopper","1","1/30/25",,1,0.09,67,,,"",,,"Sample","COL0422202504242025",,,2025-01-30,2025-04-22,2025-04-24,"67","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Lake","Joanna","1","1/16/25",,1,0.024,18,,,"",,,"Sample","COL0422202504242025",,,2025-01-16,2025-04-22,2025-04-24,"18","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Lake","Louisa","1","1/2/25",,5,0.135,503,,,"",,,"Sample","COL0422202504242025",,,2025-01-02,2025-04-22,2025-04-24,"503","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Lake","Wildcat","1","1/31/25",,1,0.092,69,,,"",,,"Sample","COL0422202504242025",,,2025-01-31,2025-04-22,2025-04-24,"69","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Orange","Bessie","1","7/17/24",,1,0.01,7,,,"Q","Q",,"Sample","COL0422202504242025",,,2024-07-17,2025-04-22,2025-04-24,"7","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Sarasota","HLC South","1","10/3/24",,1,0.05,37,,,"Q","Q",,"Sample","COL0422202504242025",,,2024-10-03,2025-04-22,2025-04-24,"37","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST","Seminole","Cub","1","10/31/24",,1,0.031,23,,,"Q","Q",,"Sample","COL0422202504242025",,,2024-10-31,2025-04-22,2025-04-24,"23","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST",,,"ALTQC3",,,1,0.023,17,,,"Q","Q",,"QAQC","COL0422202504242025",,,,2025-04-22,2025-04-24,"17","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST",,,"ALTQC4",,,,,1,,"J","QU","Q","TI","QAQC","COL0422202504242025",,,,2025-04-22,2025-04-24,"1","Florida Lakewatch","21FLKWAT"
"4/22/25",00:00:00,"EST","4/24/25",15:08:00,"EST",,,"ALTQC5",,,,,1,,"J","QU","Q","TI","QAQC","COL0422202504242025",,,,2025-04-22,2025-04-24,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Leon","Blue Heron","1","1/31/25",,1,0.022,16,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"16","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Charles","1","1/31/25",,5,0.139,519,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"519","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Deerback","1","1/28/25",,1,0.033,25,,,"",,,"Sample","COL0430202504302025",,,2025-01-28,2025-04-30,2025-04-30,"25","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Halfmoon","1","1/31/25",,1,0.061,46,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"46","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Lou","1","1/31/25",,2,0.105,157,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"157","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Rainbow River-1","1","1/23/25",,1,0.003,2,,,"",,,"Sample","COL0430202504302025",,,2025-01-23,2025-04-30,2025-04-30,"2","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Rainbow River-2","2","1/23/25",,1,0.001,1,,,"U",,"TI","Sample","COL0430202504302025",,,2025-01-23,2025-04-30,2025-04-30,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Sunset Harbor","1","1/31/25",,1,0.011,8,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"8","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Marion","Withlacoochee River-Dunnellon","1","1/23/25",,1,0.042,31,,,"",,,"Sample","COL0430202504302025",,,2025-01-23,2025-04-30,2025-04-30,"31","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Pasco","Bell","1","1/26/25",,1,0.079,59,,,"",,,"Sample","COL0430202504302025",,,2025-01-26,2025-04-30,2025-04-30,"59","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Pasco","Bell Canal-1","1","1/26/25",,1,0.082,61,,,"",,,"Sample","COL0430202504302025",,,2025-01-26,2025-04-30,2025-04-30,"61","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Pasco","Bell Canal-2","2","1/26/25",,1,0.076,57,,,"",,,"Sample","COL0430202504302025",,,2025-01-26,2025-04-30,2025-04-30,"57","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Pasco","Bird","1","1/6/25",,1,0.068,51,,,"",,,"Sample","COL0430202504302025",,,2025-01-06,2025-04-30,2025-04-30,"51","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST",,,"ALTQC1",,,1,0.025,19,,,"Q","Q",,"QAQC","COL0430202504302025",,,,2025-04-30,2025-04-30,"19","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Pasco","Bird","1","4/1/25",,1,0.053,40,,,"",,,"Sample","COL0430202504302025",,,2025-04-01,2025-04-30,2025-04-30,"40","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Pasco","Jovita","1","1/15/25",,1,0.022,16,,,"",,,"Sample","COL0430202504302025",,,2025-01-15,2025-04-30,2025-04-30,"16","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Crooked","1","1/30/25",,1,0.034,25,,,"",,,"Sample","COL0430202504302025",,,2025-01-30,2025-04-30,2025-04-30,"25","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Crooked-Babson Park","1","1/30/25",,1,0.033,25,,,"",,,"Sample","COL0430202504302025",,,2025-01-30,2025-04-30,2025-04-30,"25","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Crooked-Seminole Rd. drain","1","1/30/25",,1,0.032,24,,,"",,,"Sample","COL0430202504302025",,,2025-01-30,2025-04-30,2025-04-30,"24","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Fannie","1","1/31/25",,1,0.052,39,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"39","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Garfield","1","1/6/25",,2,0.108,161,,,"",,,"Sample","COL0430202504302025",,,2025-01-06,2025-04-30,2025-04-30,"161","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Saddlebag","1","1/29/25",,1,0.024,18,,,"",,,"Sample","COL0430202504302025",,,2025-01-29,2025-04-30,2025-04-30,"18","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Whistler","1","1/2/25",,1,0.025,19,,,"",,,"Sample","COL0430202504302025",,,2025-01-02,2025-04-30,2025-04-30,"19","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Polk","Whistler","1","1/31/25",,1,0.021,16,,,"",,,"Sample","COL0430202504302025",,,2025-01-31,2025-04-30,2025-04-30,"16","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST","Santa Rosa","Ski Watch","1","1/4/25",,1,0.013,10,,,"",,,"Sample","COL0430202504302025",,,2025-01-04,2025-04-30,2025-04-30,"10","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST",,,"ALTQC2",,,1,0.025,19,,,"Q","Q",,"QAQC","COL0430202504302025",,,,2025-04-30,2025-04-30,"19","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST",,,"ALTQC3",,,1,,1,,"J","QU","Q","TI","QAQC","COL0430202504302025",,,,2025-04-30,2025-04-30,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST",,,"ALTQC4",,,,,1,,"J","QU","Q","TI","QAQC","COL0430202504302025",,,,2025-04-30,2025-04-30,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","4/30/25",00:00:00,"EST",,,"ALTQC5",,,,,1,,"J","QU","Q","TI","QAQC","COL0430202504302025",,,,2025-04-30,2025-04-30,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST",,,"ALTQC2",,,1,,1,,"J","QU","Q","TI","QAQC","COL0430202505012025",,,,2025-04-30,2025-05-01,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Sarasota","Cormorant","1","1/14/25",,1,0.037,28,,,"",,,"Sample","COL0430202505012025",,,2025-01-14,2025-04-30,2025-05-01,"28","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Sarasota","Egret","1","1/14/25",,1,0.042,31,,,"",,,"Sample","COL0430202505012025",,,2025-01-14,2025-04-30,2025-05-01,"31","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Sarasota","Heron","1","1/14/25",,1,0.042,31,,,"",,,"Sample","COL0430202505012025",,,2025-01-14,2025-04-30,2025-05-01,"31","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Sarasota","Pelican Cove-2","2","1/28/25",,1,0.018,13,,,"",,,"Sample","COL0430202505012025",,,2025-01-28,2025-04-30,2025-05-01,"13","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Sarasota","Pelican Cove-3","3","1/28/25",,1,0.016,12,,,"",,,"Sample","COL0430202505012025",,,2025-01-28,2025-04-30,2025-05-01,"12","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Sarasota","Upper Myakka","1","1/22/25",,1,0.089,66,,,"",,,"Sample","COL0430202505012025",,,2025-01-22,2025-04-30,2025-05-01,"66","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Seminole","Clear","1","1/28/25",,1,0.089,66,,,"",,,"Sample","COL0430202505012025",,,2025-01-28,2025-04-30,2025-05-01,"66","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Seminole","East","1","1/27/25",,1,0.08,59,,,"",,,"Sample","COL0430202505012025",,,2025-01-27,2025-04-30,2025-05-01,"59","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST","Seminole","Little Bear","1","1/31/25",,1,0.028,21,,,"",,,"Sample","COL0430202505012025",,,2025-01-31,2025-04-30,2025-05-01,"21","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST",,,"ALTQC3",,,1,0.023,17,,,"Q","Q",,"QAQC","COL0430202505012025",,,,2025-04-30,2025-05-01,"17","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST",,,"ALTQC4",,,,,1,,"J","QU","Q","TI","QAQC","COL0430202505012025",,,,2025-04-30,2025-05-01,"1","Florida Lakewatch","21FLKWAT"
"4/30/25",00:00:00,"EST","5/1/25",00:00:00,"EST",,,"ALTQC5",,,,,1,,"J","QU","Q","TI","QAQC","COL0430202505012025",,,,2025-04-30,2025-05-01,"1","Florida Lakewatch","21FLKWAT"
"5/14/25",09:29:59,"EST","1/1/04",00:00:00,"0","Levy","Cedar Key-1","1","1/27/25",,1,0.019,15,,,"",,,"Sample","COL0514202501011904",,,2025-01-27,2025-05-14,2004-01-01,"15","Florida Lakewatch","21FLKWAT"
"5/14/25",09:29:59,"EST","1/1/04",00:00:00,"0","Levy","Cedar Key-2","1","1/27/25",,1,0.017,13,,,"",,,"Sample","COL0514202501011904",,,2025-01-27,2025-05-14,2004-01-01,"13","Florida Lakewatch","21FLKWAT"
"5/14/25",09:29:59,"EST","1/1/04",00:00:00,"0","Levy","Cedar Key-4","1","1/27/25",,1,0.015,12,,,"",,,"Sample","COL0514202501011904",,,2025-01-27,2025-05-14,2004-01-01,"12","Florida Lakewatch","21FLKWAT"
