"Org_Analyte_Name","Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Comments","Sampling_Agency_Name","Project_ID"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","Conway South","3","02/25/2024",315,1,0.027,"Result_Value(ug/L)",,,"QI","Q","I","Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Cypress","1","08/25/2024",341,1,0.06,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Cypress","2","08/25/2024",342,1,0.058,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Cypress","3","08/25/2024",343,1,0.052,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Davis","1","08/23/2024",35,1,0.098,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Davis","2","08/23/2024",36,1,0.116,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Davis","3","08/23/2024",37,1,0.12,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Down","1","06/07/2024",819,1,0.017,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Down","2","06/07/2024",820,1,0.017,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Down","3","06/07/2024",821,1,0.016,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Down","1","07/12/2024",822,1,0.021,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Down","2","07/12/2024",823,1,0.017,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Down","3","07/12/2024",824,1,0.021,"Result_Value(ug/L)",,,"I",,"I","Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Down","1","08/18/2024",344,1,0.028,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Down","2","08/18/2024",345,1,0.027,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Down","3","08/18/2024",346,1,0.027,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","East","1","05/10/2024",342,1,0.074,"Result_Value(ug/L)",,,,,,"Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","East","2","05/10/2024",343,1,0.067,"Result_Value(ug/L)",,,,,,"Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","East","3","05/10/2024",344,1,0.075,"Result_Value(ug/L)",,,,,,"Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/19/2024","9:00:00 AM","EDT","09/25/2024","9:23:00 AM","EDT","Orange","East","1","07/08/2024",1060,1,0.069,"Result_Value(ug/L)",,,,,,"Sample","TP09192024B09252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/04/2024","9:00:00 AM","EDT","10/08/2024","8:57:00 AM","EDT","Orange","East","2","07/08/2024",71,1,0.063,"Result_Value(ug/L)",,,,,,"Sample","TP10042024TP10082024","9/19/24 B","Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/19/2024","9:00:00 AM","EDT","09/25/2024","9:23:00 AM","EDT","Orange","East","3","07/08/2024",1067,1,0.162,"Result_Value(ug/L)",,,,,,"Sample","TP09192024B09252024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","East","1","08/09/2024",38,1,0.065,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","East","2","08/09/2024",39,1,0.076,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","East","3","08/09/2024",40,1,0.069,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Eola","1","08/08/2024",41,1,0.114,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Eola","2","08/08/2024",42,1,0.119,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Eola","3","08/08/2024",43,1,0.115,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Eulalia","3","08/08/2024",337,1,0.057,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","Fairview","1","05/18/2024",345,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","Fairview","2","05/18/2024",346,1,0.032,"Result_Value(ug/L)",,,"I",,"I","Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","Fairview","3","05/18/2024",347,1,0.036,"Result_Value(ug/L)",,,"I",,"I","Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/30/2024","9:00:00 AM","EDT","08/02/2024","8:24:00 AM","EDT","Orange","Fairview","4","05/18/2024",348,1,0.108,"Result_Value(ug/L)",,,,,,"Sample","TP7302024A802024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview","1","08/18/2024",44,1,0.032,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview","2","08/18/2024",45,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview","3","08/18/2024",46,1,0.041,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview","4","08/18/2024",52,1,0.164,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/19/2024","1:00:00 PM","EDT","08/21/2024","1:24:00 PM","EDT","Orange","Fairview South","1","06/08/2024",72,1,1.284,"Result_Value(ug/L)",,,,,,"Sample","TP0819202408212024","8/13/2024 A","Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/19/2024","1:00:00 PM","EDT","08/21/2024","1:24:00 PM","EDT","Orange","Fairview South","2","06/08/2024",73,1,1.296,"Result_Value(ug/L)",,,,,,"Sample","TP0819202408212024","8/13/2024 A","Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/13/2024","9:00:00 AM","EDT","08/15/2024","11:03:00 AM","EDT","Orange","Fairview South","3","06/08/2024",1212,1,1.191,"Result_Value(ug/L)",,,,,,"Sample","TP08132024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview South","1","08/18/2024",53,1,0.379,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview South","2","08/18/2024",54,1,0.373,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Fairview South","3","08/18/2024",55,1,0.324,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Formosa","1","04/06/2024",825,1,0.09,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Formosa","2","04/06/2024",826,1,0.07,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/25/2024","9:00:00 AM","EDT","09/30/2024","12:27:00 PM","EDT","Orange","Formosa","3","04/06/2024",827,1,0.064,"Result_Value(ug/L)",,,"Q","Q",,"Sample","TP09252024A09062024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Gatlin","1","05/09/2024",1483,1,0.03,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Gatlin","2","05/09/2024",1484,1,0.027,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Gatlin","3","05/09/2024",1485,1,0.037,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/02/2024","9:00:00 AM","EDT","10/03/2024","11:47:00 AM","EDT","Orange","Gatlin","1","07/21/2024",565,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10022024A10032024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/02/2024","9:00:00 AM","EDT","10/03/2024","11:47:00 AM","EDT","Orange","Gatlin","2","07/21/2024",566,1,0.028,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10022024A10032024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/02/2024","9:00:00 AM","EDT","10/03/2024","11:47:00 AM","EDT","Orange","Gatlin","3","07/21/2024",572,1,0.036,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10022024A10032024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Gatlin","2","08/30/2024",56,1,0.033,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Gatlin","3","08/30/2024",57,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Giles","1","05/01/2024",1486,1,0.048,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Giles","2","05/01/2024",1492,1,0.049,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Giles","3","05/01/2024",1493,1,0.051,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Giles","1","08/02/2024",58,1,0.065,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Giles","2","08/02/2024",59,1,0.065,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Giles","3","08/02/2024",60,1,0.066,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Irma","2","05/11/2024",1494,1,0.043,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Irma","3","05/11/2024",1495,1,0.042,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Lee","1","04/08/2024",1496,1,0.023,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Lee","2","04/08/2024",1497,1,0.021,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Lee","3","04/08/2024",1498,1,0.025,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Lee","1","08/30/2024",61,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Lee","2","08/30/2024",62,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Lee","3","08/30/2024",63,1,0.026,"Result_Value(ug/L)",,,"I",,"I","Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Olympia","1","05/09/2024",1499,1,0.031,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Olympia","2","05/09/2024",1500,1,0.032,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Olympia","3","05/09/2024",1501,1,0.036,"Result_Value(ug/L)",,,"I",,"I","Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Olympia","1","08/13/2024",335,1,0.036,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Olympia","2","08/13/2024",336,1,0.034,"Result_Value(ug/L)",,,"I",,"I","Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/13/2024","9:00:00 AM","EDT","08/15/2024","11:03:00 AM","EDT","Orange","Rose","1","06/17/2024",1228,1,0.068,"Result_Value(ug/L)",,,,,,"Sample","TP08132024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/13/2024","9:00:00 AM","EDT","08/15/2024","11:03:00 AM","EDT","Orange","Rose","2","06/17/2024",1229,1,0.064,"Result_Value(ug/L)",,,,,,"Sample","TP08132024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","08/13/2024","9:00:00 AM","EDT","08/15/2024","11:03:00 AM","EDT","Orange","Rose","3","06/17/2024",1230,1,0.065,"Result_Value(ug/L)",,,,,,"Sample","TP08132024A08132024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Rose","1","08/19/2024",347,1,0.068,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Rose","2","08/19/2024",348,1,0.061,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/13/2024","9:00:00 AM","EST","11/15/2024","11:53:00 AM","EST","Orange","Rose","3","08/19/2024",349,1,0.073,"Result_Value(ug/L)",,,,,,"Sample","TP11132024ATP11152024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Sue","1","08/09/2024",64,1,0.081,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Sue","2","08/09/2024",65,1,0.063,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Sue","3","08/09/2024",66,1,0.075,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/19/2024","9:45:00 AM","EDT","Orange","Waumpi","1","05/10/2024",282,1,0.289,"Result_Value(ug/L)",,,,,,"Sample","TP09122024B",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/19/2024","9:45:00 AM","EDT","Orange","Waumpi","2","05/10/2024",283,1,0.304,"Result_Value(ug/L)",,,,,,"Sample","TP09122024B",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/19/2024","9:45:00 AM","EDT","Orange","Waumpi","3","05/10/2024",284,1,0.257,"Result_Value(ug/L)",,,,,,"Sample","TP09122024B",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/19/2024","9:45:00 AM","EDT","Orange","Waumpi","1","06/14/2024",285,1,0.26,"Result_Value(ug/L)",,,,,,"Sample","TP09122024B",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/19/2024","9:45:00 AM","EDT","Orange","Waumpi","2","06/14/2024",286,1,0.288,"Result_Value(ug/L)",,,,,,"Sample","TP09122024B",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","09/12/2024","9:00:00 AM","EDT","09/19/2024","9:45:00 AM","EDT","Orange","Waumpi","3","06/14/2024",287,1,0.183,"Result_Value(ug/L)",,,,,,"Sample","TP09122024B",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/15/2024","9:40:00 AM","EDT","10/21/2024","1:33:00 PM","EDT","Orange","Waumpi","1","07/15/2024",662,1,0.105,"Result_Value(ug/L)",,,,,,"Sample","TP10152024A10212024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/15/2024","9:40:00 AM","EDT","10/21/2024","1:33:00 PM","EDT","Orange","Waumpi","2","07/15/2024",663,1,0.081,"Result_Value(ug/L)",,,,,,"Sample","TP10152024A10212024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/15/2024","9:40:00 AM","EDT","10/21/2024","1:33:00 PM","EDT","Orange","Waumpi","3","07/15/2024",664,1,0.109,"Result_Value(ug/L)",,,,,,"Sample","TP10152024A10212024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Waunatta","1","08/12/2024",68,1,0.052,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Waunatta","2","08/12/2024",69,1,0.053,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/29/2024","10:36:00 AM","EDT","Orange","Waunatta","3","08/12/2024",70,1,0.064,"Result_Value(ug/L)",,,,,,"Sample","TP10252024A10292024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Weldona","1","05/13/2024",1502,1,0.199,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Weldona","2","05/13/2024",1503,1,0.17,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Orange","Weldona","3","05/13/2024",1504,1,0.147,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/30/2024","8:59:00 AM","EDT","Orange","Weldona","1","08/20/2024",82,1,0.07,"Result_Value(ug/L)",,,,,,"Sample","TP10252024B10302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/30/2024","8:59:00 AM","EDT","Orange","Weldona","2","08/20/2024",83,1,0.08,"Result_Value(ug/L)",,,,,,"Sample","TP10252024B10302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/30/2024","8:59:00 AM","EDT","Orange","Weldona","3","08/20/2024",84,1,0.062,"Result_Value(ug/L)",,,,,,"Sample","TP10252024B10302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","11/07/2024","2:50:00 PM","EST","11/13/2024","8:57:00 AM","EST","Osceola","Bellalago","1","08/21/2024",68,1,0.367,"Result_Value(ug/L)",,,,,,"Sample","TP11072024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/30/2024","8:59:00 AM","EDT","Osceola","Bellalago","2","08/21/2024",91,1,0.219,"Result_Value(ug/L)",,,,,,"Sample","TP10252024B10302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","10/22/2024","9:00:00 AM","EDT","10/30/2024","8:59:00 AM","EDT","Osceola","Bellalago","3","08/21/2024",92,1,0.231,"Result_Value(ug/L)",,,,,,"Sample","TP10252024B10302024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Osceola","Buck","1","05/08/2024",1505,1,0.069,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
"Total Phosphorus","07/02/2024","9:00:00 AM","EDT","07/09/2024","1:37:00 PM","EDT","Osceola","Buck","2","05/08/2024",1506,1,0.07,"Result_Value(ug/L)",,,,,,"Sample","TP07022024B07102024",,"Florida Lakewatch","21FLKWAT"
