"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Activity_Start_Time","Activity_Time_Zone","Vol Filtered (L)","Ethanol (ml)","Tube #","750","664","647","630","750 (HCL)","665 (HCL)","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Study","Comments","StartDate","PrepDate","AnDate","Value_Qualifier","Sampling_Agency_Name","Project_ID"
"09/04/2025",09:43:59,"EST","10/07/2025",12:00:00,"EST","Pasco","PAS-PIT","7","09/04/2025",09:41:59,"EST",0.25,8,30,0.005,0.013,0.008,0.008,0.006,0.011,3,,,"",,,"Sample","CHLU1006202510072025",,,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",13:18:00,"EST","10/07/2025",12:00:00,"EST","Pasco","PAS-PIT","8","09/04/2025",13:16:00,"EST",0.25,8,31,0.005,0.013,0.009,0.009,0.007,0.01,3,,,"",,,"Sample","CHLU1006202510072025",,,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",13:04:59,"EST","10/07/2025",12:00:00,"EST","Pasco","PAS-PIT","9","09/04/2025",13:02:59,"EST",0.25,8,32,0.004,0.02,0.01,0.009,0.006,0.018,6,,,"",,,"Sample","CHLU1006202510072025",,,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",10:37:00,"EST","10/07/2025",12:00:00,"EST","Pasco","PAS-PIT","10","09/04/2025",10:35:00,"EST",0.5,8,33,0.006,0.011,0.008,0.009,0.008,0.008,1,,,"U",,"U","Sample","CHLU1006202510072025",,,2025-09-04,2025-09-04,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"CCV2",,,,0.008,8,44,0.001,0.022,0.013,0.016,0.004,0.015,229,,,"",,,"QAQC","CHLU1006202510072025",,,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"MLBK3",,,,1,8,45,0.004,0.006,0.005,0.005,0.004,0.005,1,,,"TI",,"TI","QAQC","CHLU1006202510072025",,,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"08/03/2025",10:30:00,"EST","10/07/2025",12:00:00,"EST","Polk"," Garfield","1","08/03/2025",09:00:00,"EST",0.1,8,48,0.007,0.06,0.025,0.02,0.006,0.043,48,,,"",,,"Sample","CHLU1006202510072025",,,2025-08-03,2025-08-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"08/03/2025",10:40:00,"EST","10/07/2025",12:00:00,"EST","Polk"," Garfield","2","08/03/2025",09:24:00,"EST",0.1,8,49,0.005,0.055,0.022,0.018,0.007,0.041,45,,,"",,,"Sample","CHLU1006202510072025",,,2025-08-03,2025-08-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"08/03/2025",10:50:00,"EST","10/07/2025",12:00:00,"EST","Polk"," Garfield","3","08/03/2025",09:50:00,"EST",0.1,8,50,0.005,0.053,0.023,0.018,0.006,0.04,43,,,"",,,"Sample","CHLU1006202510072025",,,2025-08-03,2025-08-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"CCV3",,,,0.008,8,66,0.003,0.019,0.008,0.007,0.002,0.012,182,,,"",,,"QAQC","CHLU1006202510072025",,,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"MLBK4",,,,1,8,67,0.002,0.004,0.004,0.004,0.002,0.002,1,,,"TI",,"TI","QAQC","CHLU1006202510072025",,,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"CCV4",,,,0.008,8,71,0.001,0.017,0.006,0.005,0.003,0.013,182,,,"Q","Q",,"Sample","CHLU1006202510072025",,,,,2025-10-07,"Q","Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1006202510072025",,,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"MLBK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1006202510072025",,,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",12:00:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1006202510072025",,,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"MBLK1",,,,1,8,1,0.003,0.003,0.003,0.003,0.003,0.003,1,,,"QTI","Q","TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"QU","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"CCV1",,,,0.008,8,22,0.003,0.018,0.007,0.006,0.001,0.01,171,,,"",,,"QAQC","CHLU1007202510082025",,,,,2025-10-08,,"Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"MLBK2",,,,1,8,23,0.002,0.003,0.003,0.004,0.002,0.002,1,,,"TI",,"TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"U","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"CCV2",,,,0.008,8,44,0.002,0.019,0.008,0.007,0.005,0.015,192,,,"",,,"QAQC","CHLU1007202510082025",,,,,2025-10-08,,"Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"MLBK3",,,,1,8,45,0.001,0.003,0.003,0.003,0.001,0.001,1,,,"TI",,"TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"U","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"CCV3",,,,0.008,8,66,0.003,0.019,0.008,0.007,0.001,0.011,182,,,"",,,"QAQC","CHLU1007202510082025",,,,,2025-10-08,,"Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"MLBK4",,,,1,8,67,0.002,0.005,0.004,0.005,0.002,0.004,1,,,"TI",,"TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"U","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,73,0.003,0.019,0.008,0.007,0.004,0.013,182,,,"Q","Q",,"Sample","CHLU1007202510082025",,,,,2025-10-08,"Q","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"U","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"MLBK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"U","Florida Lakewatch","21FLKWAT"
,,,"10/08/2025",09:29:59,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1007202510082025",,,,,2025-10-08,"U","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"MBLK1",,,,1,8,1,0.001,0.002,0.003,0.003,0.002,0.002,1,,,"QTI","Q","TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"QU","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"CCV1",,,,0.008,8,22,0.001,0.018,0.007,0.007,0.002,0.012,192,,,"",,,"QAQC","CHLU1008202510092025",,,,,2025-10-09,,"Florida Lakewatch","21FLKWAT"
,,"EST","10/09/2025",12:00:00,"EST","Hillsborough",,"MLBK2",,,,1,8,23,0.001,0.005,0.004,0.004,0.001,0.004,1,,,"TI",,"TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"CCV2",,,,0.008,8,44,0.007,0.025,0.012,0.011,0.002,0.012,205,,,"",,,"QAQC","CHLU1008202510092025",,,,,2025-10-09,,"Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"MLBK3",,,,1,8,45,0.001,0.004,0.003,0.003,0.001,0.002,1,,,"TI",,"TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
"08/03/2025",13:06:59,"EST","10/09/2025",12:00:00,"EST","Hillsborough","Simons","1","08/03/2025",12:27:00,"EST",1,8,58,0.002,0.02,0.01,0.008,0.004,0.017,2,,,"",,,"Sample","CHLU1008202510092025",,,2025-08-03,2025-08-03,2025-10-09,,"Florida Lakewatch","21FLKWAT"
"08/03/2025",13:13:00,"EST","10/09/2025",12:00:00,"EST","Hillsborough","Simons","2","08/03/2025",12:35:00,"EST",1,8,59,0.005,0.019,0.011,0.011,0.006,0.017,1,,,"U",,"U","Sample","CHLU1008202510092025",,,2025-08-03,2025-08-03,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
"08/03/2025",13:18:00,"EST","10/09/2025",12:00:00,"EST","Hillsborough","Simons","3","08/03/2025",12:44:00,"EST",1,8,60,0.005,0.018,0.013,0.011,0.008,0.017,1,,,"U",,"U","Sample","CHLU1008202510092025",,,2025-08-03,2025-08-03,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"CCV3",,,,0.008,8,66,0.003,0.018,0.007,0.006,0.002,0.012,171,,,"",,,"QAQC","CHLU1008202510092025",,,,,2025-10-09,,"Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"MLBK4",,,,1,8,67,0.003,0.005,0.005,0.006,0.003,0.004,1,,,"TI",,"TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"CCV4",,,,0.008,8,72,0.001,0.016,0.006,0.006,0.002,0.011,170,,,"Q","Q",,"Sample","CHLU1008202510092025",,,,,2025-10-09,"Q","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"MLBK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
,,,"10/09/2025",12:00:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1008202510092025",,,,,2025-10-09,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"MBLK1",,,,1,8,1,0,0,0,0,0,0,1,,,"QTI","Q","TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV1",,,,0.008,8,22,0.005,0.022,0.011,0.01,0.003,0.015,192,,,"",,,"QAQC","CHLU1112202511132025",,,,,2025-11-13,,"Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"MBLK2",,,,1,8,23,0.007,0.007,0.007,0.007,0.007,0.007,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV2",,,,0.008,8,34,0,0.016,0.005,0.004,0,0.012,182,,,"Q","Q",,"Sample","CHLU1112202511132025",,,,,2025-11-13,"Q","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV2",,,,0.008,8,44,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"MBLK3",,,,1,8,45,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV3",,,,0.008,8,66,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"MBLK4",,,,1,8,67,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV4",,,,0.008,8,73,,,,,,,1,,"J","QTI","Q","TI","Sample","CHLU1112202511132025",,,,,2025-11-13,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"MBLK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",10:59:59,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"MBLK1",,,,1,8,1,0.006,0.007,0.007,0.007,0.006,0.007,1,,,"QTI","Q","TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"CCV1",,,,0.008,8,22,0.001,0.017,0.006,0.005,0.003,0.013,182,,,"",,,"QAQC","CHLU1112202511132025",,,,,2025-11-13,,"Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"MBLK2",,,,1,8,23,0.007,0.007,0.007,0.007,0.007,0.007,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"CCV2",,,,0.008,8,44,-0.001,0.016,0.005,0.003,0.001,0.013,192,,,"",,,"QAQC","CHLU1112202511132025",,,,,2025-11-13,,"Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"MBLK3",,,,1,8,45,-0.004,-0.002,-0.002,-0.002,0,0,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"CCV3",,,,0.008,8,66,-0.001,0.014,0.004,0.003,-0.001,0.009,170,,,"",,,"QAQC","CHLU1112202511132025",,,,,2025-11-13,,"Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"MBLK4",,,,1,8,67,0.005,0.005,0.005,0.005,0.005,0.005,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"CCV4",,,,0.008,8,73,0.011,0.025,0.015,0.015,0.003,0.013,159,,"J","Q","Q",,"Sample","CHLU1112202511132025",,,,,2025-11-13,"Q","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"MBLK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1112202511132025",,"missing data sheets",,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/13/2025",13:00:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1112202511132025",,,,,2025-11-13,"U","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"MBLK1",,,,1,8,1,0.001,0.002,0.002,0.003,0.001,0.001,1,,,"QTI","Q","TI","QAQC","CHLU1113202511142025",,,,,2025-11-14,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"CCV1",,,,0.008,8,22,0,0.01,-0.001,-0.002,0,0.005,120,,"J","",,,"QAQC","CHLU1113202511142025",,,,,2025-11-14,,"Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"MBLK2",,,,1,8,23,0.007,0.007,0.007,0.007,0.007,0.007,1,,,"TI",,"TI","QAQC","CHLU1113202511142025",,"missing data sheets",,,2025-11-14,"U","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"CCV2",,,,0.008,8,44,0.004,0.021,0.011,0.01,0.004,0.015,190,,,"",,,"QAQC","CHLU1113202511142025",,,,,2025-11-14,,"Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"MBLK3",,,,1,8,45,0.004,0.008,0.007,0.008,0.004,0.006,1,,,"TI",,"TI","QAQC","CHLU1113202511142025",,"missing data sheets",,,2025-11-14,"U","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"CCV3",,,,0.008,8,66,0,0.017,0.006,0.006,-0.003,0.007,192,,,"",,,"QAQC","CHLU1113202511142025",,,,,2025-11-14,,"Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"MBLK4",,,,1,8,67,0,0.001,0.002,0.002,0,0,1,,,"TI",,"TI","QAQC","CHLU1113202511142025",,"missing data sheets",,,2025-11-14,"U","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"CCV4",,,,0.008,8,71,-0.001,0.02,0.006,0.005,0.001,0.016,238,,,"Q","Q",,"Sample","CHLU1113202511142025",,,,,2025-11-14,"Q","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1113202511142025",,,,,2025-11-14,"U","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"MBLK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1113202511142025",,"missing data sheets",,,2025-11-14,"U","Florida Lakewatch","21FLKWAT"
,,,"11/14/2025",10:00:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1113202511142025",,,,,2025-11-14,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"MBLK1",,,,1,8,1,0.002,0.004,0.004,0.004,0.002,0.003,1,,,"QTI","Q","TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"QU","Florida Lakewatch","21FLKWAT"
"08/04/2025",20:04:59,"EST","11/04/2025",13:00:00,"EST","Citrus","Big Spivey","1","08/04/2025",15:21:59,"EST",0.5,8,2,0.002,0.067,0.024,0.018,0.001,0.052,12,,,"",,,"Sample","CHLU1103202511042025",,,2025-08-04,2025-08-04,2025-11-04,,"Florida Lakewatch","21FLKWAT"
"08/04/2025",20:10:00,"EST","11/04/2025",13:00:00,"EST","Citrus","Big Spivey","2","08/04/2025",15:26:00,"EST",0.5,8,3,0.006,0.069,0.027,0.022,0.005,0.048,11,,,"",,,"Sample","CHLU1103202511042025",,,2025-08-04,2025-08-04,2025-11-04,,"Florida Lakewatch","21FLKWAT"
"09/13/2025",20:00:00,"EST","11/04/2025",13:00:00,"EST","Citrus","Big Spivey","1","09/13/2025",12:56:00,"EST",0.5,8,4,0.001,0.074,0.026,0.019,0.006,0.056,13,,,"",,,"Sample","CHLU1103202511042025",,,2025-09-13,2025-09-13,2025-11-04,,"Florida Lakewatch","21FLKWAT"
"09/13/2025",20:04:59,"EST","11/04/2025",13:00:00,"EST","Citrus","Big Spivey","2","09/13/2025",13:02:00,"EST",0.5,8,5,0.006,0.077,0.03,0.024,0.003,0.052,13,,,"",,,"Sample","CHLU1103202511042025",,,2025-09-13,2025-09-13,2025-11-04,,"Florida Lakewatch","21FLKWAT"
"09/13/2025",20:10:00,"EST","11/04/2025",13:00:00,"EST","Citrus","Big Spivey","3","09/13/2025",13:06:59,"EST",0.5,8,6,0.006,0.081,0.032,0.025,0.006,0.07,14,,,"",,,"Sample","CHLU1103202511042025",,,2025-09-13,2025-09-13,2025-11-04,,"Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV1",,,,0.008,8,22,0,0.016,0.005,0.004,0.001,0.012,182,,,"",,,"QAQC","CHLU1103202511042025",,,,,2025-11-04,,"Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"MBLK2",,,,1,8,23,0.003,0.006,0.006,0.007,0.003,0.005,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV2",,,,0.008,8,44,0.001,0.02,0.006,0.006,0.001,0.011,217,,,"",,,"QAQC","CHLU1103202511042025",,,,,2025-11-04,,"Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"MBLK3",,,,1,8,45,0.004,0.004,0.004,0.004,0.004,0.004,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV3",,,,0.008,8,66,-0.002,0.013,0.002,0.001,0.001,0.011,171,,,"",,,"QAQC","CHLU1103202511042025",,,,,2025-11-04,,"Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"MBLK4",,,,1,8,67,0.01,0.014,0.014,0.015,0.009,0.013,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV4",,,,0.008,8,69,0.004,0.018,0.009,0.008,0.003,0.013,158,,,"Q","Q",,"Sample","CHLU1103202511042025",,,,,2025-11-04,"Q","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV4",,,,0.008,8,73,,,,,,,1,,,"QTI","Q","TI","Sample","CHLU1103202511042025",,,,,2025-11-04,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"MBLK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",13:00:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"MBLK1",,,,1,8,1,0.004,0.005,0.005,0.006,0.004,0.004,1,,,"QTI","Q","TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV1",,,,0.008,8,22,0.001,0.017,0.006,0.005,0.001,0.011,182,,,"",,,"QAQC","CHLU1103202511042025",,,,,2025-11-04,,"Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"MBLK2",,,,1,8,23,0.005,0.005,0.005,0.005,0.005,0.005,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV2",,,,0.008,8,37,0.001,0.017,0.006,0.005,-0.001,0.009,182,,,"Q","Q",,"Sample","CHLU1103202511042025",,,,,2025-11-04,"Q","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV2",,,,0.008,8,44,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"MBLK3",,,,1,8,45,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV3",,,,0.008,8,66,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"MBLK4",,,,1,8,67,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,73,,,,,,,1,,"J","QTI","Q","TI","Sample","CHLU1103202511042025",,,,,2025-11-04,"QU","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"MBLK5",,,,1,8,89,,,,,,,1,,,"TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"11/04/2025",09:29:59,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,1,,"J","TI",,"TI","QAQC","CHLU1103202511042025",,,,,2025-11-04,"U","Florida Lakewatch","21FLKWAT"
,,,"09/16/2025",09:29:59,"EST",,,"MBLK1",,,,1,8,1,0.001,0.001,0.001,0.001,0,0,1,,,"TI",,"TI","QAQC","CHLU0915202509162025",,,,,2025-09-16,"U","Florida Lakewatch","21FLKWAT"
,,,"09/16/2025",09:29:59,"EST",,,"CCV1",,,,0.008,8,22,0.005,0.027,0.012,0.01,0.001,0.014,250,,,"",,,"QAQC","CHLU0915202509162025",,,,,2025-09-16,,"Florida Lakewatch","21FLKWAT"
,,,"09/16/2025",09:29:59,"EST",,,"MLBK2",,,,1,8,23,0.004,0.007,0.006,0.007,0.004,0.004,1,,,"TI",,"TI","QAQC","CHLU0915202509162025",,,,,2025-09-16,"U","Florida Lakewatch","21FLKWAT"
,,,"09/16/2025",09:29:59,"EST",,,"CCV2",,,,0.008,8,44,0.002,0.022,0.008,0.006,0.002,0.016,227,,,"",,,"QAQC","CHLU0915202509162025",,,,,2025-09-16,,"Florida Lakewatch","21FLKWAT"
,,,"09/16/2025",09:29:59,"EST",,,"MLBK3",,,,1,8,45,0.004,0.007,0.007,0.007,0.004,0.004,1,,,"TI",,"TI","QAQC","CHLU0915202509162025",,,,,2025-09-16,"U","Florida Lakewatch","21FLKWAT"
,,,"09/16/2025",09:29:59,"EST",,,"CCV3",,,,0.008,8,66,0.003,0.023,0.009,0.007,-0.001,0.011,227,,,"",,,"QAQC","CHLU0915202509162025",,,,,2025-09-16,,"Florida Lakewatch","21FLKWAT"
