Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Org_Result_Value,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,LWID,Comments
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Royal,1,07/22/2024,,1,0.021,15,,,,,,Sample,COL1029202410302024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Lake,Saunders,1,07/01/2024,,1,0.02,15,,,,,,Sample,COL1015202410162024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Sellers,1,07/23/2024,,1,0.008,6,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Wildcat,1,07/23/2024,,1,0.031,23,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Lake,Winona,1,07/09/2024,,1,0.1,75,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Lee,Harborage East,1,04/29/2024,,1,0.016,12,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Lee,Harborage West,1,04/29/2024,,1,0.014,11,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Leon,Blue Heron,1,07/31/2024,,1,0.014,10,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Leon,Bradford,1,07/14/2024,,2,0.124,187,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Leon,Lafayette,1,07/06/2024,,1,0.011,8,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Leon,Munson,1,07/06/2024,,1,0.054,40,,,,,,Sample,COL1029202410302024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Levy,Cedar Key-1,1,04/28/2024,,1,0.047,35,,,Q,Q,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Levy,Cedar Key-1,1,07/31/2024,,1,0.025,19,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Levy,Cedar Key-2,1,04/28/2024,,1,0.047,35,,,Q,Q,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Levy,Cedar Key-2,1,07/31/2024,,1,0.025,19,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Levy,Cedar Key-4,1,04/28/2024,,1,0.054,41,,,Q,Q,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Levy,Cedar Key-4,1,07/31/2024,,1,0.022,16,,,,,,Sample,COL1112202411142024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Marion,Charles,1,07/23/2024,,1,0.136,102,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Marion,Deerback,1,07/07/2024,,1,0.014,10,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Marion,Halfmoon,1,07/23/2024,,1,0.044,33,,,,,,Sample,COL1029202410302024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Marion,Little Weir,1,07/06/2024,,1,0.016,12,,,,,,Sample,COL1029202410302024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Marion,Lou,1,07/29/2024,,1,0.161,126,,,,,,Sample,COL1015202410172024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Ponar 1,10/22/2024,,2,0.097,146,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Ponar 2,10/22/2024,,2,0.137,207,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Ponar 3,10/22/2024,,2,0.087,131,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Reservoir 2,10/22/2024,,2,0.117,177,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Canal 1,10/23/2024,,2,0.146,221,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Canal 2,10/23/2024,,4,0.074,223,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Canal 3,10/23/2024,,4,0.071,214,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Downstream 1,10/23/2024,,2,0.187,283,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Downstream 2,10/23/2024,,5,0.159,601,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Downstream 3,10/23/2024,,4,0.067,202,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Downstream 4,10/23/2024,,4,0.07,211,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Downstream 5,10/23/2024,,4,0.064,193,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Downstream 6,10/23/2024,,4,0.073,220,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Marion,Ocklawaha River_Belchior_Student Project,Reservoir 3,10/23/2024,,2,0.092,139,,,,,,Sample,COL1112202411142024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Marion,Sunset Harbor,1,04/15/2024,,1,0.011,9,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Marion,Weir,1,04/06/2024,,1,0.014,11,,,Q,Q,,Sample,COL,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Miami-Dade,Oakland,1,07/05/2024,,1,0.009,8,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Miami-Dade,Saga,1,04/28/2024,,1,0.005,5,1,,Q,Q,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Desbiens,1,07/31/2024,,4,0.158,494,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Northside,2,07/31/2024,,1,0.052,41,1,,,,,Sample,COL10172024COL10222024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Monroe,Stock Island-3,1,07/31/2024,,1,0.038,28,,,,,,Sample,COL1112202411142024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Tom's Harbor-1,1,07/12/2024,,1,0.008,7,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Tom's Harbor-2,1,07/12/2024,,1,0.005,5,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Tom's Harbor-3,1,07/12/2024,,1,0.007,7,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Tom's Harbor-4,1,07/26/2024,,1,0.006,6,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Tom's Harbor-5,1,07/26/2024,,1,0.004,4,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Monroe,Tom's Harbor-6,1,07/26/2024,,1,0.005,5,1,,,,,Sample,COL10172024COL10222024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,Bass,1,07/31/2024,,1,0.137,105,,,,,,Sample,COL0924202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Destin-1,1,07/26/2024,,1,0.016,11,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Destin-2,1,07/26/2024,,1,0.017,12,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Destin-3,1,07/26/2024,,1,0.016,11,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Destin-4,1,07/26/2024,,1,0.014,10,,,,,,Sample,COL91320249162024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-1,1,07/25/2024,,1,0.012,9,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-10,1,07/16/2024,,1,0.01,8,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-16,1,07/25/2024,,1,0.013,10,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-19,1,07/05/2024,,1,0.012,9,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-2,1,07/25/2024,,1,0.016,12,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-3,1,07/25/2024,,1,0.011,8,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-4,1,07/25/2024,,1,0.015,11,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-5,1,07/25/2024,,1,0.014,11,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-6,1,07/25/2024,,1,0.015,11,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-7,1,07/25/2024,,1,0.017,13,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-8,1,07/16/2024,,1,0.006,5,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA Ft. Walton Beach-9,1,07/16/2024,,1,0.01,8,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA GAP-1,1,07/09/2024,,2,0.126,193,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA GAP-1,1,07/29/2024,,1,0.182,139,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA GAP-2,1,07/09/2024,,1,0.085,65,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA GAP-2,1,07/29/2024,,1,0.127,97,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA GAP-3,1,07/09/2024,,1,0.048,37,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA GAP-3,1,07/29/2024,,1,0.123,94,,,,,,Sample,COL0924202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-1,1,07/01/2024,,1,0.025,18,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-10,1,07/30/2024,,1,0.051,36,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-2,1,07/01/2024,,1,0.016,11,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-3,1,07/01/2024,,1,0.016,11,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-4,1,07/01/2024,,1,0.01,7,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-5,1,07/05/2024,,1,0.011,8,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-6,1,07/05/2024,,1,0.014,10,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-7,1,07/30/2024,,1,0.035,25,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-8,1,07/30/2024,,1,0.027,19,,,,,,Sample,COL91320249162024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Okaloosa,CBA Niceville-9,1,07/30/2024,,1,0.064,45,,,,,,Sample,COL91320249162024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA TKY-1,1,07/24/2024,,1,0.026,20,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA TKY-2,1,07/24/2024,,1,0.021,16,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,CBA TKY-3,1,07/24/2024,,1,0.022,17,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,Roberts,1,07/12/2024,,1,0.013,10,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,Swift Creek-1,1,07/11/2024,,1,0.014,11,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,Swift Creek-2,1,07/11/2024,,1,0.018,14,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,Swift Creek-3,1,07/11/2024,,1,0.021,16,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Okaloosa,Swift Creek-4,1,07/11/2024,,1,0.04,31,,,,,,Sample,COL0924202409252024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Adair,1,07/24/2024,,1,0.025,21,,,,,,Sample,COL1015202410172024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Orange,Avalon,1,04/24/2024,,1,0.049,37,,,Q,Q,,Sample,COL1024202410282024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Baldwin,1,07/03/2024,,1,0.017,15,,,,,,Sample,COL1015202410172024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Orange,Bessie,1,04/13/2024,,1,0.012,9,,,Q,Q,,Sample,COL1024202410282024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Orange,Butler,1,04/21/2024,,1,0.012,9,,,,,,Sample,COL,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Butler,1,07/10/2024,,1,0.007,7,,,,,,Sample,COL1015202410172024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Orange,Butler,1,07/14/2024,,1,0.009,7,,,,,,Sample,COL1112202411142024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Orange,Butler Wetland,1,04/21/2024,,1,0.012,9,,,,,,Sample,COL,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Butler Wetland,1,07/10/2024,,1,0.011,10,,,,,,Sample,COL1015202410172024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Cane,1,07/31/2024,,1,0.015,13,1,,,,,Sample,COL10172024COL10222024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Cherokee,1,07/17/2024,,1,0.025,21,,,,,,Sample,COL1015202410172024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Claire,1,07/18/2024,,1,0.056,45,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Clear,1,07/25/2024,,1,0.018,15,1,,,,,Sample,COL10172024COL10222024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Orange,Conway South,1,04/14/2024,,1,0.01,7,,,Q,Q,,Sample,COL1024202410282024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Conway South,1,07/26/2024,,1,0.01,10,,,,,,Sample,COL1015202410172024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Orange,Crystal,1,04/30/2024,,1,0.039,29,,,#VALUE!,#VALUE!,,Sample,COL1024202410282024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Davis,1,07/17/2024,,1,0.01,10,,,,,,Sample,COL1015202410172024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,East,1,07/30/2024,,1,0.145,114,,,,,,Sample,COL1015202410172024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Eola,1,07/30/2024,,1,0.018,16,,,,,,Sample,COL1015202410172024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Fairview,1,07/22/2024,,1,0.007,7,,,,,,Sample,COL1015202410172024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Fairview South,1,07/30/2024,,1,0.038,31,,,,,,Sample,COL1015202410172024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Formosa,1,04/06/2024,,1,0.018,15,1,,Q,Q,,Sample,COL10172024COL10222024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Gatlin,1,07/19/2024,,1,0.013,12,,,,,,Sample,COL1015202410172024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Gatlin,1,07/27/2024,,1,0.013,11,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Holden,1,04/24/2024,,1,0.009,8,1,,Q,Q,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Holden,1,07/27/2024,,1,0.016,14,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Holden Canal-1,1,04/24/2024,,1,0.015,13,1,,Q,Q,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Holden Canal-1,1,07/27/2024,,1,0.019,16,1,,,,,Sample,COL10172024COL10222024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Orange,Irma,1,07/15/2024,,1,0.028,22,,,,,,Sample,COL1001202409252024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Orange,Lee,1,04/08/2024,,1,0.03,22,,,,,,Sample,COL,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Lee,1,07/25/2024,,1,0.034,28,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,O'Dell,1,07/31/2024,,1,0.06,48,1,,,,,Sample,COL10172024COL10222024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Orange,Olympia,1,07/19/2024,,1,0.009,9,,,,,,Sample,COL1015202410172024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Rose,1,07/23/2024,,1,0.034,28,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Sue,1,04/13/2024,,1,0.015,13,1,,Q,Q,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Virginia,1,07/19/2024,,1,0.013,11,,,,,,Sample,COL10172024COL10222024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Orange,Waumpi,1,04/16/2024,,1,0.044,32,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Orange,Waumpi,1,07/15/2024,,1,0.029,21,,,,,,Sample,COL1029202410302024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Waunatta,1,07/26/2024,,1,0.031,25,1,,,,,Sample,COL10172024COL10222024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Orange,Weldona,1,04/23/2024,,1,0.024,18,,,,,,Sample,COL,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Orange,Weldona,1,07/29/2024,,1,0.025,21,1,,,,,Sample,COL10172024COL10222024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Orange,Weldona,1,07/29/2024,,1,0.028,21,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Osceola,Alligator,1,07/06/2024,,1,0.091,68,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Osceola,Alligator canal-1,1,07/06/2024,,1,0.064,48,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Osceola,Alligator canal-2,1,07/06/2024,,1,0.09,68,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Osceola,Bellalago,1,07/24/2024,,1,0.044,33,,,,,,Sample,COL1024202410282024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Osceola,Buck,1,07/19/2024,,1,0.073,58,,,,,,Sample,COL1015202410172024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Osceola,Center,1,07/19/2024,,2,0.147,231,,,,,,Sample,COL1015202410172024,,
10/15/2024,10:19:00 AM,EDT,10/17/2024,10:41:00 AM,EDT,Osceola,Coon,1,07/19/2024,,2,0.115,181,,,,,,Sample,COL1015202410172024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Osceola,Fish,1,07/22/2024,,1,0.051,38,,,,,,Sample,COL1024202410282024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Osceola,Tohopekaliga East,1,07/25/2024,,1,0.043,32,,,,,,Sample,COL1024202410282024,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Osceola,Tohopekaliga-Middle,1,07/24/2024,,1,0.077,58,,,,,,Sample,COL1029202410302024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Palm Beach,Westwood,1,07/29/2024,,1,0.018,15,1,,,,,Sample,COL10172024COL10222024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Pasco,Bird,1,07/13/2024,,1,0.039,29,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Pasco,Conley,1,04/19/2024,,1,0.04,30,,,Q,Q,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Pasco,Conley,1,07/01/2024,,1,0.054,41,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Pasco,East,1,07/19/2024,,1,0.014,10,,,,,,Sample,COL1112202411142024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Pasco,Jovita,1,07/15/2024,,1,0.009,7,,,,,,Sample,COL1031202411012024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Pinellas,Autumn,1,04/13/2024,,1,0.072,51,,,,,,Sample,COL082924083024,,
