Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Org_Result_Value,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,LWID,Comments
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-3,1,1/26/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-4,1,1/26/24,CST,,,15,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-5,1,1/26/24,CST,,,16,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-6,1,1/10/24,CST,,,12,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-7,1,1/26/24,CST,,,23,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-8,1,1/10/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-9,1,1/26/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Santa Rosa Beach-10,1,1/22/24,CST,,,20,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Santa Rosa Beach-9,1,1/22/24,CST,,,24,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Walton,Morris,1,1/29/24,CST,,,52,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Walton,Peach Creek-3,1,1/29/24,CST,,,170,,,Q,,,,,,
6/27/24,12:30:00 PM,EDT,6/27/24,2:15:00 PM,EDT,Washington,CBA Holmes Creek-1,1,4/11/24,,,,15,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Alachua,Kingswood,1,1/25/24,EST,,,180,,,Q,,,,,,
2/5/24,9:38:00 AM,EST,2/5/24,11:57:00 AM,EST,Charlotte,White Marsh Inflow,1,10/30/23,,,,55,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Citrus,Magnolia Creek-1,1,1/18/24,EST,,,6,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Clay,Asbury South,1,4/22/23,EST,,,11,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Collier,IFAS Collier Pond,1,10/13/23,EST,,,13,,,Q,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Rainbow River-2,1,10/22/23,EST,,,1,,,QU,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-1,1,10/17/23,EST,,,1,,,QU,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-2,1,10/17/23,EST,,,0,,,QTI,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-3,1,10/17/23,EST,,,0,,,QTI,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-4,1,10/17/23,EST,,,2,,,Q,,,,,,
2/6/24,9:53:00 AM,EST,2/6/24,12:02:00 PM,EST,Palm Beach,Westwood,1,10/31/23,,,,12,,,Q,,,,,,
2/6/24,9:53:00 AM,EST,2/6/24,12:02:00 PM,EST,Pinellas,Chautauqua 2,1,10/22/23,,,,33,,,Q,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Putnam,Blue,1,1/18/24,EST,,,12,,,Q,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Putnam,Fanny,1,1/13/24,EST,,,7,,,Q,,,,,,
2/8/24,9:39:00 AM,EST,2/8/24,12:09:00 PM,EST,Seminole,Crescent,1,10/8/23,,,,32,,,Q,,,,,,
