Total_Depth,Total_Depth_Unit,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Result_Comments,WIN_Value_Qualifier,Data_Category,Run_ID,Study,Comments
6,ft,Pasco,Blanton,3,08/20/2025,02:28:00 PM,EST,2.5,ft,,,Sample,SECCHI10292025,,
10,ft,Pasco,Blanton,4,08/20/2025,02:22:00 PM,EST,2.5,ft,,,Sample,SECCHI10292025,,
4,ft,Pasco,Blanton,1,09/17/2025,02:38:00 PM,EST,3,ft,,,Sample,SECCHI10292025,,
6.5,ft,Pasco,Blanton,2,09/17/2025,02:32:00 PM,EST,3,ft,,,Sample,SECCHI10292025,,
5,ft,Pasco,Blanton,3,09/17/2025,02:28:00 PM,EST,3,ft,,,Sample,SECCHI10292025,,
9.8000000000000007,ft,Pasco,Blanton,4,09/17/2025,02:18:00 PM,EST,3.5,ft,,,Sample,SECCHI10292025,,
12.8,ft,Pasco,East,1,09/12/2025,04:16:00 PM,EST,12,ft,Weeds,,Sample,SECCHI10292025,,
12,ft,Pasco,East,2,09/12/2025,04:19:00 PM,EST,10.5,ft,Weeds,,Sample,SECCHI10292025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10292025,,
,ft,,,MBLK3,,,,,ft,,,QAQC,SECCHI10292025,,
13.5,ft,Pasco,East,3,09/12/2025,04:25:00 PM,EST,11,ft,,,Sample,SECCHI10292025,,
14.5,ft,Pasco,Jovita,1,08/15/2025,02:19:00 PM,EST,5,ft,,,Sample,SECCHI10292025,,
20.5,ft,Pasco,Jovita,2,08/15/2025,02:28:00 PM,EST,5,ft,,,Sample,SECCHI10292025,,
21,ft,Pasco,Jovita,3,08/15/2025,02:41:00 PM,EST,5,ft,,,Sample,SECCHI10292025,,
18.8,ft,Pasco,Moon,1,08/21/2025,11:09:59 AM,EST,8,ft,,,Sample,SECCHI10292025,,
18,ft,Pasco,Moon,2,08/21/2025,11:28:00 AM,EST,8.8,ft,,,Sample,SECCHI10292025,,
21.3,ft,Pasco,Moon,3,08/21/2025,11:48:00 AM,EST,8,ft,,,Sample,SECCHI10292025,,
19.5,ft,Pasco,Moon,1,09/16/2025,11:44:00 AM,EST,7.3,ft,,,Sample,SECCHI10292025,,
17,ft,Pasco,Moon,2,09/16/2025,11:58:00 AM,EST,8,ft,,,Sample,SECCHI10292025,,
21.5,ft,Pasco,Moon,3,09/16/2025,12:12:00 PM,EST,8,ft,,,Sample,SECCHI10292025,,
8.5,ft,Pasco,Padgett South,1,09/23/2025,12:19:59 PM,EST,7.3,ft,,,Sample,SECCHI10292025,,
8.5,ft,Pasco,Padgett South,2,09/23/2025,12:31:00 PM,EST,8,ft,,,Sample,SECCHI10292025,,
15.3,ft,Pasco,Padgett South,3,09/23/2025,12:39:00 PM,EST,10,ft,,,Sample,SECCHI10292025,,
12.5,ft,Pasco,Saxon North,1,09/18/2025,01:00:00 PM,EST,7,ft,,,Sample,SECCHI10292025,,
12.5,ft,Pasco,Saxon North,2,09/18/2025,12:50:00 PM,EST,7,ft,,,Sample,SECCHI10292025,,
13.5,ft,Pasco,Saxon North,3,09/18/2025,12:40:00 PM,EST,6.5,ft,,,Sample,SECCHI10292025,,
12.8,ft,Pasco,Saxon South,1,09/18/2025,12:00:00 PM,EST,7,ft,,,Sample,SECCHI10292025,,
7,ft,Pasco,Saxon South,2,09/18/2025,12:15:00 PM,EST,6,ft,,,Sample,SECCHI10292025,,
20,ft,Pasco,Saxon South,3,09/18/2025,12:19:59 PM,EST,7.3,ft,,,Sample,SECCHI10292025,,
11,ft,Pasco,West Moon,1,09/15/2025,02:00:00 PM,EST,5.5,ft,,,Sample,SECCHI10292025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10292025,,
,ft,,,MBLK4,,,,,ft,,,QAQC,SECCHI10292025,,
10.5,ft,Pasco,West Moon,2,09/15/2025,02:16:00 PM,EST,6,ft,,,Sample,SECCHI10292025,,
13.3,ft,Pasco,West Moon,3,09/15/2025,02:25:00 PM,EST,,ft,,,Sample,SECCHI10292025,,
17.3,ft,Pasco,Wisteria,1,08/29/2025,04:23:00 PM,EST,5.5,ft,,,Sample,SECCHI10292025,,
10,ft,Pasco,Wisteria,2,08/29/2025,04:37:00 PM,EST,4,ft,,,Sample,SECCHI10292025,,
8,ft,Pasco,Wisteria,3,08/29/2025,04:50:59 PM,EST,4,ft,,,Sample,SECCHI10292025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10292025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10292025,,
,ft,,,MBLK5,,,,,ft,,,QAQC,SECCHI10292025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10292025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10302025,,
10,ft,Hillsborough,Alice,1,09/16/2025,03:08:00 PM,EST,9.3,ft,,,Sample,SECCHI10302025,,
20,ft,Hillsborough,Alice,2,09/16/2025,03:17:00 PM,EST,10.3,ft,,,Sample,SECCHI10302025,,
10.5,ft,Hillsborough,Alice,3,09/16/2025,03:21:59 PM,EST,9.8,ft,,,Sample,SECCHI10302025,,
10.5,ft,Hillsborough,Brant,1,09/29/2025,05:59:00 PM,EST,4,ft,,,Sample,SECCHI10302025,,
10,ft,Hillsborough,Brant,2,09/29/2025,05:41:00 PM,EST,4,ft,,,Sample,SECCHI10302025,,
10.5,ft,Hillsborough,Brant,3,09/29/2025,05:25:00 PM,EST,4,ft,,,Sample,SECCHI10302025,,
27.3,ft,Hillsborough,Breckenridge,1,09/11/2025,01:42:00 PM,EST,7,ft,,,Sample,SECCHI10302025,,
21.3,ft,Hillsborough,Breckenridge,2,09/11/2025,01:33:00 PM,EST,7,ft,,,Sample,SECCHI10302025,,
22.5,ft,Hillsborough,Breckenridge,3,09/11/2025,01:25:00 PM,EST,6,ft,,,Sample,SECCHI10302025,,
12.3,ft,Hillsborough,Calm,1,09/23/2025,01:17:00 PM,EST,9,ft,,,Sample,SECCHI10302025,,
7.3,ft,Hillsborough,Calm,2,09/23/2025,01:35:00 PM,EST,5.8,ft,,,Sample,SECCHI10302025,,
7.8,ft,Hillsborough,Calm,3,09/23/2025,01:47:00 PM,EST,6.8,ft,,,Sample,SECCHI10302025,,
8,ft,Hillsborough,Cedar East,1,09/10/2025,04:10:00 PM,EST,7.3,ft,,,Sample,SECCHI10302025,,
8,ft,Hillsborough,Cedar East,2,09/10/2025,04:17:00 PM,EST,7,ft,,,Sample,SECCHI10302025,,
9,ft,Hillsborough,Cedar East,3,09/10/2025,04:25:00 PM,EST,7.5,ft,,,Sample,SECCHI10302025,,
12.5,ft,Hillsborough,Church,1,09/29/2025,07:27:00 AM,EST,7.3,ft,Weeds,,Sample,SECCHI10302025,,
11.5,ft,Hillsborough,Church,2,09/29/2025,07:40:59 AM,EST,9.8,ft,Weeds,,Sample,SECCHI10302025,,
12,ft,Hillsborough,Church,3,09/29/2025,07:52:00 AM,EST,10,ft,Weeds,,Sample,SECCHI10302025,,
6.8,ft,Hillsborough,East,1,09/22/2025,03:40:00 PM,EST,1,ft,,,Sample,SECCHI10302025,,
7.5,ft,Hillsborough,East,2,09/22/2025,03:35:00 PM,EST,1,ft,,,Sample,SECCHI10302025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10302025,,
,ft,,,MBLK2,,,,,ft,,,QAQC,SECCHI10302025,,
6.5,ft,Hillsborough,East,3,09/22/2025,03:30:00 PM,EST,1,ft,,,Sample,SECCHI10302025,,
5,ft,Hillsborough,Eckles,1,09/01/2025,10:59:59 AM,EST,5,ft,,S,Sample,SECCHI10302025,,
8.5,ft,Hillsborough,Eckles,2,09/01/2025,11:09:59 AM,EST,7.8,ft,,,Sample,SECCHI10302025,,
10.8,ft,Hillsborough,Eckles,3,09/01/2025,11:15:00 AM,EST,8.5,ft,,,Sample,SECCHI10302025,,
9.5,ft,Hillsborough,Hog Island,1,09/16/2025,10:40:00 AM,EST,3.8,ft,,,Sample,SECCHI10302025,,
10.3,ft,Hillsborough,Hog Island,2,09/16/2025,10:47:00 AM,EST,4,ft,,,Sample,SECCHI10302025,,
10.3,ft,Hillsborough,Hog Island,3,09/16/2025,10:52:00 AM,EST,3.8,ft,,,Sample,SECCHI10302025,,
10,ft,Hillsborough,Hog Island,4,09/16/2025,10:59:00 AM,EST,3.8,ft,,,Sample,SECCHI10302025,,
12.3,ft,Hillsborough,James,1,09/23/2025,11:25:00 AM,EST,5,ft,,,Sample,SECCHI10302025,,
13.3,ft,Hillsborough,James,2,09/23/2025,11:35:00 AM,EST,5,ft,,,Sample,SECCHI10302025,,
8.8000000000000007,ft,Hillsborough,James,3,09/23/2025,11:40:00 AM,EST,5,ft,,,Sample,SECCHI10302025,,
18,ft,Hillsborough,Keystone,1,09/07/2025,10:59:59 AM,EST,3.5,ft,,,Sample,SECCHI10302025,,
13,ft,Hillsborough,Keystone,2,09/07/2025,11:11:59 AM,EST,5,ft,,,Sample,SECCHI10302025,,
14,ft,Hillsborough,Keystone,3,09/07/2025,11:22:00 AM,EST,5,ft,,,Sample,SECCHI10302025,,
19.3,ft,Hillsborough,Keystone North,1,09/10/2025,10:14:59 AM,EST,5,ft,,,Sample,SECCHI10302025,,
16.5,ft,Hillsborough,Keystone North,2,09/10/2025,10:20:00 AM,EST,5.5,ft,,,Sample,SECCHI10302025,,
15.8,ft,Hillsborough,Keystone North,3,09/10/2025,10:24:59 AM,EST,5,ft,,,Sample,SECCHI10302025,,
19,ft,Hillsborough,Lutz,1,09/28/2025,09:34:00 AM,EST,8.5,ft,,,Sample,SECCHI10302025,,
15,ft,Hillsborough,Lutz,2,09/28/2025,09:38:00 AM,EST,8.5,ft,,,Sample,SECCHI10302025,,
12.8,ft,Hillsborough,Lutz,3,09/28/2025,09:47:00 AM,EST,8.5,ft,,,Sample,SECCHI10302025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10302025,,
,ft,,,MBLK3,,,,,ft,,,QAQC,SECCHI10302025,,
7.5,ft,Hillsborough,Mid,1,09/17/2025,10:57:59 AM,EST,7.5,ft,,S,Sample,SECCHI10302025,,
9,ft,Hillsborough,Mid,2,09/17/2025,10:52:00 AM,EST,8,ft,,,Sample,SECCHI10302025,,
6.5,ft,Hillsborough,Mid,3,09/17/2025,10:43:00 AM,EST,6.5,ft,,S,Sample,SECCHI10302025,,
4.3,ft,Hillsborough,Mid,4,09/17/2025,11:06:00 AM,EST,4.3,ft,,S,Sample,SECCHI10302025,,
10.8,ft,Hillsborough,Pine,1,09/16/2025,11:06:00 AM,EST,7,ft,,,Sample,SECCHI10302025,,
9,ft,Hillsborough,Pine,2,09/16/2025,11:11:00 AM,EST,7.5,ft,,,Sample,SECCHI10302025,,
7,ft,Hillsborough,Pine,3,09/16/2025,11:13:59 AM,EST,6,ft,,,Sample,SECCHI10302025,,
,ft,Hillsborough,Pretty,1,09/30/2025,06:29:00 PM,EST,4,ft,,,Sample,SECCHI10302025,,
,ft,Hillsborough,Pretty,2,09/30/2025,06:34:00 PM,EST,4.5,ft,,,Sample,SECCHI10302025,,
,ft,Hillsborough,Pretty,3,09/30/2025,06:45:00 PM,EST,4.3,ft,,,Sample,SECCHI10302025,,
13.5,ft,Hillsborough,Taylor,1,09/30/2025,03:15:00 PM,EST,8.3,ft,,,Sample,SECCHI10302025,,
10.3,ft,Hillsborough,Taylor,2,09/30/2025,03:30:00 PM,EST,8.3,ft,,,Sample,SECCHI10302025,,
16.5,ft,Hillsborough,Taylor,3,09/30/2025,03:19:59 PM,EST,9.5,ft,,,Sample,SECCHI10302025,,
6.5,ft,Hillsborough,West Meadows-15,1,09/05/2025,10:10:00 AM,EST,6.5,ft,,S,Sample,SECCHI10302025,,
9,ft,Hillsborough,West Meadows-15,2,09/05/2025,10:34:00 AM,EST,8,ft,,,Sample,SECCHI10302025,,
11,ft,Hillsborough,West Meadows-15,3,09/05/2025,10:41:00 AM,EST,9,ft,,,Sample,SECCHI10302025,,
8.5,ft,Hillsborough,Zambito East,1,09/20/2025,02:54:00 PM,EST,5,ft,,,Sample,SECCHI10302025,,
5,ft,Hillsborough,Zambito East,2,09/20/2025,03:00:00 PM,EST,5,ft,,S,Sample,SECCHI10302025,,
4,ft,Hillsborough,Zambito East,3,09/20/2025,03:04:00 PM,EST,4,ft,,S,Sample,SECCHI10302025,,
8.8000000000000007,ft,Osceola,Brick,1,09/02/2025,03:53:00 PM,EST,1.3,ft,,,Sample,SECCHI10302025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10302025,,
,ft,,,MBLK4,,,,,ft,,,QAQC,SECCHI10302025,,
22.3,ft,Osceola,Brick,2,09/02/2025,04:04:59 PM,EST,1.3,ft,,,Sample,SECCHI10302025,,
17.5,ft,Osceola,Brick,3,09/02/2025,03:57:00 PM,EST,1.3,ft,,,Sample,SECCHI10302025,,
8.3000000000000007,ft,Osceola,Buck,1,08/07/2025,07:59:00 AM,EST,3.8,ft,,,Sample,SECCHI10302025,,
12,ft,Osceola,Buck,2,08/07/2025,08:08:00 AM,EST,4.3,ft,,,Sample,SECCHI10302025,,
13,ft,Osceola,Buck,3,08/07/2025,08:18:00 AM,EST,4,ft,,,Sample,SECCHI10302025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10302025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10302025,,
,ft,,,MBLK5,,,,,ft,,,QAQC,SECCHI10302025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10302025,,
11,ft,Hillsborough,Cooper,1,09/17/2025,01:45:00 PM,EST,5,ft,,,Sample,SECCHI10302025,,
15,ft,Hillsborough,Cooper,2,09/17/2025,01:49:59 PM,EST,5,ft,,,Sample,SECCHI10302025,,
18,ft,Hillsborough,Cooper,3,09/17/2025,01:55:00 PM,EST,5,ft,,,Sample,SECCHI10302025,,
9,ft,Hillsborough,Crystal,1,09/21/2025,10:56:00 AM,EST,5.8,ft,,,Sample,SECCHI10302025,,
15.8,ft,Hillsborough,Crystal,2,09/21/2025,11:02:00 AM,EST,5.5,ft,,,Sample,SECCHI10302025,,
15.3,ft,Hillsborough,Crystal,3,09/21/2025,11:06:00 AM,EST,5.5,ft,,,Sample,SECCHI10302025,,
10.5,ft,Hillsborough,Little Wilson,1,09/24/2025,01:55:00 PM,EST,2.5,ft,,,Sample,SECCHI10302025,,
8.8000000000000007,ft,Hillsborough,Little Wilson,2,09/24/2025,01:47:59 PM,EST,2.5,ft,,,Sample,SECCHI10302025,,
13.5,ft,Hillsborough,Little Wilson,3,09/24/2025,02:04:00 PM,EST,2.5,ft,,,Sample,SECCHI10302025,,
19,ft,Hillsborough,Osceola,1,09/25/2025,04:00:00 PM,EST,7,ft,,,Sample,SECCHI10302025,,
13,ft,Hillsborough,Osceola,2,09/25/2025,04:15:00 PM,EST,7,ft,,,Sample,SECCHI10302025,,
7,ft,Hillsborough,Osceola,3,09/25/2025,04:30:00 PM,EST,6.5,ft,,,Sample,SECCHI10302025,,
17.5,ft,Hillsborough,Strawberry,1,09/28/2025,02:32:00 PM,EST,5.5,ft,,,Sample,SECCHI10302025,,
18.5,ft,Hillsborough,Strawberry,2,09/28/2025,02:35:59 PM,EST,6,ft,,,Sample,SECCHI10302025,,
13,ft,Hillsborough,Strawberry,3,09/28/2025,02:40:00 PM,EST,5.5,ft,,,Sample,SECCHI10302025,,
17.3,ft,Orange,Big Sand,2,08/14/2025,12:00:00 PM,EST,17.3,ft,,S,Sample,SECCHI10302025,,
23,ft,Orange,Big Sand,4,08/14/2025,12:14:00 PM,EST,19,ft,,,Sample,SECCHI10302025,,
25,ft,Orange,Big Sand,5,08/14/2025,12:35:00 PM,EST,14.5,ft,,,Sample,SECCHI10302025,,
15,ft,Orange,Cane,1,06/10/2025,07:35:00 AM,EST,6,ft,,,Sample,SECCHI10302025,,
21,ft,Orange,Cane,2,06/10/2025,07:27:00 AM,EST,8,ft,,,Sample,SECCHI10302025,,
17,ft,Orange,Cane,3,06/10/2025,07:39:59 AM,EST,7,ft,,,Sample,SECCHI10302025,,
24,ft,Orange,Cane,1,08/19/2025,07:46:00 AM,EST,6.5,ft,,,Sample,SECCHI10302025,,
22,ft,Orange,Cane,2,08/19/2025,07:42:00 AM,EST,6,ft,,,Sample,SECCHI10302025,,
14,ft,Orange,Cane,3,08/19/2025,07:52:00 AM,EST,6,ft,,,Sample,SECCHI10302025,,
21.3,ft,Orange,Conway South,1,04/27/2025,09:12:00 AM,EST,15,ft,,,Sample,SECCHI10302025,,
14.3,ft,Orange,Conway South,2,04/27/2025,09:29:00 AM,EST,14,ft,,,Sample,SECCHI10302025,,
33.799999999999997,ft,Orange,Conway South,3,04/27/2025,09:41:59 AM,EST,14,ft,,,Sample,SECCHI10302025,,
21.3,ft,Orange,Conway South,1,07/27/2025,08:47:59 AM,EST,12.5,ft,,,Sample,SECCHI10302025,,
15.5,ft,Orange,Conway South,2,07/27/2025,09:11:00 AM,EST,12.5,ft,,,Sample,SECCHI10302025,,
34.799999999999997,ft,Orange,Conway South,3,07/27/2025,09:24:00 AM,EST,13.5,ft,,,Sample,SECCHI10302025,,
4.8,ft,Orange,East,1,07/05/2025,11:52:00 AM,EST,1.3,ft,,,Sample,SECCHI10302025,,
5,ft,Orange,East,2,07/05/2025,11:58:59 AM,EST,1.8,ft,,,Sample,SECCHI10302025,,
5.3,ft,Orange,East,3,07/05/2025,12:04:00 PM,EST,1.5,ft,,,Sample,SECCHI10302025,,
19,ft,Orange,Gatlin,1,05/15/2025,02:00:00 PM,EST,5,ft,,,Sample,SECCHI10302025,,
18.3,ft,Orange,Gatlin,2,05/15/2025,02:05:00 PM,EST,6,ft,,,Sample,SECCHI10302025,,
6,ft,Orange,Gatlin,3,05/15/2025,02:10:00 PM,EST,4,ft,,,Sample,SECCHI10302025,,
21,ft,Orange,Ivanhoe East,2,06/03/2025,10:30:00 AM,EST,10,ft,,,Sample,SECCHI10302025,,
18,ft,Orange,Ivanhoe Middle,2,06/03/2025,10:59:59 AM,EST,10,ft,,,Sample,SECCHI10302025,,
24,ft,Orange,Ivanhoe West,2,06/03/2025,11:09:59 AM,EST,12,ft,,,Sample,SECCHI10302025,,
24,ft,Orange,Killarney,1,07/26/2025,11:33:00 AM,EST,5,ft,,,Sample,SECCHI10302025,,
7,ft,Orange,Killarney,2,07/26/2025,11:42:00 AM,EST,6,ft,,,Sample,SECCHI10302025,,
22.5,ft,Orange,Killarney,3,07/26/2025,11:48:00 AM,EST,6,ft,,,Sample,SECCHI10302025,,
25,ft,Orange,Marsha,1,08/07/2025,01:42:00 PM,EST,10,ft,,,Sample,SECCHI10302025,,
25,ft,Orange,Marsha,2,08/07/2025,01:47:00 PM,EST,13,ft,,,Sample,SECCHI10302025,,
25,ft,Orange,Marsha,3,08/07/2025,01:54:00 PM,EST,10,ft,,,Sample,SECCHI10302025,,
18,ft,Orange,Ola,1,08/10/2025,05:15:00 PM,EST,9.5,ft,,,Sample,SECCHI10302025,,
15,ft,Orange,Ola,2,08/10/2025,05:25:00 PM,EST,9.8,ft,,,Sample,SECCHI10302025,,
13.5,ft,Orange,Ola,3,08/10/2025,05:53:00 PM,EST,9.3,ft,,,Sample,SECCHI10302025,,
23.8,ft,Orange,Osceola,1,07/28/2025,02:56:00 PM,EST,8,ft,,,Sample,SECCHI10302025,,
21.5,ft,Orange,Osceola,2,07/28/2025,03:02:00 PM,EST,8,ft,,,Sample,SECCHI10302025,,
19,ft,Orange,Osceola,3,07/28/2025,03:06:00 PM,EST,8,ft,,,Sample,SECCHI10302025,,
2.8,ft,Orange,Waumpi,1,07/21/2025,12:16:00 PM,EST,2.8,ft,,S,Sample,SECCHI10302025,,
3.3,ft,Orange,Waumpi,2,07/21/2025,12:41:00 PM,EST,3,ft,,,Sample,SECCHI10302025,,
3,ft,Orange,Waumpi,3,07/21/2025,01:49:59 PM,EST,2,ft,,,Sample,SECCHI10302025,,
3,ft,Orange,Waumpi,1,08/10/2025,09:45:00 AM,EST,3,ft,,S,Sample,SECCHI10302025,,
3,ft,Orange,Waumpi,2,08/10/2025,10:33:00 AM,EST,2.5,ft,,,Sample,SECCHI10302025,,
3,ft,Orange,Waumpi,3,08/10/2025,11:42:59 AM,EST,2.5,ft,,,Sample,SECCHI10302025,,
6,ft,Orange,Weldona,1,05/28/2025,08:30:00 AM,EST,4,ft,,,Sample,SECCHI10302025,,
5,ft,Orange,Weldona,2,05/28/2025,08:35:00 AM,EST,4,ft,,,Sample,SECCHI10302025,,
8,ft,Orange,Weldona,3,05/28/2025,08:40:00 AM,EST,4,ft,,,Sample,SECCHI10302025,,
21,ft,Orange,Whitney,1,09/02/2025,08:50:00 AM,EST,,ft,,,Sample,SECCHI10302025,,
23,ft,Orange,Whitney,2,09/02/2025,08:40:00 AM,EST,,ft,,,Sample,SECCHI10302025,,
22.3,ft,Orange,Whitney,3,09/02/2025,08:30:00 AM,EST,,ft,,,Sample,SECCHI10302025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10062025,,
1,m,Pasco,PAS-ARI,1,09/10/2025,10:50:00 AM,EST,1,m,,S,Sample,SECCHI10062025,,
1.2,m,Pasco,PAS-ARI,2,09/10/2025,10:21:00 AM,EST,1.2,m,,S,Sample,SECCHI10062025,,
1.5,m,Pasco,PAS-ARI,3,09/10/2025,10:38:00 AM,EST,1.5,m,,S,Sample,SECCHI10062025,,
1.7,m,Pasco,PAS-ARI,4,09/10/2025,11:38:00 AM,EST,1.7,m,,S,Sample,SECCHI10062025,,
0.4,m,Pasco,PAS-ARI,5,09/10/2025,10:00:00 AM,EST,0.4,m,,S,Sample,SECCHI10062025,,
1.9,m,Pasco,PAS-ARI,6,09/10/2025,11:48:00 AM,EST,1.9,m,,S,Sample,SECCHI10062025,,
0.7,m,Pasco,PAS-ARI,7,09/10/2025,09:46:00 AM,EST,0.7,m,,S,Sample,SECCHI10062025,,
0.8,m,Pasco,PAS-ARI,8,09/10/2025,11:04:00 AM,EST,0.8,m,,S,Sample,SECCHI10062025,,
1.6,m,Pasco,PAS-ARI,9,09/10/2025,11:16:00 AM,EST,1.6,m,,S,Sample,SECCHI10062025,,
2.2999999999999998,m,Pasco,PAS-ARI,10,09/10/2025,11:26:00 AM,EST,2.3,m,,S,Sample,SECCHI10062025,,
2.4,m,Pasco,PAS-HUD,1,09/10/2025,12:01:00 PM,EST,2.4,m,,S,Sample,SECCHI10062025,,
1,m,Pasco,PAS-HUD,2,09/10/2025,09:31:00 AM,EST,1,m,,S,Sample,SECCHI10062025,,
3.2,m,Pasco,PAS-HUD,3,09/10/2025,12:13:00 PM,EST,3.2,m,,S,Sample,SECCHI10062025,,
1.8,m,Pasco,PAS-HUD,4,09/10/2025,09:14:00 AM,EST,1.8,m,,S,Sample,SECCHI10062025,,
1,m,Pasco,PAS-HUD,5,09/10/2025,09:01:00 AM,EST,1,m,,S,Sample,SECCHI10062025,,
2.7,m,Pasco,PAS-HUD,6,09/10/2025,12:24:00 PM,EST,2.7,m,,S,Sample,SECCHI10062025,,
1.5,m,Pasco,PAS-HUD,7,09/10/2025,01:16:00 PM,EST,1.5,m,,S,Sample,SECCHI10062025,,
3,m,Pasco,PAS-HUD,8,09/10/2025,12:37:00 PM,EST,3,m,,S,Sample,SECCHI10062025,,
1.7,m,Pasco,PAS-HUD,9,09/10/2025,01:01:00 PM,EST,1.7,m,,S,Sample,SECCHI10062025,,
2.2999999999999998,m,Pasco,PAS-HUD,10,09/10/2025,12:49:00 PM,EST,2.3,m,,S,Sample,SECCHI10062025,,
,m,,,CCV1,,,,,m,,,QAQC,SECCHI10062025,,
,m,,,MLBK2,,,,,m,,,QAQC,SECCHI10062025,,
1.5,m,Pasco,PAS-PIT,1,09/04/2025,08:44:00 AM,EST,0.5,m,,,Sample,SECCHI10062025,,
2.6,m,Pasco,PAS-PIT,2,09/04/2025,09:20:00 AM,EST,1.1,m,,,Sample,SECCHI10062025,,
1.3,m,Pasco,PAS-PIT,3,09/04/2025,01:28:00 PM,EST,1.3,m,,S,Sample,SECCHI10062025,,
2.4,m,Pasco,PAS-PIT,4,09/04/2025,10:08:00 AM,EST,2.4,m,,S,Sample,SECCHI10062025,,
2.4,m,Pasco,PAS-PIT,5,09/04/2025,10:21:00 AM,EST,2.4,m,,S,Sample,SECCHI10062025,,
2.4,m,Pasco,PAS-PIT,6,09/04/2025,09:54:00 AM,EST,2.4,m,,S,Sample,SECCHI10062025,,
1.7,m,Pasco,PAS-PIT,7,09/04/2025,09:41:59 AM,EST,1.7,m,,S,Sample,SECCHI10062025,,
1.8,m,Pasco,PAS-PIT,8,09/04/2025,01:16:00 PM,EST,1.8,m,,S,Sample,SECCHI10062025,,
1,m,Pasco,PAS-PIT,9,09/04/2025,01:02:59 PM,EST,1,m,,S,Sample,SECCHI10062025,,
3,m,Pasco,PAS-PIT,10,09/04/2025,10:35:00 AM,EST,3,m,,S,Sample,SECCHI10062025,,
6.5,ft,Polk,Daisy,1,07/21/2025,11:38:00 AM,EST,6.5,ft,,S,Sample,SECCHI10062025,,
12.5,ft,Polk,Daisy,2,07/21/2025,11:44:00 AM,EST,10,ft,,,Sample,SECCHI10062025,,
12.5,ft,Polk,Daisy,3,07/21/2025,11:48:00 AM,EST,10,ft,,,Sample,SECCHI10062025,,
22.5,ft,Polk,Eagle,1,08/19/2025,10:10:00 AM,EST,2.5,ft,,,Sample,SECCHI10062025,,
25.8,ft,Polk,Eagle,2,08/19/2025,10:20:00 AM,EST,2.8,ft,,,Sample,SECCHI10062025,,
22.3,ft,Polk,Eagle,3,08/19/2025,10:59:59 AM,EST,3,ft,,,Sample,SECCHI10062025,,
9.5,ft,Polk,Fannie,1,07/03/2025,09:55:00 AM,EST,3,ft,,,Sample,SECCHI10062025,,
9.5,ft,Polk,Fannie,2,07/03/2025,10:10:00 AM,EST,2.8,ft,,,Sample,SECCHI10062025,,
10.5,ft,Polk,Fannie,3,07/03/2025,10:20:00 AM,EST,2.8,ft,,,Sample,SECCHI10062025,,
8.5,ft,Polk,Fannie,1,08/05/2025,10:59:59 AM,EST,2.8,ft,,,Sample,SECCHI10062025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10062025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI10062025,,
9.8000000000000007,ft,Polk,Fannie,2,08/05/2025,11:15:00 AM,EST,2.8,ft,,,Sample,SECCHI10062025,,
9.5,ft,Polk,Fannie,3,08/05/2025,11:30:00 AM,EST,2.8,ft,,,Sample,SECCHI10062025,,
5.5,ft,Polk, Garfield,1,08/03/2025,09:00:00 AM,EST,1.5,ft,,,Sample,SECCHI10062025,,
5.5,ft,Polk, Garfield,2,08/03/2025,09:24:00 AM,EST,1.8,ft,,,Sample,SECCHI10062025,,
5.8,ft,Polk, Garfield,3,08/03/2025,09:50:00 AM,EST,1.5,ft,,,Sample,SECCHI10062025,,
9.3000000000000007,ft,Polk,Lulu,1,08/19/2025,12:00:00 PM,EST,2.5,ft,,,Sample,SECCHI10062025,,
10.3,ft,Polk,Lulu,2,08/19/2025,12:05:00 PM,EST,2.5,ft,,,Sample,SECCHI10062025,,
10,ft,Polk,Lulu,3,08/19/2025,12:10:00 PM,EST,2.8,ft,,,Sample,SECCHI10062025,,
7.5,ft,Polk,May,1,08/20/2025,11:26:00 AM,EST,2.3,ft,,,Sample,SECCHI10062025,,
7.5,ft,Polk,May,2,08/20/2025,11:29:00 AM,EST,2,ft,,,Sample,SECCHI10062025,,
7.3,ft,Polk,May,3,08/20/2025,11:31:00 AM,EST,2.5,ft,,,Sample,SECCHI10062025,,
