Study,County,Lake,Station,Monitoring_Location_ID
LW,Miami-Dade,Sky,1,Mia-Sky-1
LW,Miami-Dade,Sky,2,Mia-Sky-2
LW,Miami-Dade,Sky,3,Mia-Sky-3
LW,Miami-Dade,Snapper Creek Park,1,Mia-SnapperC-1
LW,Miami-Dade,Snapper Creek Park,2,Mia-SnapperC-2
LW,Miami-Dade,Snapper Creek Park,3,Mia-SnapperC-3
LW,Miami-Dade,Snook Pond,1,Mia-SnookPon-1
LW,Miami-Dade,Snook Pond,2,Mia-SnookPon-2
LW,Miami-Dade,Snook Pond,3,Mia-SnookPon-3
LW,Miami-Dade,Sunrise,1,Mia-Sunrise-1
LW,Miami-Dade,Sunrise,2,Mia-Sunrise-2
LW,Miami-Dade,Sunrise,3,Mia-Sunrise-3
LW,Miami-Dade,Whispering Pines,1,Mia-WhisperP-1
LW,Miami-Dade,Whispering Pines,2,Mia-WhisperP-2
LW,Miami-Dade,Whispering Pines,3,Mia-WhisperP-3
LW,Monroe,Blackwater Canal-1,1,Mon-Bl-Canal-1
LW,Monroe,Blackwater Canal-2,1,Mon-Bl-Canal-2
LW,Monroe,Blackwater Canal-3,1,Mon-Bl-Canal-3
LW,Monroe,Blackwater Sound-1,1,Mon-Bl-Sound-1
LW,Monroe,Blackwater Sound-2,1,Mon-Bl-Sound-2
LW,Monroe,Blackwater Sound-3,1,Mon-Bl-Sound-3
LW,Monroe,Cudjoe Regional-C21,1,Mon-CuR-C21
LW,Monroe,Cudjoe Regional-C22,1,Mon-CuR-C22
LW,Monroe,Cudjoe Regional-C24,1,Mon-CuR-C24
LW,Monroe,Cudjoe Regional-C25,1,Mon-CuR-C25
LW,Monroe,Cudjoe Regional-C26,1,Mon-CuR-C26
LW,Monroe,Cudjoe Regional-CK1,1,Mon-CuR-CK1
LW,Monroe,Cudjoe Regional-CK14,1,Mon-CuR-CK14
LW,Monroe,Cudjoe Regional-CK2,1,Mon-CuR-CK2
LW,Monroe,Cudjoe Regional-CK3,1,Mon-CuR-CK3
LW,Monroe,Cudjoe Regional-CK8,1,Mon-CuR-CK8
LW,Monroe,Cudjoe-1,1,Mon-Cu-Cudjoe-1
LW,Monroe,Cudjoe-10,1,Mon-Cu-Cudjo-10
LW,Monroe,Cudjoe-11,1,Mon-Cu-Cudjo-11
LW,Monroe,Cudjoe-12,1,Mon-Cu-Cudjo-12
LW,Monroe,Cudjoe-13,1,Mon-Cu-Cudjo-13
LW,Monroe,Cudjoe-2,1,Mon-Cu-Cudjoe-2
LW,Monroe,Cudjoe-3,1,Mon-Cu-Cudjoe-3
LW,Monroe,Cudjoe-4,1,Mon-Cu-Cudjoe-4
LW,Monroe,Cudjoe-5,1,Mon-Cu-Cudjoe-5
LW,Monroe,Cudjoe-6,1,Mon-Cu-Cudjoe-6
LW,Monroe,Cudjoe-7,1,Mon-Cu-Cudjoe-7
LW,Monroe,Cudjoe-8,1,Mon-Cu-Cudjoe-8
LW,Monroe,Cudjoe-9,1,Mon-Cu-Cudjoe-9
LW,Monroe,Desbiens,1,Mon-Desbiens-1
LW,Monroe,Desbiens,2,Mon-Desbiens-2
LW,Monroe,Desbiens,3,Mon-Desbiens-3
LW,Monroe,Dove-1,1,Mon-Do-Dove-1
LW,Monroe,Dove-2,1,Mon-Do-Dove-2
LW,Monroe,Dove-3,1,Mon-Do-Dove-3
LW,Monroe,Harry Harris Park Canal-1,1,Mon-Ha-Canal-1
LW,Monroe,Harry Harris Park Canal-2,1,Mon-Ha-Canal-2
LW,Monroe,Harry Harris Park Canal-3,1,Mon-Ha-Canal-3
LW,Monroe,Harry Harris Park Canal-artesian upswell,1,
LW,Monroe,Key West Pond,1,Mon-KeyW-Pd-1
LW,Monroe,Key West Pond,2,Mon-KeyW-Pd-2
LW,Monroe,Marathon-1,1,Mon-Marathon-1
LW,Monroe,Marathon-2,1,Mon-Marathon-2
LW,Monroe,Marathon-3,1,Mon-Marathon-3
LW,Monroe,Northside,1,Mon-Northside-1
LW,Monroe,Northside,2,Mon-Northside-2
LW,Monroe,Ocean Shore-1,1,Mon-Oc-Shore-1
LW,Monroe,Ocean Shore-2,1,Mon-Oc-Shore-2
LW,Monroe,Ocean Shore-3,1,Mon-Oc-Shore-3
LW,Monroe,Pine Channel-1,1,Mon-Pi-hannel-1
LW,Monroe,Pine Channel-2,1,Mon-Pi-hannel-2
LW,Monroe,Pine Channel-3,1,Mon-Pi-hannel-3
LW,Monroe,Pine Channel-4,1,Mon-Pi-hannel-4
LW,Monroe,Ramrod Key-1,1,Mon-Ra-odKey-1
LW,Monroe,Ramrod Key-10,1,Mon-Ra-odKey-10
LW,Monroe,Ramrod Key-11,1,Mon-Ra-odKey-11
LW,Monroe,Ramrod Key-2,1,Mon-Ra-odKey-2
LW,Monroe,Ramrod Key-3,1,Mon-Ra-odKey-3
LW,Monroe,Ramrod Key-4,1,Mon-Ra-odKey-4
LW,Monroe,Ramrod Key-5,1,Mon-Ra-odKey-5
LW,Monroe,Ramrod Key-6,1,Mon-Ra-odKey-6
LW,Monroe,Ramrod Key-7,1,Mon-Ramrod Ke-1
LW,Monroe,Ramrod Key-8,1,Mon-Ra-odKey-8
LW,Monroe,Ramrod Key-9,1,Mon-Ra-odKey-9
LW,Monroe,Stock Island-1,1,Mon-StockIs-1
LW,Monroe,Stock Island-2,1,Mon-StockIs-2
LW,Monroe,Stock Island-3,1,Mon-StockIs-3
LW,Monroe,Stock Island-4,1,Mon-StockIs-4
LW,Monroe,Sugarloaf A-1,1,Mon-Su-loafA-1
LW,Monroe,Sugarloaf A-2,1,Mon-Su-loafA-2
LW,Monroe,Sugarloaf A-3,1,Mon-Su-loafA-3
LW,Monroe,Sugarloaf B-1,1,Mon-Su-loafB-1
LW,Monroe,Sugarloaf B-2,1,Mon-Su-loafB-2
LW,Monroe,Sugarloaf B-3,1,Mon-Su-loafB-3
LW,Monroe,Sugarloaf C-1,1,Mon-Su-loafC-1
LW,Monroe,Sugarloaf C-2,1,Mon-Su-loafC-2
LW,Monroe,Sugarloaf C-3,1,Mon-Su-loafC-3
LW,Monroe,Sugarloaf D-1,1,Mon-Su-loafD-1
LW,Monroe,Sugarloaf D-2,1,Mon-Su-loafD-2
LW,Monroe,Sugarloaf D-3,1,Mon-Su-loafD-3
LW,Monroe,Sugarloaf E-1,1,Mon-Su-loafE-1
LW,Monroe,Sugarloaf E-2,1,Mon-Su-loafE-2
LW,Monroe,Sugarloaf E-3,1,Mon-Su-loafE-3
LW,Monroe,Sugarloaf F-1,1,Mon-Su-loafF-1
LW,Monroe,Sugarloaf F-2,1,Mon-Su-loafF-2
LW,Monroe,Sugarloaf F-3,1,Mon-Su-loafF-3
LW,Monroe,Sugarloaf G-1,1,Mon-Su-loafG-1
LW,Monroe,Sugarloaf G-2,1,Mon-Su-loafG-2
LW,Monroe,Sugarloaf G-3,1,Mon-Su-loafG-3
LW,Monroe,Sugarloaf H-1,1,Mon-Su-loafH-1
LW,Monroe,Sugarloaf H-2,1,Mon-Su-loafH-2
LW,Monroe,Sugarloaf H-3,1,Mon-Su-loafH-3
LW,Monroe,Sugarloaf J-1,1,Mon-Su-loafJ-1
LW,Monroe,Sugarloaf J-2,1,Mon-Su-loafJ-2
LW,Monroe,Sugarloaf J-3,1,Mon-Su-loafJ-3
LW,Monroe,Sugarloaf K-1,1,Mon-Su-loafK-1
LW,Monroe,Sugarloaf K-2,1,Mon-Su-loafK-2
LW,Monroe,Sugarloaf K-3,1,Mon-Su-loafK-3
LW,Monroe,Sugarloaf L-1,1,Mon-Su-loafL-1
LW,Monroe,Sugarloaf L-2,1,Mon-Su-loafL-2
LW,Monroe,Sugarloaf L-3,1,Mon-Su-loafL-3
LW,Monroe,Sugarloaf M-1,1,Mon-Su-loafM-1
LW,Monroe,Sugarloaf N-1,1,Mon-Su-loafN-1
LW,Monroe,Sugarloaf O-1,1,Mon-Su-loafO-1
LW,Monroe,Sugarloaf O-2,1,Mon-Su-loafO-2
LW,Monroe,Sugarloaf West,1,Mon-Su-loafW-1
LW,Monroe,Tarpon Basin-1,1,Mon-Ta-Basin-1
LW,Monroe,Tarpon Basin-2,1,Mon-Ta-Basin-2
LW,Monroe,Tarpon Basin-3,1,Mon-Ta-Basin-3
LW,Monroe,Tavernier-1,1,Mon-Ta-ernier-1
LW,Monroe,Tavernier-10,1,Mon-ernier-10-1
LW,Monroe,Tavernier-2,1,Mon-Ta-ernier-2
LW,Monroe,Tavernier-3,1,Mon-Ta-ernier-3
LW,Monroe,Tavernier-4,1,Mon-vernier-4-1
LW,Monroe,Tavernier-5,1,Mon-vernier-5-1
LW,Monroe,Tavernier-6,1,Mon-vernier-6-1
LW,Monroe,Tavernier-7,1,Mon-vernier-7-1
LW,Monroe,Tavernier-8,1,Mon-vernier-8-1
LW,Monroe,Tavernier-9,1,Mon-vernier-9-1
LW,Nassau,East Nassau,1,Nas-EastNass-1
LW,Nassau,East Nassau,2,Nas-EastNass-2
LW,Nassau,East Nassau,3,Nas-EastNass-3
LW,Nassau,Ocean View Pond,1,Nas-OceanViewPd-1
LW,Okaloosa,Bass,1,Oka-CB-Bass-1
LW,Okaloosa,Bass,2,Oka-CB-Bass-2
LW,Okaloosa,CBA Bolton Canal-1,1,Oka-CB-BoltoC-1
LW,Okaloosa,CBA CTP-1,1,Oka-CB-CTP-1
LW,Okaloosa,CBA CTP-2,1,Oka-CB-CTP-2
LW,Okaloosa,CBA CTP-3,1,Oka-CB-CTP-3
LW,Okaloosa,CBA CTP-4,1,Oka-CB-CTP-4
LW,Okaloosa,CBA CTP-5,1,Oka-CB-CTP-5
LW,Okaloosa,CBA CTP-6,1,Oka-CB-CTP-6
LW,Okaloosa,CBA Destin-1,1,Oka-CB-Destin-1
LW,Okaloosa,CBA Destin-11,1,Oka-CB-estin-11
LW,Okaloosa,CBA Destin-12,1,Oka-CB-estin-12
LW,Okaloosa,CBA Destin-13,1,Oka-CB-estin-13
LW,Okaloosa,CBA Destin-2,1,Oka- Destin-2-1
LW,Okaloosa,CBA Destin-3,1,Oka-CB-Destin-3
LW,Okaloosa,CBA Destin-4,1,Oka-CB-Destin-4
LW,Okaloosa,CBA Ft. Walton Beach-1,1,Oka-n Beach-1-1
LW,Okaloosa,CBA Ft. Walton Beach-10,1,Oka-CB-Beach-10
LW,Okaloosa,CBA Ft. Walton Beach-11,1,Oka-CB-Beach-11
LW,Okaloosa,CBA Ft. Walton Beach-12,1,Oka-CB-Beach-12
LW,Okaloosa,CBA Ft. Walton Beach-13,1,Oka-CB-Beach-13
LW,Okaloosa,CBA Ft. Walton Beach-14,1,Oka-CB-Beach-14
LW,Okaloosa,CBA Ft. Walton Beach-15,1,Oka-CB-Beach-15
LW,Okaloosa,CBA Ft. Walton Beach-16,1,Oka-CB-Beach-16
LW,Okaloosa,CBA Ft. Walton Beach-17,1,Oka-CB-Beach-17
LW,Okaloosa,CBA Ft. Walton Beach-18,1,Oka-CB-Beach-18
LW,Okaloosa,CBA Ft. Walton Beach-19,1,Oka-CB-Beach-19
LW,Okaloosa,CBA Ft. Walton Beach-2,1,Oka-CB-Beach-2
LW,Okaloosa,CBA Ft. Walton Beach-3,1,Oka-CB-Beach-3
LW,Okaloosa,CBA Ft. Walton Beach-4,1,Oka-CB-Beach-4
LW,Okaloosa,CBA Ft. Walton Beach-5,1,Oka-n Beach-5-1
LW,Okaloosa,CBA Ft. Walton Beach-6,1,Oka-CB-Beach-6
LW,Okaloosa,CBA Ft. Walton Beach-7,1,Oka-CB-Beach-7
LW,Okaloosa,CBA Ft. Walton Beach-8,1,Oka-CB-Beach-8
LW,Okaloosa,CBA Ft. Walton Beach-9,1,Oka-CB-Beach-9
LW,Okaloosa,CBA GAP-1,1,Oka-CBA-GAP-1-1
LW,Okaloosa,CBA GAP-2,1,Oka-CBA-GAP-2-1
LW,Okaloosa,CBA GAP-3,1,Oka-CBA-GAP-3-1
LW,Okaloosa,CBA Gulf of Mexico-10,1,Oka-CB-GM-10-1
LW,Okaloosa,CBA Gulf of Mexico-2,1,Oka-CB-GM-2-1
LW,Okaloosa,CBA Gulf of Mexico-4,1,Oka-CB-GM-4-1
LW,Okaloosa,CBA Gulf of Mexico-6,1,Oka-CB-GM-6-1
LW,Okaloosa,CBA Gulf of Mexico-8,1,Oka-CB-GM-8-1
LW,Okaloosa,CBA Kidd Bayou-1,1,Oka-CB-KiddB-1
LW,Okaloosa,CBA Kidd Bayou-2,1,Oka-CB-KiddB-2
LW,Okaloosa,CBA Niceville-1,1,Oka-CB-eville-1
LW,Okaloosa,CBA Niceville-10,1,Oka-eville-10-1
LW,Okaloosa,CBA Niceville-11,1,Oka-CB-ville-11
LW,Okaloosa,CBA Niceville-12,1,Oka-CB-ville-12
LW,Okaloosa,CBA Niceville-13,1,Oka-CB-ville-13
LW,Okaloosa,CBA Niceville-14,1,Oka-CB-ville-14
LW,Okaloosa,CBA Niceville-2,1,Oka-ceville-2-1
LW,Okaloosa,CBA Niceville-3,1,Oka-CB-eville-3
LW,Okaloosa,CBA Niceville-4,1,Oka-CB-eville-4
LW,Okaloosa,CBA Niceville-5,1,Oka-CB-eville-5
LW,Okaloosa,CBA Niceville-6,1,Oka-CB-eville-6
LW,Okaloosa,CBA Niceville-7,1,Oka-ceville-7-1
LW,Okaloosa,CBA Niceville-8,1,Oka-ceville-8-1
LW,Okaloosa,CBA Niceville-9,1,Oka-CB-eville-9
LW,Okaloosa,CBA OKA-4,1,Oka-CBA-OKA-4-1
LW,Okaloosa,CBA OKA-5,1,Oka-CBA-OKA-5-1
LW,Okaloosa,CBA OKA-6,1,Oka-CBA-OKA-6-1
LW,Okaloosa,CBA OKA-7,1,Oka-CBA-OKA-7-1
LW,Okaloosa,CBA OKA-8,1,Oka-CBA-OKA-8-1
LW,Okaloosa,CBA Santa Rosa Sound-1,1,Oka-CB-SanRoS-1
LW,Okaloosa,CBA Santa Rosa Sound-2,1,Oka-CB-SanRoS-2
LW,Okaloosa,CBA Santa Rosa Sound-3,1,Oka-CB-SanRoS-3
LW,Okaloosa,CBA Shoal River-1,1,Oka-CB-ShoalR-1
LW,Okaloosa,CBA Shoal River-2,1,Oka-CB-ShoalR-2
LW,Okaloosa,CBA Shoal River-3,1,Oka-CB-ShoalR-3
LW,Okaloosa,CBA TKY-1,1,Oka-CBA-TKY-1-1
LW,Okaloosa,CBA TKY-2,1,Oka-CBA-TKY-2-1
LW,Okaloosa,CBA TKY-3,1,Oka-CBA-TKY-3-1
LW,Okaloosa,Coleman,1,Oka-Coleman-1
LW,Okaloosa,Coleman,2,Oka-Coleman-2
LW,Okaloosa,Coleman,3,Oka-Coleman-3
LW,Okaloosa,Earl,1,Oka-CB-Earl-1-1
LW,Okaloosa,Earl,2,Oka-CB-Earl-2-1
LW,Okaloosa,Earl,3,Oka-CB-Earl-3-1
LW,Okaloosa,Earl,4,Oka-CB-Earl-4-1
LW,Okaloosa,Grass,1,Oka-Grass-1
LW,Okaloosa,Grass,2,Oka-Grass-2
LW,Okaloosa,Hurricane,1,Oka-Hurricane-1
LW,Okaloosa,Hurricane,2,Oka-Hurricane-2
LW,Okaloosa,Hurricane,3,Oka-Hurricane-3
LW,Okaloosa,Hurricane,4,Oka-Hurricane-4
LW,Okaloosa,Karick,1,Oka-Karick-1
LW,Okaloosa,Karick,2,Oka-Karick-2
LW,Okaloosa,Karick,3,Oka-Karick-3
LW,Okaloosa,Kell-Aire,1,Oka-Kell-Aire-1
LW,Okaloosa,Kell-Aire,2,Oka-Kell-Aire-2
LW,Okaloosa,Kell-Aire,3,Oka-Kell-Aire-3
LW,Okaloosa,Quail,1,Oka-Quail-1
LW,Okaloosa,Quail,2,Oka-Quail-2
LW,Okaloosa,Quail,3,Oka-Quail-3
LW,Okaloosa,Roberts,1,Oka-Roberts-1
LW,Okaloosa,Roberts,2,Oka-Roberts-2
LW,Okaloosa,Roberts,3,Oka-Roberts-3
LW,Okaloosa,Spring,1,Oka-Spring-1
LW,Okaloosa,Spring,2,Oka-Spring-2
LW,Okaloosa,Spring,3,Oka-Spring-3
LW,Okaloosa,Swift Creek-1,1,Oka-SwiftCr-1-1
LW,Okaloosa,Swift Creek-1A,1,Oka-SwiftC-1A-1
LW,Okaloosa,Swift Creek-2,1,Oka-SwiftCr-2-1
LW,Okaloosa,Swift Creek-2A,1,Oka-SwiftC-2A-1
LW,Okaloosa,Swift Creek-3,1,Oka-SwiftCr-3-1
LW,Okaloosa,Swift Creek-4,1,Oka-SwiftCr-4-1
LW,Orange,Adair,1,Ora-Adair-1
LW,Orange,Adair,2,Ora-Adair-2
LW,Orange,Adair,3,Ora-Adair-3
LW,Orange,Angelina,1,Ora-Angelina-1
LW,Orange,Angelina,2,Ora-Angelina-2
LW,Orange,Angelina,3,Ora-Angelina-3
LW,Orange,Apopka,1,Ora-Apopka-1
LW,Orange,Apopka,2,Ora-Apopka-2
LW,Orange,Apopka,3,Ora-Apopka-3
LW,Orange,Apopka South,1,Ora-ApopkaS-1
LW,Orange,Apopka South,2,Ora-ApopkaS-2
LW,Orange,Apopka South,3,Ora-ApopkaS-3
LW,Orange,Arnold,1,Ora-Arnold-1
LW,Orange,Arnold,2,Ora-Arnold-2
LW,Orange,Arnold,3,Ora-Arnold-3
LW,Orange,Asbury,1,Ora-Asbury-1
LW,Orange,Asbury,2,Ora-Asbury-2
LW,Orange,Asbury,3,Ora-Asbury-3
LW,Orange,Avalon,1,Ora-Avalon-1
LW,Orange,Avalon,2,Ora-Avalon-2
LW,Orange,Avalon,3,Ora-Avalon-3
LW,Orange,Avalon,4,Ora-Avalon-4
LW,Orange,Avalon East,1,Ora-AvalonEast-1
LW,Orange,Avalon East,2,Ora-AvalonEast-2
LW,Orange,Baldwin,1,Ora-Baldwin-1
LW,Orange,Baldwin,2,Ora-Baldwin-2
LW,Orange,Baldwin,3,Ora-Baldwin-3
LW,Orange,Barton,1,Ora-Barton-1
LW,Orange,Barton,2,Ora-Barton-2
LW,Orange,Barton,3,Ora-Barton-3
LW,Orange,Bay,1,Ora-Bay-1
LW,Orange,Bay,2,Ora-Bay-2
LW,Orange,Bay,3,Ora-Bay-3
LW,Orange,Bay-special sample A,1,
LW,Orange,Bay-special sample B,1,
LW,Orange,Bell,1,Ora-Bell-1
LW,Orange,Bell,2,Ora-Bell-2
LW,Orange,Bell,3,Ora-Bell-3
LW,Orange,Bennett,1,Ora-Bennett-1
LW,Orange,Bennett,2,Ora-Bennett-2
LW,Orange,Bennett,3,Ora-Bennett-3
LW,Orange,Bessie,1,Ora-Bessie-1
LW,Orange,Bessie,2,Ora-Bessie-2
LW,Orange,Bessie,3,Ora-Bessie-3
LW,Orange,Big Sand,1,Ora-BigSand-1
LW,Orange,Big Sand,2,Ora-BigSand-2
LW,Orange,Big Sand,3,Ora-BigSand-3
LW,Orange,Big Sand Bay,1,Ora-BigSandB-1
LW,Orange,Big Sand Bay,2,Ora-BigSandB-2
LW,Orange,Big Sand Bay,3,Ora-BigSandB-3
LW,Orange,Black,1,Ora-Black-1
LW,Orange,Black,2,Ora-Black-2
LW,Orange,Black,3,Ora-Black-3
LW,Orange,Blanche,1,Ora-Blanche-1
LW,Orange,Blanche,2,Ora-Blanche-2
LW,Orange,Blanche,3,Ora-Blanche-3
LW,Orange,Blue,1,Ora-Blue-1
LW,Orange,Blue,2,Ora-Blue-2
LW,Orange,Blue,3,Ora-Blue-3
LW,Orange,Boers,1,Ora-Boers-1
LW,Orange,Boers,2,Ora-Boers-2
LW,Orange,Boers,3,Ora-Boers-3
LW,Orange,Burkett,1,Ora-Burkett-1
LW,Orange,Burkett,2,Ora-Burkett-2
LW,Orange,Burkett,3,Ora-Burkett-3
LW,Orange,Butler,1,Ora-Butler-1
LW,Orange,Butler,2,Ora-Butler-2
LW,Orange,Butler,3,Ora-Butler-3
LW,Orange,C,1,Ora-C-1
LW,Orange,C,2,Ora-C-2
LW,Orange,C,3,Ora-C-3
LW,Orange,Cane,1,Ora-Cane-1
LW,Orange,Cane,2,Ora-Cane-2
LW,Orange,Cane,3,Ora-Cane-3
LW,Orange,Carlton,1,Ora-Carlton-1
LW,Orange,Carlton,2,Ora-Carlton-2
LW,Orange,Carlton,3,Ora-Carlton-3
LW,Orange,Cay Dee,1,Ora-CayDee-1
LW,Orange,Cay Dee,2,Ora-CayDee-2
LW,Orange,Cay Dee,3,Ora-CayDee-3
LW,Orange,Cay Dee North,1,Ora-CayDeeN-1
LW,Orange,Cay Dee North,2,Ora-CayDeeN-2
LW,Orange,Cay Dee North,3,Ora-CayDeeN-3
LW,Orange,Cay Dee South,1,Ora-CayDeeS-1
LW,Orange,Cay Dee South,2,Ora-CayDeeS-2
LW,Orange,Cay Dee South,3,Ora-CayDeeS-3
LW,Orange,Cedar Forest Circle,1,Ora-CedForCr-1
LW,Orange,Cedar Forest Circle,2,Ora-CedForCr-2
LW,Orange,Cedar Forest Circle,3,Ora-CedForCr-3
LW,Orange,Charity North,1,Ora-CharityN-1
LW,Orange,Charity North,2,Ora-CharityN-2
LW,Orange,Charity North,3,Ora-CharityN-3
LW,Orange,Chase,1,Ora-Chase-1
LW,Orange,Chase,2,Ora-Chase-2
LW,Orange,Chase,3,Ora-Chase-3
LW,Orange,Chaudoin,1,Ora-Chaudoin-1
LW,Orange,Chaudoin,2,Ora-Chaudoin-2
LW,Orange,Chaudoin,3,Ora-Chaudoin-3
LW,Orange,Cherokee,1,Ora-Cherokee-1
LW,Orange,Cherokee,2,Ora-Cherokee-2
LW,Orange,Cherokee,3,Ora-Cherokee-3
LW,Orange,Christie,1,Ora-Christie-1
LW,Orange,Christie,2,Ora-Christie-2
LW,Orange,Christie,3,Ora-Christie-3
LW,Orange,Claire,1,Ora-Claire-1
LW,Orange,Claire,2,Ora-Claire-2
LW,Orange,Claire,3,Ora-Claire-3
LW,Orange,Clear,1,Ora-Clear-1
LW,Orange,Clear,2,Ora-Clear-2
LW,Orange,Clear,3,Ora-Clear-3
LW,Orange,Como,1,Ora-Como-1
LW,Orange,Como,2,Ora-Como-2
LW,Orange,Como,3,Ora-Como-3
LW,Orange,Concord,1,Ora-Concord-1
LW,Orange,Concord,2,Ora-Concord-2
LW,Orange,Concord,3,Ora-Concord-3
LW,Orange,Conway North,1,Ora-ConwayNo-1
LW,Orange,Conway North,2,Ora-ConwayNo-2
LW,Orange,Conway North,3,Ora-ConwayNo-3
LW,Orange,Conway South,1,Ora-ConwaySo-1
LW,Orange,Conway South,2,Ora-ConwaySo-2
LW,Orange,Conway South,3,Ora-ConwaySo-3
LW,Orange,Copeland,1,Ora-Copeland-1
LW,Orange,Copeland,2,Ora-Copeland-2
LW,Orange,Copeland,3,Ora-Copeland-3
LW,Orange,Crescent,1,Ora-Crescent-1
LW,Orange,Crescent,2,Ora-Crescent-2
LW,Orange,Crescent,3,Ora-Crescent-3
LW,Orange,Crystal,1,Ora-Crystal-1
LW,Orange,Crystal,2,Ora-Crystal-2
LW,Orange,Crystal,3,Ora-Crystal-3
LW,Orange,Cypress,1,Ora-Cypress-1
LW,Orange,Cypress,2,Ora-Cypress-2
LW,Orange,Cypress,3,Ora-Cypress-3
LW,Orange,Cypress South,1,Ora-CypressSo-1
LW,Orange,Cypress South,2,Ora-CypressSo-2
LW,Orange,Cypress South,3,Ora-CypressSo-3
LW,Orange,Daniel,1,Ora-Daniel-1
LW,Orange,Daniel,2,Ora-Daniel-2
LW,Orange,Daniel,3,Ora-Daniel-3
LW,Orange,Davis,1,Ora-Davis-1
LW,Orange,Davis,2,Ora-Davis-2
LW,Orange,Davis,3,Ora-Davis-3
LW,Orange,Dot,1,Ora-Dot-1
LW,Orange,Dot,2,Ora-Dot-2
LW,Orange,Dot,3,Ora-Dot-3
LW,Orange,Douglas,1,Ora-Douglas-1
LW,Orange,Douglas,2,Ora-Douglas-2
LW,Orange,Douglas,3,Ora-Douglas-3
LW,Orange,Down,1,Ora-Down-1
LW,Orange,Down,2,Ora-Down-2
LW,Orange,Down,3,Ora-Down-3
LW,Orange,Downey,1,Ora-Downey-1
LW,Orange,Downey,2,Ora-Downey-2
LW,Orange,Downey,3,Ora-Downey-3
LW,Orange,Drawdy,1,Ora-Drawdy-1
LW,Orange,Drawdy,2,Ora-Drawdy-2
LW,Orange,Drawdy,3,Ora-Drawdy-3
LW,Orange,Dream,1,Ora-Dream-1
LW,Orange,Dream,2,Ora-Dream-2
LW,Orange,Dream,3,Ora-Dream-3
LW,Orange,Druid,1,Ora-Druid-1
LW,Orange,Druid,2,Ora-Druid-2
LW,Orange,Druid,3,Ora-Druid-3
LW,Orange,East,1,Ora-East-1
LW,Orange,East,2,Ora-East-2
LW,Orange,East,3,Ora-East-3
LW,Orange,Eola,1,Ora-Eola-1
LW,Orange,Eola,2,Ora-Eola-2
LW,Orange,Eola,3,Ora-Eola-3
LW,Orange,Estelle,1,Ora-Estelle-1
LW,Orange,Estelle,2,Ora-Estelle-2
LW,Orange,Estelle,3,Ora-Estelle-3
LW,Orange,Estelle East,1,Ora-EstelleE-1
LW,Orange,Estelle East,2,Ora-EstelleE-2
LW,Orange,Estelle East,3,Ora-EstelleE-3
LW,Orange,Eulalia,1,Ora-Eulalia-1
LW,Orange,Eulalia,2,Ora-Eulalia-2
LW,Orange,Eulalia,3,Ora-Eulalia-3
LW,Orange,Eve,1,Ora-Eve-1
LW,Orange,Eve,2,Ora-Eve-2
LW,Orange,Eve,3,Ora-Eve-3
LW,Orange,Fairview,1,Ora-Fairview-1
LW,Orange,Fairview,2,Ora-Fairview-2
LW,Orange,Fairview,3,Ora-Fairview-3
LW,Orange,Fairview,4,Ora-Fairview-4
LW,Orange,Fairview South,1,Ora-FairviewSo-1
LW,Orange,Fairview South,2,Ora-FairviewSo-2
LW,Orange,Fairview South,3,Ora-FairviewSo-3
LW,Orange,Farrar,1,Ora-Farrar-1
LW,Orange,Farrar,2,Ora-Farrar-2
LW,Orange,Farrar,3,Ora-Farrar-3
LW,Orange,Fischer,1,Ora-Fischer-1
LW,Orange,Fischer,2,Ora-Fischer-2
LW,Orange,Fischer,3,Ora-Fischer-3
LW,Orange,Fish,1,Ora-Fish-1
LW,Orange,Fish,2,Ora-Fish-2
LW,Orange,Fish,3,Ora-Fish-3
LW,Orange,Flora Vista,1,Ora-FloraVist-1
LW,Orange,Flora Vista,2,Ora-FloraVist-2
LW,Orange,Flora Vista,3,Ora-FloraVist-3
LW,Orange,Floy,1,Ora-Floy-1
LW,Orange,Floy,2,Ora-Floy-2
LW,Orange,Floy,3,Ora-Floy-3
LW,Orange,Formosa,1,Ora-Formosa-1
LW,Orange,Formosa,2,Ora-Formosa-2
LW,Orange,Formosa,3,Ora-Formosa-3
LW,Orange,Fredrica,1,Ora-Fredrica-1
LW,Orange,Fredrica,2,Ora-Fredrica-2
LW,Orange,Fredrica,3,Ora-Fredrica-3
LW,Orange,Gatlin,1,Ora-Gatlin-1
LW,Orange,Gatlin,2,Ora-Gatlin-2
LW,Orange,Gatlin,3,Ora-Gatlin-3
LW,Orange,Gear,1,Ora-Gear-1
LW,Orange,Gear,2,Ora-Gear-2
LW,Orange,Gear,3,Ora-Gear-3
LW,Orange,Gem,1,Ora-Gem-1
LW,Orange,Gem,2,Ora-Gem-2
LW,Orange,Gem,3,Ora-Gem-3
LW,Orange,George,1,Ora-George-1
LW,Orange,George,2,Ora-George-2
LW,Orange,George,3,Ora-George-3
LW,Orange,Georgia,1,Ora-Georgia-1
LW,Orange,Georgia,2,Ora-Georgia-2
LW,Orange,Georgia,3,Ora-Georgia-3
LW,Orange,Giles,1,Ora-Giles-1
LW,Orange,Giles,2,Ora-Giles-2
LW,Orange,Giles,3,Ora-Giles-3
LW,Orange,Greenwood,1,Ora-Greenwood-1
