Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Total_Depth,Total Depth Unit,Analysis Method,Sample Fraction,Preparation Date,Preparation Time,Preparation Time Zone,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity Time Zone,Org_Result_Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value_Qualifier,Result Comments,Result Value Type Name,Dilution
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Hernando,Weeki Wachee-1,1,11/12/23,10:20:00 AM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,8.3,ft,FDEP FT1700,,,,,,,,Highlands,Red Beach,2,10/20/23,10:32:00 AM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,11,ft,FDEP FT1700,,,,,,,,Clay,Little Johnson,1,12/13/23,10:36:00 AM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Putnam,Enslow,3,11/28/23,11:09:00 AM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Marion,Lou,2,10/30/23,11:12:00 AM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.3,ft,FDEP FT1700,,,,,,,,Gulf,St. Joseph Bay-1,1,10/17/23,11:53:00 AM,EST,4.3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18.5,ft,FDEP FT1700,,,,,,,,Lake,Grasshopper,2,12/29/23,11:54:00 AM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,ft,FDEP FT1700,,,,,,,,Highlands,June North,1,12/20/23,11:55:00 AM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,24.5,ft,FDEP FT1700,,,,,,,,Pinellas,Winston,2,12/31/23,12:10:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18.5,ft,FDEP FT1700,,,,,,,,Putnam,Blue,1,1/18/23,12:17:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18.5,ft,FDEP FT1700,,,,,,,,Putnam,Blue,2,1/18/23,12:22:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.3,ft,FDEP FT1700,,,,,,,,Bradford,Rowell,4,11/29/23,12:26:00 PM,EST,4.3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,22,ft,FDEP FT1700,,,,,,,,Pasco,Jovita,3,1/24/24,12:41:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,5.5,ft,FDEP FT1700,,,,,,,,Hillsborough,Dan,2,9/19/23,1:35:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.25,ft,FDEP FT1700,,,,,,,,Putnam,Camp Branch-3,1,9/20/23,1:40:00 PM,EDT,4.3,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,17.3,ft,FDEP FT1700,,,,,,,,Orange,Cypress,1,12/31/23,2:33:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Cypress,1,9/24/23,2:45:00 PM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Cypress,2,9/24/23,2:58:00 PM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,8.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Holly 2,2,10/15/23,3:15:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Putnam,Camp Branch-2,1,10/31/23,3:15:00 PM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Hernando,Weeki Wachee-3,1,10/26/23,3:25:00 PM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Formosa,1,9/9/23,3:45:00 PM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Lost,2,11/12/23,4:30:00 PM,EST,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Claire,1,10/18/23,5:36:00 PM,EDT,4.3,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,12,ft,FDEP FT1700,,,,,,,,Volusia,Blue Spring-2,1,12/13/23,1:45:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Martin-1,1,7/6/23,7:50:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Osceola,Tohopekaliga East,2,11/3/23,8:00:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Osceola,Tohopekaliga East,2,9/22/23,8:14:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,7,ft,FDEP FT1700,,,,,,,,Highlands,Annie,1,1/18/24,8:15:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Collier,Islandwalk,3,11/8/23,9:17:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pinellas,Crescent,2,11/29/23,9:18:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.3,ft,FDEP FT1700,,,,,,,,Citrus,Crystal River-6,1,10/30/23,9:25:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,14.5,ft,FDEP FT1700,,,,,,,,Seminole,Clear,2,1/27/24,9:45:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Orange,Holden Canal-1,1,5/30/23,9:46:00 AM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Collier,Islandwalk,1,12/8/23,9:47:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,22.5,ft,FDEP FT1700,,,,,,,,Highlands,June North,2,11/20/23,9:50:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,11,ft,FDEP FT1700,,,,,,,,Hillsborough,Silver,2,10/22/23,9:50:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Powell,1,5/17/23,9:51:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-7,1,5/16/23,9:51:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,16.5,ft,FDEP FT1700,,,,,,,,Hillsborough,Silver,1,10/22/23,9:55:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Escambia,Perdido Bay-2,1,8/1/23,9:57:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,13,ft,FDEP FT1700,,,,,,,,Hillsborough,Silver,3,10/22/23,10:00:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Hernando,Weeki Wachee-1,1,12/9/23,10:06:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Crystal,2,8/27/23,10:07:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Orange,Holden Canal-1,1,7/21/23,10:10:00 AM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Crystal,3,8/27/23,10:13:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.5,ft,FDEP FT1700,,,,,,,,Osceola,Fish,1,11/19/23,10:14:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,20.5,ft,FDEP FT1700,,,,,,,,Highlands,Red Beach,1,10/20/23,10:15:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,ft,FDEP FT1700,,,,,,,,Seminole,Clear,2,11/28/23,10:15:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pinellas,Bellevue,1,11/16/23,10:17:00 AM,EST,4.5,,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Powell,4,5/17/23,10:22:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Deer Point,3,8/13/23,10:25:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Triplet North,1,11/29/23,10:25:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10.8,ft,FDEP FT1700,,,,,,,,Highlands,June,1,10/20/23,10:28:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pinellas,Bellevue,3,10/19/23,10:28:00 AM,EDT,4.5,,,,,,Weeds,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Powell,3,5/17/23,10:32:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Pasco,Bird,1,10/5/23,10:40:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Volusia,Waterford,3,10/18/23,10:47:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Volusia,Waterford,2,10/18/23,10:52:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Putnam,Enslow,2,11/28/23,11:01:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,5.3,ft,FDEP FT1700,,,,,,,,Highlands,Catfish Creek-2,1,12/20/23,11:04:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,21.8,ft,FDEP FT1700,,,,,,,,Lake,Wildcat,2,1/29/24,11:04:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Okaloosa,CBA Destin-3,1,8/23/23,11:05:00 AM,CST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,15.8,ft,FDEP FT1700,,,,,,,,Orange,Rose,3,12/21/23,11:08:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10.5,ft,FDEP FT1700,,,,,,,,Highlands,June,3,12/20/23,11:15:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Collier,Saddlebrook,3,11/9/23,11:23:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Escambia,Perdido Bay-2,1,9/30/23,11:23:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Gulf,St. Joseph Bay-9,1,10/17/23,11:26:00 AM,EST,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Escambia,Perdido Bay-3,1,9/30/23,11:37:00 AM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Citrus,Crystal River-2,1,10/24/23,11:42:00 AM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Okaloosa,CBA Destin-3,1,9/22/23,11:49:00 AM,CST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18.5,ft,FDEP FT1700,,,,,,,,Lake,Grasshopper,1,12/29/23,11:50:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Gulf,St. Joseph Bay-6,1,6/9/23,11:58:00 AM,EST,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,11,ft,FDEP FT1700,,,,,,,,Lake,Grasshopper,3,12/29/23,11:58:00 AM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18.5,ft,FDEP FT1700,,,,,,,,Highlands,Grassy,2,11/24/23,12:04:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,7.5,ft,FDEP FT1700,,,,,,,,Hillsborough,LeClare,2,9/30/23,12:20:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,23,ft,FDEP FT1700,,,,,,,,Pasco,Jovita,1,1/24/24,12:24:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Hog Island,3,12/15/23,12:25:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18,ft,FDEP FT1700,,,,,,,,Pasco,Jovita,2,1/24/24,12:32:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Quail Pond,1,11/29/23,12:41:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,26.5,ft,FDEP FT1700,,,,,,,,Pinellas,Winston,1,12/9/23,1:05:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10,ft,FDEP FT1700,,,,,,,,Clay,Johnson,1,10/13/23,1:07:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,24.3,ft,FDEP FT1700,,,,,,,,Pinellas,Winston,3,12/9/23,1:12:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,18,ft,FDEP FT1700,,,,,,,,Pinellas,Crescent,1,1/27/24,1:27:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Franklin,Alligator Harbor-1,1,10/27/23,1:29:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.5,ft,FDEP FT1700,,,,,,,,Highlands,Catfish Creek-3,1,1/19/24,1:52:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,6.5,ft,FDEP FT1700,,,,,,,,Highlands,Catfish Creek-2,1,1/19/24,2:00:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Holly 2,2,1/20/24,2:10:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Okaloosa,CBA TKY-1,1,8/9/23,2:20:00 PM,CDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Volusia,Waterford,1,8/17/23,2:26:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Putnam,Camp Branch-1,1,9/20/23,2:40:00 PM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Volusia,Waterford,3,8/17/23,2:44:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,17.5,ft,FDEP FT1700,,,,,,,,Lake,Grasshopper,2,1/30/24,2:52:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,28,ft,FDEP FT1700,,,,,,,,Highlands,June North,2,1/19/24,2:59:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Secret,1,10/30/23,3:08:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Cypress,3,9/24/23,3:09:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10,ft,FDEP FT1700,,,,,,,,Citrus,Hampton,2,1/5/24,3:20:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Lake,Lorraine,2,12/21/23,3:20:00 PM,EST,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Formosa,2,9/9/23,3:48:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Orange,Formosa,3,9/9/23,3:50:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Hobbs,1,12/28/23,3:56:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Seminole,Quail Pond,2,10/30/23,4:07:00 PM,EDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Escambia,Bayou Grande-1,1,9/24/23,4:08:00 PM,CDT,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Pinellas,Hewitt,1,12/27/23,4:15:00 PM,EST,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Pinellas,Hewitt,2,12/27/23,4:25:00 PM,EST,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9,ft,FDEP FT1700,,,,,,,,Citrus,Floral City,2,1/5/24,4:28:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10,ft,FDEP FT1700,,,,,,,,Highlands,Grassy,1,1/7/24,4:45:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Lake,Lorraine,3,10/29/23,5:10:00 PM,CDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,9.3,ft,FDEP FT1700,,,,,,,,Hillsborough,LeClare,2,12/12/23,5:25:00 PM,EST,4.5,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Pinellas,Hewitt,2,9/27/23,6:00:00 PM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Pinellas,Hewitt,1,9/27/23,6:10:00 PM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Pinellas,Hewitt,2,8/28/23,6:45:00 PM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.5,ft,FDEP FT1700,,,,,,,,Pinellas,Hewitt,1,8/28/23,6:55:00 PM,EDT,4.5,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,15,ft,FDEP FT1700,,,,,,,,Seminole,Clear,2,12/21/23,8:41:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Lullwater,3,6/26/23,8:51:00 AM,CDT,4.8,ft,,,,,Weeds,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,22.5,ft,FDEP FT1700,,,,,,,,Highlands,June,3,11/20/23,9:17:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,10.5,ft,FDEP FT1700,,,,,,,,Highlands,June,1,11/20/23,9:34:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,16.8,ft,FDEP FT1700,,,,,,,,Highlands,June North,3,11/20/23,9:40:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,32.8,ft,FDEP FT1700,,,,,,,,Highlands,Dinner,1,10/26/23,9:45:00 AM,EDT,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,20.3,ft,FDEP FT1700,,,,,,,,Highlands,June North,1,11/20/23,9:55:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Gulf,St. Joseph Bay-2,1,8/23/23,10:04:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,22,ft,FDEP FT1700,,,,,,,,Highlands,June,3,10/20/23,10:11:00 AM,EST,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,4.8,ft,FDEP FT1700,,,,,,,,Hillsborough,Flynn,2,9/19/23,10:16:00 AM,EDT,4.8,ft,,,,S,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Hernando,Weeki Wachee-1,1,9/10/23,10:22:00 AM,EDT,4.8,ft,,,,,,Actual,
"Depth, Secchi Disk Depth",Field,Field Testing-Discrete,Misc Field Device,,,,,FDEP FT1700,,,,,,,,Bay,Deer Point,1,5/9/23,10:26:00 AM,CDT,4.8,ft,,,,,,Actual,
