ADAPT Analyte ID,Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Analysis Method,Preparation Date,Preparation Time,Preparation Time Zone,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity Start Date,Activity Time Zone,Org Result Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value Qualifier,Result Value Type Name,Dilution
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Lillian,1,10/27/2023,EST,13,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/05/2024,10:00:00 AM,EST,03/05/2024,12:08:00 PM,EST,Highlands,Red Beach,1,10/20/2023,EST,53,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,Boot,1,01/11/2022,,22,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,Boot,1,10/29/2023,,14,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Cedar West,2,10/25/2023,,23,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Hillsborough,Dosson,1,10/02/2023,,74,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Hillsborough,Dosson,1,01/03/2024,EST,71,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Elizabeth,1,10/30/2023,,33,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Hillsborough,Estes,1,10/04/2023,,79,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Hillsborough,Estes,1,01/03/2024,EST,33,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,Forest,1,10/10/2023,,21,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Grady,1,10/24/2023,,75,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Hillsborough,Holly 2,1,10/15/2023,EST,39,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Hillsborough,Island Ford,1,01/01/2024,EST,23,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,LeClare,1,10/22/2023,,18,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Lykes Lane Pond,1,10/22/2023,,32,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,North Pond,1,10/06/2023,,22,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Silver,1,10/22/2023,,23,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Hillsborough,Twin,1,10/21/2023,EST,26,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,West Meadows-3,1,10/06/2023,,33,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Hillsborough,West Meadows-15,1,10/06/2023,,14,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Zambito,1,10/22/2023,,40,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Hillsborough,Zambito East,1,10/22/2023,,44,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/09/2024,10:04:00 AM,EST,01/09/2024,12:38:00 PM,EST,Holmes,CBA Pea River-1,1,10/10/2023,,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/09/2024,10:04:00 AM,EST,01/09/2024,12:38:00 PM,EST,Holmes,CBA River-7,1,10/10/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/09/2024,10:04:00 AM,EST,01/09/2024,12:38:00 PM,EST,Holmes,CBA River-8,1,10/10/2023,,7,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Indian River,Blue Cypress,1,10/24/2023,,316,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Jackson,Silver,1,10/06/2023,,5,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Lake,Bay,1,07/15/2023,,109,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Lake,Bay,1,10/15/2023,,93,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Bear,1,10/03/2023,,58,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Bear,1,10/31/2023,,52,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/09/2024,10:04:00 AM,EST,01/09/2024,12:38:00 PM,EST,Lake,Bugg Springs,1,10/14/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/09/2024,10:04:00 AM,EST,01/09/2024,12:38:00 PM,EST,Lake,Bugg Springs,2,10/14/2023,,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Bugg Springs,1,01/14/2024,EST,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Bugg Springs,2,01/14/2024,EST,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Crown,1,10/31/2023,,17,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Dora West,1,01/26/2024,EST,27,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Dorr,1,01/30/2024,EST,78,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Lake,Eustis,1,10/10/2023,,16,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Eustis,1,01/18/2024,EST,24,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Florence,1,10/07/2023,,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Grasshopper,1,01/30/2024,EST,85,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Lake,Harris East,1,10/09/2023,,26,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Harris East,1,01/30/2024,EST,25,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Harris West,1,01/25/2024,EST,26,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Hiawatha,1,10/05/2023,,118,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Jewel,1,10/31/2023,,40,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Lorraine,1,10/29/2023,,52,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Lorraine,1,01/31/2024,EST,53,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Louisa,1,10/02/2023,,292,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Louisa,1,10/31/2023,,281,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Palatlakaha,1,10/05/2023,,328,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Royal,1,10/31/2023,,17,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Sellers,1,01/30/2024,EST,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Wildcat,1,10/30/2023,,50,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Lake,Wildcat,1,01/29/2024,EST,58,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Lake,Winona,1,10/05/2023,,78,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Leon,Blue Heron,1,10/30/2023,,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Leon,Munson,4,10/07/2023,,17,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Levy,Cedar Key-1,1,10/31/2023,,31,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Levy,Cedar Key-2,1,10/31/2023,,25,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,12/21/2023,10:30:00 AM,EST,12/21/2023,11:30:00 AM,EST,Levy,Cedar Key-4,1,10/31/2023,,23,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Liberty,Mystic,1,10/09/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Marion,Charles,1,10/30/2023,,301,PCU,1,1,PCU,Q,Actual,4
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Deerback,1,10/31/2023,EST,19,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Marion,Halfmoon,1,10/30/2023,,40,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Marion,Halfmoon,1,01/29/2024,EST,42,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Marion,Lou,1,10/30/2023,,147,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/11/2024,11:30:00 AM,EDT,03/11/2024,12:43:00 PM,EDT,Marion,Lou,1,01/29/2024,EST,136,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Rainbow River-2,1,10/22/2023,EST,1,PCU,1,1,PCU,QU,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Rainbow River-3,1,10/22/2023,EST,2,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Silver River-1,1,10/17/2023,EST,1,PCU,1,1,PCU,QU,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Silver River-2,1,10/17/2023,EST,0,PCU,1,1,PCU,QTI,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Silver River-3,1,10/17/2023,EST,0,PCU,1,1,PCU,QTI,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Silver River-4,1,10/17/2023,EST,2,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Sunset Harbor,1,10/22/2023,EST,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,03/06/2024,10:06:00 AM,EST,03/06/2024,11:46:00 AM,EST,Marion,Withlacoochee River-Dunnellon,1,12/29/2023,EST,1,PCU,1,1,PCU,QU,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Miami-Dade,Lakeridge,1,10/15/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Miami-Dade,Oakland,1,10/10/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,01/03/2024,9:51:00 AM,EDT,01/03/2024,12:09:00 PM,EDT,Miami-Dade,Saga,1,10/14/2023,,24,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-3,1,10/22/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-4,1,10/22/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-5,1,10/22/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-7,1,10/22/2023,,7,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-8,1,10/21/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-9,1,10/21/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-10,1,10/21/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-11,1,10/21/2023,,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-12,1,10/21/2023,,6,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Cudjoe-13,1,10/21/2023,,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Tarpon Basin-1,1,10/27/2023,,12,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Tarpon Basin-2,1,10/27/2023,,9,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/06/2024,9:53:00 AM,EST,02/06/2024,12:02:00 PM,EST,Monroe,Tarpon Basin-3,1,10/27/2023,,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Adair,1,10/08/2023,,25,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Cane,1,10/07/2023,,15,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Claire,1,10/18/2023,,67,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Clear,1,10/30/2023,,15,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Conway South,1,10/29/2023,,10,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Crystal,1,10/29/2023,,26,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Cypress,1,10/22/2023,,32,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Down,1,10/22/2023,,8,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,East,1,10/10/2023,,196,PCU,1,1,PCU,Q,Actual,2
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Fairview,1,10/15/2023,,11,PCU,1,1,PCU,Q,Actual,1
FL-PHYS-012,Color- True,Sample,Direct Grab,Water Bottle,0.3,m,SM 2120 C,02/08/2024,9:39:00 AM,EST,02/08/2024,12:09:00 PM,EST,Orange,Fairview South,1,10/15/2023,,18,PCU,1,1,PCU,Q,Actual,1
