Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Vol Filtered (L),Ethanol (ml),Tube #,750,664,647,630,750 (HCL),665 (HCL),Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
09/04/2025,06:59:59 PM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Heather,1,09/03/2025,08:20:00 AM,EST,0.1,8,5,0.002,0.045,0.018,0.014,0.002,0.032,28,,,,,,Sample,CHLC1029202510302025,,
09/04/2025,07:05:00 PM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Heather,2,09/03/2025,08:10:00 AM,EST,0.1,8,6,0.003,0.044,0.016,0.012,0.006,0.036,23,,,,,,Sample,CHLC1029202510302025,,
09/04/2025,07:10:00 PM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Heather,3,09/03/2025,08:00:00 AM,EST,0.1,8,7,0.005,0.045,0.021,0.017,0.004,0.032,26,,,,,,Sample,CHLC1029202510302025,,
10/01/2025,11:20:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Island Ford,1,10/01/2025,10:43:00 AM,EST,0.5,8,8,0.004,0.034,0.016,0.012,0.004,0.026,3,,,,,,Sample,CHLC1029202510302025,,
10/01/2025,11:26:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Island Ford,2,10/01/2025,10:55:00 AM,EST,0.5,8,9,0.005,0.041,0.019,0.015,0.006,0.031,5,,,,,,Sample,CHLC1029202510302025,,
10/01/2025,11:31:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Island Ford,3,10/01/2025,11:03:00 AM,EST,0.5,8,10,0.008,0.058,0.027,0.023,0.01,0.045,6,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,10:51:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Magdalene,1,09/27/2025,10:14:59 AM,EST,1,8,11,0.006,0.108,0.04,0.031,0.003,0.07,7,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,10:59:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Magdalene,2,09/27/2025,10:04:00 AM,EST,0.75,8,12,0.008,0.072,0.03,0.025,0.005,0.049,6,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,11:08:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Magdalene,3,09/27/2025,10:28:00 AM,EST,0.75,8,13,-0.001,0.075,0.024,0.019,0.001,0.052,7,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,03:30:00 PM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Maurine,1,09/27/2025,02:50:00 PM,EST,0.3,8,14,0.005,0.031,0.013,0.011,0.004,0.022,6,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,03:35:00 PM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Maurine,2,09/27/2025,03:00:00 PM,EST,0.3,8,15,0.004,0.028,0.013,0.011,0.002,0.018,6,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,03:40:00 PM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Maurine,3,09/27/2025,03:10:00 PM,EST,0.3,8,16,-0.002,0.022,0.006,0.004,0,0.016,6,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,10:24:59 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Newlands,1,09/27/2025,09:39:59 AM,EST,0.15,8,17,-0.001,0.048,0.016,0.012,0.002,0.035,23,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,10:35:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Newlands,2,09/27/2025,09:55:00 AM,EST,0.15,8,18,0.004,0.058,0.022,0.017,0.004,0.04,26,,,,,,Sample,CHLC1029202510302025,,
09/27/2025,10:45:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Newlands,3,09/27/2025,10:10:00 AM,EST,0.15,8,19,0.002,0.058,0.021,0.016,0.003,0.04,27,,,,,,Sample,CHLC1029202510302025,,
09/07/2025,08:05:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Silver,1,09/06/2025,08:14:00 AM,EST,1,8,20,0.003,0.188,0.064,0.046,0.009,0.128,14,,,,,,Sample,CHLC1029202510302025,,
09/07/2025,08:15:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Silver,2,09/06/2025,08:09:00 AM,EST,1,8,21,0.002,0.176,0.059,0.043,0.003,0.118,13,,,,,,Sample,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,CCV1,,,,8.0000000000000002E-3,8,22,0.001,0.019,0.007,0.006,0,0.013,134,,,,,,QAQC,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,MBLK2,,,,1,8,23,0.004,0.004,0.004,0.004,0.004,0.004,0,,,TI,,TI,QAQC,CHLC1029202510302025,,
09/07/2025,08:24:59 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,Silver,3,09/06/2025,08:19:00 AM,EST,1,8,24,0.01,0.175,0.066,0.05,0.013,0.122,12,,,,,,Sample,CHLC1029202510302025,,
09/05/2025,08:54:59 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,West Meadows-3,1,09/05/2025,09:53:00 AM,EST,0.5,8,25,0.004,0.012,0.008,0.007,0.002,0.008,1,,,U,,U,Sample,CHLC1029202510302025,,
09/05/2025,09:13:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,West Meadows-3,2,09/05/2025,09:12:00 AM,EST,0.5,8,26,0.002,0.013,0.007,0.006,0,0.007,2,,,,,,Sample,CHLC1029202510302025,,
09/05/2025,09:25:00 AM,EST,10/30/2025,01:00:00 PM,EST,Hillsborough,West Meadows-3,3,09/05/2025,09:20:00 AM,EST,0.5,8,27,0.001,0.006,0.004,0.003,0.001,0.003,1,,,U,,U,Sample,CHLC1029202510302025,,
10/02/2025,12:09:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Ann,1,10/02/2025,11:32:00 AM,EST,0.5,8,28,-0.002,0.02,0.006,0.004,0,0.015,3,,,,,,Sample,CHLC1029202510302025,,
10/02/2025,12:14:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Ann,2,10/02/2025,11:42:59 AM,EST,0.5,8,29,0,0.023,0.008,0.007,0.004,0.02,3,,,,,,Sample,CHLC1029202510302025,,
10/02/2025,12:18:59 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Ann,3,10/02/2025,11:50:00 AM,EST,0.5,8,30,0.002,0.026,0.013,0.009,0.003,0.02,3,,,,,,Sample,CHLC1029202510302025,,
09/08/2025,09:00:00 AM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Bird,1,09/08/2025,07:58:00 AM,EST,0.25,8,31,0,0.026,0.009,0.007,0.003,0.022,6,,,,,,Sample,CHLC1029202510302025,,
09/08/2025,09:05:00 AM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Bird,2,09/08/2025,08:02:59 AM,EST,0.25,8,32,0.002,0.029,0.012,0.01,0.004,0.023,7,,,,,,Sample,CHLC1029202510302025,,
09/08/2025,09:10:00 AM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Bird,3,09/08/2025,08:10:00 AM,EST,0.25,8,33,0,0.033,0.011,0.009,0,0.022,9,,,,,,Sample,CHLC1029202510302025,,
08/20/2025,03:19:59 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,1,08/20/2025,02:34:59 PM,EST,0.2,8,34,0.007,0.058,0.026,0.021,0.006,0.04,18,,,,,,Sample,CHLC1029202510302025,,
08/20/2025,03:24:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,2,08/20/2025,02:30:00 PM,EST,0.2,8,35,0.003,0.067,0.025,0.019,0.008,0.051,22,,,,,,Sample,CHLC1029202510302025,,
08/20/2025,03:30:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,3,08/20/2025,02:28:00 PM,EST,0.2,8,36,0.005,0.068,0.029,0.022,0.007,0.049,22,,,,,,Sample,CHLC1029202510302025,,
08/20/2025,03:36:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,4,08/20/2025,02:22:00 PM,EST,0.2,8,37,0.009,0.079,0.033,0.026,0.007,0.054,25,,,,,,Sample,CHLC1029202510302025,,
09/17/2025,03:19:59 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,1,09/17/2025,02:38:00 PM,EST,0.2,8,38,0.003,0.063,0.024,0.018,0.003,0.044,20,,,,,,Sample,CHLC1029202510302025,,
09/17/2025,03:25:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,2,09/17/2025,02:32:00 PM,EST,0.2,8,39,0.003,0.061,0.023,0.018,0.01,0.048,21,,,,,,Sample,CHLC1029202510302025,,
09/17/2025,03:27:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,3,09/17/2025,02:28:00 PM,EST,0.2,8,40,0.006,0.062,0.026,0.021,0.005,0.042,20,,,,,,Sample,CHLC1029202510302025,,
09/17/2025,03:30:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Blanton,4,09/17/2025,02:18:00 PM,EST,0.2,8,41,0.003,0.058,0.022,0.017,0.001,0.038,19,,,,,,Sample,CHLC1029202510302025,,
09/12/2025,04:42:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,East,1,09/12/2025,04:16:00 PM,EST,0.5,8,42,-0.001,0.017,0.007,0.005,0.002,0.014,3,,,,,,Sample,CHLC1029202510302025,,
09/12/2025,04:49:59 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,East,2,09/12/2025,04:19:00 PM,EST,0.5,8,43,0.003,0.022,0.011,0.009,0.005,0.019,2,,,,,,Sample,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,CCV2,,,,8.0000000000000002E-3,8,44,-0.002,0.013,0.003,0.002,0.001,0.01,160,,,,,,QAQC,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,MBLK3,,,,1,8,45,0.001,0.003,0.002,0.003,0.001,0.002,0,,,TI,,TI,QAQC,CHLC1029202510302025,,
09/12/2025,04:57:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,East,3,09/12/2025,04:25:00 PM,EST,0.5,8,46,0.001,0.023,0.01,0.008,0.006,0.022,3,,,,,,Sample,CHLC1029202510302025,,
08/16/2025,09:37:00 AM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Jovita,1,08/15/2025,02:19:00 PM,EST,0.3,8,47,0,0.025,0.008,0.007,0,0.017,6,,,,,,Sample,CHLC1029202510302025,,
08/16/2025,09:39:59 AM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Jovita,2,08/15/2025,02:28:00 PM,EST,0.3,8,48,0.005,0.035,0.017,0.015,0.011,0.032,6,,,,,,Sample,CHLC1029202510302025,,
08/16/2025,09:43:59 AM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Jovita,3,08/15/2025,02:41:00 PM,EST,0.3,8,49,0.005,0.031,0.014,0.012,0.003,0.02,6,,,,,,Sample,CHLC1029202510302025,,
08/21/2025,12:07:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Moon,1,08/21/2025,11:09:59 AM,EST,0.5,8,50,0.004,0.037,0.016,0.013,0.004,0.027,4,,,,,,Sample,CHLC1029202510302025,,
08/21/2025,12:10:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Moon,2,08/21/2025,11:28:00 AM,EST,0.5,8,51,0.006,0.04,0.018,0.015,0,0.023,5,,,,,,Sample,CHLC1029202510302025,,
08/21/2025,12:15:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Moon,3,08/21/2025,11:48:00 AM,EST,0.5,8,52,0.004,0.043,0.018,0.014,0.002,0.029,5,,,,,,Sample,CHLC1029202510302025,,
09/16/2025,12:42:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Moon,1,09/16/2025,11:44:00 AM,EST,0.5,8,53,0.003,0.052,0.02,0.016,0.004,0.037,7,,,,,,Sample,CHLC1029202510302025,,
09/16/2025,12:47:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Moon,2,09/16/2025,11:58:00 AM,EST,0.5,8,54,-0.001,0.057,0.018,0.014,0.005,0.043,9,,,,,,Sample,CHLC1029202510302025,,
09/16/2025,12:54:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Moon,3,09/16/2025,12:12:00 PM,EST,0.5,8,55,0.002,0.065,0.023,0.018,0.004,0.047,9,,,,,,Sample,CHLC1029202510302025,,
09/23/2025,12:58:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Padgett South,1,09/23/2025,12:19:59 PM,EST,0.5,8,56,0.003,0.03,0.014,0.012,0.007,0.027,3,,,,,,Sample,CHLC1029202510302025,,
09/23/2025,01:02:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Padgett South,2,09/23/2025,12:31:00 PM,EST,0.5,8,57,0.005,0.031,0.016,0.015,0.007,0.025,3,,,,,,Sample,CHLC1029202510302025,,
09/23/2025,01:11:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Padgett South,3,09/23/2025,12:39:00 PM,EST,0.5,8,58,0.002,0.025,0.01,0.008,0.004,0.022,2,,,,,,Sample,CHLC1029202510302025,,
09/18/2025,02:20:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Saxon North,1,09/18/2025,01:00:00 PM,EST,0.4,8,59,0.006,0.066,0.027,0.023,0.003,0.043,11,,,,,,Sample,CHLC1029202510302025,,
09/18/2025,02:25:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Saxon North,2,09/18/2025,12:50:00 PM,EST,0.4,8,60,0.004,0.045,0.02,0.016,0.01,0.038,7,,,,,,Sample,CHLC1029202510302025,,
09/18/2025,02:30:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Saxon North,3,09/18/2025,12:40:00 PM,EST,0.4,8,61,0.005,0.052,0.022,0.019,0.008,0.04,8,,,,,,Sample,CHLC1029202510302025,,
09/18/2025,02:34:59 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Saxon South,1,09/18/2025,12:00:00 PM,EST,0.4,8,62,0.005,0.041,0.018,0.015,0.002,0.028,5,,,,,,Sample,CHLC1029202510302025,,
09/18/2025,02:40:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Saxon South,2,09/18/2025,12:15:00 PM,EST,0.4,8,63,0.003,0.012,0.008,0.007,0.005,0.012,1,,,U,,U,Sample,CHLC1029202510302025,,
09/18/2025,02:45:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Saxon South,3,09/18/2025,12:19:59 PM,EST,0.4,8,64,0.006,0.024,0.014,0.012,0.006,0.019,3,,,,,,Sample,CHLC1029202510302025,,
09/15/2025,03:10:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,West Moon,1,09/15/2025,02:00:00 PM,EST,0.45,8,65,0.004,0.044,0.019,0.015,0.006,0.032,7,,,,,,Sample,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,CCV3,,,,8.0000000000000002E-3,8,66,0.001,0.017,0.006,0.005,0.002,0.012,160,,,,,,QAQC,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,MBLK4,,,,1,8,67,0.004,0.007,0.007,0.007,0.003,0.006,0,,,TI,,TI,QAQC,CHLC1029202510302025,,
09/15/2025,03:25:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,West Moon,2,09/15/2025,02:16:00 PM,EST,0.45,8,68,0.007,0.044,0.021,0.018,0.007,0.032,6,,,,,,Sample,CHLC1029202510302025,,
09/15/2025,03:35:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,West Moon,3,09/15/2025,02:25:00 PM,EST,0.45,8,69,0,0.036,0.013,0.01,0.002,0.027,5,,,,,,Sample,CHLC1029202510302025,,
08/30/2025,05:27:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Wisteria,1,08/29/2025,04:23:00 PM,EST,0.1,8,70,0.006,0.018,0.012,0.012,0.008,0.018,4,,,,,,Sample,CHLC1029202510302025,,
08/30/2025,05:38:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Wisteria,2,08/29/2025,04:37:00 PM,EST,0.1,8,71,0.004,0.018,0.011,0.01,0.004,0.01,17,,,,,,Sample,CHLC1029202510302025,,
08/30/2025,05:44:00 PM,EST,10/30/2025,01:00:00 PM,EST,Pasco,Wisteria,3,08/29/2025,04:50:59 PM,EST,0.1,8,72,0.009,0.029,0.019,0.018,0.009,0.02,19,,,,,,Sample,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,CCV4,,,,8.0000000000000002E-3,8,73,0.001,0.016,0.006,0.005,0.003,0.013,134,,,,,,Sample,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,CCV4,,,,8.0000000000000002E-3,8,88,,,,,,,,,,,,,QAQC,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,MBLK5,,,,1,8,89,,,,,,,,,,,,,QAQC,CHLC1029202510302025,,
,,,10/30/2025,01:00:00 PM,EST,,,CCV5,,,,8.0000000000000002E-3,8,110,,,,,,,,,,,,,QAQC,CHLC1029202510302025,,
,,,10/31/2025,10:00:00 AM,EST,,,MBLK1,,,,1,8,1,0.001,0.001,0.002,0.003,0.001,0.001,0,,,TI,,TI,QAQC,CHLC1030202510312025,,
09/16/2025,04:11:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Alice,1,09/16/2025,03:08:00 PM,EST,0.5,8,2,0.003,0.031,0.014,0.012,0.002,0.021,4,,,,,,Sample,CHLC1030202510312025,,
09/16/2025,04:17:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Alice,2,09/16/2025,03:17:00 PM,EST,0.5,8,3,0.006,0.039,0.017,0.014,0.008,0.029,5,,,,,,Sample,CHLC1030202510312025,,
09/16/2025,04:21:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Alice,3,09/16/2025,03:21:59 PM,EST,0.5,8,4,0.002,0.027,0.011,0.009,0.004,0.021,3,,,,,,Sample,CHLC1030202510312025,,
09/30/2025,03:09:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Brant,1,09/29/2025,05:59:00 PM,EST,0.3,8,5,0.004,0.059,0.023,0.017,0.006,0.044,12,,,,,,Sample,CHLC1030202510312025,,
09/30/2025,03:05:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Brant,2,09/29/2025,05:41:00 PM,EST,0.3,8,6,0.002,0.059,0.02,0.015,0.005,0.045,12,,,,,,Sample,CHLC1030202510312025,,
09/30/2025,03:01:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Brant,3,09/29/2025,05:25:00 PM,EST,0.3,8,7,0.009,0.062,0.028,0.023,0.012,0.05,11,,,,,,Sample,CHLC1030202510312025,,
09/11/2025,02:16:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Breckenridge,1,09/11/2025,01:42:00 PM,EST,0.5,8,8,0.007,0.063,0.027,0.023,0.01,0.047,8,,,,,,Sample,CHLC1030202510312025,,
09/11/2025,02:06:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Breckenridge,2,09/11/2025,01:33:00 PM,EST,0.5,8,9,0.009,0.066,0.031,0.025,0.008,0.046,8,,,,,,Sample,CHLC1030202510312025,,
09/11/2025,02:00:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Breckenridge,3,09/11/2025,01:25:00 PM,EST,0.5,8,10,0.011,0.071,0.036,0.029,0.016,0.056,9,,,,,,Sample,CHLC1030202510312025,,
09/23/2025,02:42:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Calm,1,09/23/2025,01:17:00 PM,EST,0.1,8,11,0.007,0.015,0.012,0.012,0.007,0.009,13,,,,,,Sample,CHLC1030202510312025,,
09/23/2025,02:45:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Calm,2,09/23/2025,01:35:00 PM,EST,0.1,8,12,0.009,0.017,0.014,0.014,0.009,0.016,2,,,,,,Sample,CHLC1030202510312025,,
09/23/2025,02:51:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Calm,3,09/23/2025,01:47:00 PM,EST,0.1,8,13,0.001,0.007,0.004,0.004,0.001,0.004,6,,,,,,Sample,CHLC1030202510312025,,
09/10/2025,05:10:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Cedar East,1,09/10/2025,04:10:00 PM,EST,0.5,8,14,0.001,0.029,0.012,0.009,0.001,0.02,4,,,,,,Sample,CHLC1030202510312025,,
09/10/2025,05:15:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Cedar East,2,09/10/2025,04:17:00 PM,EST,0.5,8,15,0.004,0.037,0.017,0.013,0.009,0.033,4,,,,,,Sample,CHLC1030202510312025,,
09/10/2025,05:20:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Cedar East,3,09/10/2025,04:25:00 PM,EST,0.5,8,16,0.014,0.041,0.025,0.021,0.009,0.029,3,,,,,,Sample,CHLC1030202510312025,,
09/29/2025,09:27:59 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Church,1,09/29/2025,07:27:00 AM,EST,0.4,8,17,0,0.013,0.005,0.005,0.004,0.013,2,,,,,,Sample,CHLC1030202510312025,,
09/29/2025,09:36:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Church,2,09/29/2025,07:40:59 AM,EST,0.4,8,18,0,0.012,0.005,0.004,0,0.007,3,,,,,,Sample,CHLC1030202510312025,,
09/29/2025,09:41:59 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Church,3,09/29/2025,07:52:00 AM,EST,0.4,8,19,0.004,0.016,0.009,0.009,0.006,0.015,2,,,,,,Sample,CHLC1030202510312025,,
09/22/2025,03:50:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,East,1,09/22/2025,03:40:00 PM,EST,0.155,8,20,0.006,0.131,0.044,0.035,0.008,0.087,63,,,,,,Sample,CHLC1030202510312025,,
09/22/2025,03:55:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,East,2,09/22/2025,03:35:00 PM,EST,0.16,8,21,0.018,0.152,0.058,0.048,0.008,0.093,65,,,,,,Sample,CHLC1030202510312025,,
,,,10/31/2025,10:00:00 AM,EST,,,CCV1,,,,8.0000000000000002E-3,8,22,0.004,0.022,0.01,0.009,0.004,0.017,134,,,,,,QAQC,CHLC1030202510312025,,
,,,10/31/2025,10:00:00 AM,EST,,,MBLK2,,,,1,8,23,0.005,0.005,0.005,0.005,0.004,0.005,0,,,TI,,TI,QAQC,CHLC1030202510312025,,
09/22/2025,04:00:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,East,3,09/22/2025,03:30:00 PM,EST,0.155,8,24,0.009,0.134,0.047,0.038,0.011,0.091,62,,,,,,Sample,CHLC1030202510312025,,
09/01/2025,11:30:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Eckles,1,09/01/2025,10:59:59 AM,EST,0.5,8,25,0.008,0.043,0.022,0.018,0.01,0.035,4,,,,,,Sample,CHLC1030202510312025,,
09/01/2025,11:35:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Eckles,2,09/01/2025,11:09:59 AM,EST,0.5,8,26,0.003,0.031,0.016,0.012,0.007,0.028,3,,,,,,Sample,CHLC1030202510312025,,
09/01/2025,11:40:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Eckles,3,09/01/2025,11:15:00 AM,EST,0.5,8,27,0.005,0.039,0.018,0.015,0.01,0.034,4,,,,,,Sample,CHLC1030202510312025,,
09/16/2025,11:09:59 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Hog Island,1,09/16/2025,10:40:00 AM,EST,0.5,8,28,0.002,0.078,0.026,0.019,0.006,0.056,11,,,,,,Sample,CHLC1030202510312025,,
09/16/2025,11:15:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Hog Island,2,09/16/2025,10:47:00 AM,EST,0.5,8,29,0.004,0.094,0.033,0.026,0.007,0.066,13,,,,,,Sample,CHLC1030202510312025,,
09/16/2025,11:20:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Hog Island,3,09/16/2025,10:52:00 AM,EST,0.5,8,30,0.001,0.049,0.017,0.014,0.005,0.037,7,,,,,,Sample,CHLC1030202510312025,,
09/16/2025,11:25:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Hog Island,4,09/16/2025,10:59:00 AM,EST,0.5,8,31,0.002,0.079,0.027,0.021,0.012,0.064,11,,,,,,Sample,CHLC1030202510312025,,
09/23/2025,12:00:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,James,1,09/23/2025,11:25:00 AM,EST,0.5,8,32,0.004,0.076,0.032,0.024,0.006,0.053,11,,,,,,Sample,CHLC1030202510312025,,
09/23/2025,12:05:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,James,2,09/23/2025,11:35:00 AM,EST,0.5,8,33,0.007,0.069,0.032,0.025,0.01,0.051,9,,,,,,Sample,CHLC1030202510312025,,
09/23/2025,12:10:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,James,3,09/23/2025,11:40:00 AM,EST,0.5,8,34,0.005,0.072,0.032,0.023,0.006,0.051,9,,,,,,Sample,CHLC1030202510312025,,
09/07/2025,12:00:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Keystone,1,09/07/2025,10:59:59 AM,EST,0.5,8,35,0.006,0.05,0.023,0.02,0.006,0.037,6,,,,,,Sample,CHLC1030202510312025,,
09/07/2025,12:07:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Keystone,2,09/07/2025,11:11:59 AM,EST,0.5,8,36,0.008,0.034,0.02,0.017,0.014,0.033,3,,,,,,Sample,CHLC1030202510312025,,
09/07/2025,12:15:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Keystone,3,09/07/2025,11:22:00 AM,EST,0.5,8,37,0.012,0.037,0.023,0.021,0.01,0.028,3,,,,,,Sample,CHLC1030202510312025,,
09/10/2025,11:40:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Keystone North,1,09/10/2025,10:14:59 AM,EST,0.5,8,38,0.004,0.041,0.017,0.014,0.005,0.031,5,,,,,,Sample,CHLC1030202510312025,,
09/10/2025,11:50:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Keystone North,2,09/10/2025,10:20:00 AM,EST,0.5,8,39,0.002,0.03,0.012,0.009,0.003,0.023,3,,,,,,Sample,CHLC1030202510312025,,
09/10/2025,12:05:00 PM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Keystone North,3,09/10/2025,10:24:59 AM,EST,0.5,8,40,0.005,0.036,0.016,0.014,0.008,0.03,4,,,,,,Sample,CHLC1030202510312025,,
09/28/2025,09:00:00 AM,EST,10/31/2025,10:00:00 AM,EST,Hillsborough,Lutz,1,09/28/2025,09:34:00 AM,EST,0.5,8,41,0.006,0.039,0.019,0.016,0.004,0.026,5,,,,,,Sample,CHLC1030202510312025,,
